,DATEPRD,WELL_BORE_CODE,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
4672,28-Nov-15,NO 15/9-F-12 H,0,0,28.059,100,28.059,78.695,0.617,374.00,57355.00,"1,175"
4673,29-Nov-15,NO 15/9-F-12 H,0,0,27.957,100,27.957,79.068,0.528,370.00,56424.00,"1,173"
4674,30-Nov-15,NO 15/9-F-12 H,0,0,27.72,100,27.72,79.757,0.403,367.00,55875.00,"1,158"
4675,1-Dec-15,NO 15/9-F-12 H,0,0,27.831,100,27.831,79.847,0.522,362.00,55376.00,"1,145"
4676,2-Dec-15,NO 15/9-F-12 H,0,0,28.149,100,28.149,78.106,0.631,360.00,54724.00,"1,143"
4677,3-Dec-15,NO 15/9-F-12 H,0,0,28.074,100,28.074,79.565,0.543,361.00,55111.00,"1,149"
4678,4-Dec-15,NO 15/9-F-12 H,0,0,27.429,100,27.429,79.005,0.575,355.00,56582.00,"1,186"
4679,5-Dec-15,NO 15/9-F-12 H,0,0,27.643,100,27.643,77.634,0.701,371.00,57219.00,"1,214"
4680,6-Dec-15,NO 15/9-F-12 H,0,0,27.4,100,27.4,79.977,0.487,366.00,56275.00,"1,239"
4681,7-Dec-15,NO 15/9-F-12 H,0,0,27.632,100,27.632,80.383,0.536,369.00,56949.00,"1,257"
4682,8-Dec-15,NO 15/9-F-12 H,0,0,28.143,100,28.143,79.135,0.817,368.00,56674.00,"1,263"
4683,9-Dec-15,NO 15/9-F-12 H,0,0,27.939,65.08566,27.939,78.569,1.372,155.00,24240.00,681
4684,10-Dec-15,NO 15/9-F-12 H,0,0,27.195,100,27.195,78.38,0.849,414.00,62260.00,"1,511"
4685,11-Dec-15,NO 15/9-F-12 H,0,0,27.096,100,27.096,80.262,0.609,385.00,58598.00,"1,325"
4686,12-Dec-15,NO 15/9-F-12 H,0,0,26.969,100,26.969,81.306,0.435,378.00,57295.00,"1,241"
4687,13-Dec-15,NO 15/9-F-12 H,0,0,26.933,100,26.933,81.2,0.482,372.00,56266.00,"1,215"
4688,14-Dec-15,NO 15/9-F-12 H,0,0,27.073,100,27.073,80.069,0.7,369.00,55940.00,"1,217"
4689,15-Dec-15,NO 15/9-F-12 H,0,0,27.005,100,27.005,79.464,0.724,367.00,55491.00,"1,255"
4690,16-Dec-15,NO 15/9-F-12 H,0,0,27.023,100,27.023,79.477,0.781,362.00,55083.00,"1,245"
4691,17-Dec-15,NO 15/9-F-12 H,0,0,27.003,100,27.003,79.003,0.774,365.00,55206.00,"1,244"
4692,18-Dec-15,NO 15/9-F-12 H,0,0,27.036,100,27.036,78.009,0.83,359.00,54635.00,"1,245"
4693,19-Dec-15,NO 15/9-F-12 H,0,0,26.954,100,26.954,78.479,0.797,356.00,54133.00,"1,226"
4694,20-Dec-15,NO 15/9-F-12 H,0,0,26.911,100,26.911,78.072,0.793,351.00,53612.00,"1,218"
4695,21-Dec-15,NO 15/9-F-12 H,0,0,26.887,100,26.887,77.701,0.786,349.00,53148.00,"1,211"
4696,22-Dec-15,NO 15/9-F-12 H,0,0,26.873,100,26.873,78.346,0.76,346.00,52658.00,"1,205"
4697,23-Dec-15,NO 15/9-F-12 H,0,0,26.629,97.91667,26.629,77.57,0.813,345.00,52755.00,"1,215"
4698,24-Dec-15,NO 15/9-F-12 H,0,0,26.544,100,26.544,77.867,0.814,342.00,52540.00,"1,202"
4699,25-Dec-15,NO 15/9-F-12 H,0,0,26.293,100,26.293,79.187,0.563,341.00,52027.00,"1,192"
4700,26-Dec-15,NO 15/9-F-12 H,0,0,26.344,100,26.344,78.97,0.652,338.00,51886.00,"1,194"
4701,27-Dec-15,NO 15/9-F-12 H,0,0,26.446,100,26.446,78.562,0.621,330.00,51591.00,"1,170"
4702,28-Dec-15,NO 15/9-F-12 H,0,0,26.454,97.91667,26.454,78.486,0.784,333.00,51266.00,"1,180"
4703,29-Dec-15,NO 15/9-F-12 H,0,0,26.505,100,26.505,77.997,0.828,331.00,51165.00,"1,172"
4704,30-Dec-15,NO 15/9-F-12 H,0,0,26.575,100,26.575,77.741,0.888,331.00,51016.00,"1,164"
4705,31-Dec-15,NO 15/9-F-12 H,0,0,26.493,100,26.493,78.44,0.795,328.00,50731.00,"1,165"
4706,1-Jan-16,NO 15/9-F-12 H,0,0,26.386,100,26.386,79.26,0.687,327.00,50295.00,"1,161"
4707,2-Jan-16,NO 15/9-F-12 H,0,0,26.721,100,26.721,77.272,0.851,320.00,49664.00,"1,149"
4708,3-Jan-16,NO 15/9-F-12 H,0,0,37.823,70.95083,37.823,64.536,2.414,226.00,34908.00,845
4709,4-Jan-16,NO 15/9-F-12 H,0,0,33.655,76.12115,33.655,63.642,5.663,255.00,41294.00,"1,125"
4710,5-Jan-16,NO 15/9-F-12 H,0,0,26.675,100,26.675,77.129,0.9,323.00,52240.00,"1,256"
4711,6-Jan-16,NO 15/9-F-12 H,0,0,26.746,100,26.746,77.971,0.849,319.00,51928.00,"1,352"
4712,7-Jan-16,NO 15/9-F-12 H,0,0,26.725,100,26.725,76.785,0.931,321.00,51868.00,"1,257"
4713,8-Jan-16,NO 15/9-F-12 H,0,0,26.796,100,26.796,78.076,0.788,323.00,51674.00,"1,278"
4714,9-Jan-16,NO 15/9-F-12 H,0,0,26.953,100,26.953,77.077,0.897,324.00,51878.00,"1,279"
4715,10-Jan-16,NO 15/9-F-12 H,0,0,26.971,100,26.971,77.234,0.877,325.00,52098.00,"1,289"
4716,11-Jan-16,NO 15/9-F-12 H,0,0,27.078,100,27.078,79.198,0.807,328.00,52428.00,"1,296"
4717,12-Jan-16,NO 15/9-F-12 H,0,0,26.922,100,26.922,80.547,0.581,330.00,52577.00,"1,322"
4718,13-Jan-16,NO 15/9-F-12 H,0,0,28.47,90.16816,28.47,79.324,1.857,295.00,47020.00,"1,294"
4719,14-Jan-16,NO 15/9-F-12 H,0,0,27.203,100,27.203,80.241,0.617,333.00,51354.00,"1,354"
4720,15-Jan-16,NO 15/9-F-12 H,0,0,26.869,100,26.869,80.068,0.612,333.00,51814.00,"1,425"
4721,16-Jan-16,NO 15/9-F-12 H,0,0,26.595,100,26.595,80.608,0.539,331.00,51360.00,"1,358"
4722,17-Jan-16,NO 15/9-F-12 H,0,0,26.412,100,26.412,81.206,0.473,327.00,50817.00,"1,314"
4723,18-Jan-16,NO 15/9-F-12 H,0,0,26.626,100,26.626,80.584,0.611,325.00,50602.00,"1,363"
4724,19-Jan-16,NO 15/9-F-12 H,0,0,26.716,100,26.716,80.7,0.468,315.00,48941.00,"1,370"
4725,20-Jan-16,NO 15/9-F-12 H,0,0,27.938,84.53231,27.938,79.051,1.098,264.00,42853.00,"1,241"
4726,21-Jan-16,NO 15/9-F-12 H,0,0,28.355,100,28.355,78.901,0.72,304.00,47189.00,"1,348"
4727,22-Jan-16,NO 15/9-F-12 H,0,0,28.194,100,28.194,77.275,0.884,290.00,45749.00,"1,228"
4728,23-Jan-16,NO 15/9-F-12 H,0,0,27.167,100,27.167,77.99,0.762,299.00,46537.00,"1,266"
4729,24-Jan-16,NO 15/9-F-12 H,0,0,26.478,100,26.478,79.794,0.761,303.00,46870.00,"1,263"
4730,25-Jan-16,NO 15/9-F-12 H,0,0,30.091,76.06705,30.091,74.866,3.506,304.00,40377.00,"1,106"
4731,26-Jan-16,NO 15/9-F-12 H,0,0,30.596,80.90738,30.596,71.213,3.799,272.00,43123.00,"1,166"
4732,27-Jan-16,NO 15/9-F-12 H,0,0,26.181,100,26.181,80.303,0.428,308.00,47526.00,"1,266"
4733,28-Jan-16,NO 15/9-F-12 H,0,0,26.435,100,26.435,78.343,0.705,294.00,45946.00,"1,257"
4734,29-Jan-16,NO 15/9-F-12 H,0,0,26.56,100,26.56,77.201,0.821,295.00,45876.00,"1,256"
4735,30-Jan-16,NO 15/9-F-12 H,0,0,26.534,100,26.534,77.348,0.758,294.00,45578.00,"1,250"
4736,31-Jan-16,NO 15/9-F-12 H,0,0,26.164,100,26.164,79.966,0.422,289.00,44956.00,"1,236"
4737,1-Feb-16,NO 15/9-F-12 H,0,0,26.531,100,26.531,77.65,0.747,287.00,44778.00,"1,237"
4738,2-Feb-16,NO 15/9-F-12 H,0,0,26.548,100,26.548,77.124,0.687,287.00,44520.00,"1,229"
4739,3-Feb-16,NO 15/9-F-12 H,0,0,26.461,100,26.461,79.229,0.545,282.00,44198.00,"1,214"
4740,4-Feb-16,NO 15/9-F-12 H,0,0,28.882,83.14753,28.882,76.356,2.805,244.00,38394.00,"1,082"
4741,5-Feb-16,NO 15/9-F-12 H,0,0,26.751,99.95452,26.751,77.1,0.822,289.00,45515.00,"1,265"
4742,6-Feb-16,NO 15/9-F-12 H,0,0,26.492,100,26.492,77.993,0.731,284.00,43974.00,"1,234"
4743,7-Feb-16,NO 15/9-F-12 H,0,0,26.741,100,26.741,76.542,0.865,277.00,43991.00,"1,225"
4744,8-Feb-16,NO 15/9-F-12 H,0,0,26.68,100,26.68,77.927,0.646,277.00,43976.00,"1,216"
4745,9-Feb-16,NO 15/9-F-12 H,0,0,26.749,100,26.749,79.013,0.545,278.00,44419.00,"1,224"
4746,10-Feb-16,NO 15/9-F-12 H,0,0,26.878,100,26.878,79.969,0.332,275.00,42600.00,"1,203"
4747,11-Feb-16,NO 15/9-F-12 H,0,0,27.526,100,27.526,78.985,0.4,278.00,43352.00,"1,179"
4748,12-Feb-16,NO 15/9-F-12 H,0,0,27.816,100,27.816,77.372,0.62,263.00,40780.00,"1,183"
4749,13-Feb-16,NO 15/9-F-12 H,0,0,27.651,100,27.651,79.242,0.385,255.00,39731.00,"1,182"
4750,14-Feb-16,NO 15/9-F-12 H,0,0,27.87,100,27.87,78.923,0.441,260.00,40811.00,"1,157"
4751,15-Feb-16,NO 15/9-F-12 H,0,0,27.724,100,27.724,79.039,0.383,259.00,40483.00,"1,153"
4752,16-Feb-16,NO 15/9-F-12 H,0,0,28.154,100,28.154,75.993,1,257.00,40232.00,"1,148"
4753,17-Feb-16,NO 15/9-F-12 H,0,0,28.246,100,28.246,75.783,1.073,256.00,39909.00,"1,136"
4754,18-Feb-16,NO 15/9-F-12 H,0,0,27.894,100,27.894,78.657,0.677,251.00,39496.00,"1,130"
4755,19-Feb-16,NO 15/9-F-12 H,0,0,28.033,100,28.033,76.556,1.064,243.00,38184.00,"1,153"
4756,20-Feb-16,NO 15/9-F-12 H,0,0,27.563,100,27.563,77.762,0.776,251.00,39001.00,"1,174"
4757,21-Feb-16,NO 15/9-F-12 H,0,0,27.569,100,27.569,78.375,0.76,239.00,37984.00,"1,183"
4758,22-Feb-16,NO 15/9-F-12 H,0,0,26.971,100,26.971,79.913,0.647,244.00,39071.00,"1,218"
4759,23-Feb-16,NO 15/9-F-12 H,0,0,27.152,100,27.152,79.65,0.755,243.00,38915.00,"1,229"
4760,24-Feb-16,NO 15/9-F-12 H,0,0,27.167,100,27.167,80.063,0.704,243.00,38611.00,"1,249"
4761,25-Feb-16,NO 15/9-F-12 H,0,0,27.574,100,27.574,80.242,0.687,248.00,39223.00,"1,275"
4762,26-Feb-16,NO 15/9-F-12 H,0,0,26.481,100,26.481,81.847,0.674,269.00,43492.00,"1,315"
4763,27-Feb-16,NO 15/9-F-12 H,0,0,26.672,100,26.672,82.161,0.707,267.00,43321.00,"1,317"
4764,28-Feb-16,NO 15/9-F-12 H,0,0,26.842,100,26.842,82.423,0.66,271.00,43425.00,"1,321"
4765,29-Feb-16,NO 15/9-F-12 H,0,0,27.344,100,27.344,80.719,1.13,269.00,43161.00,"1,421"
4766,1-Mar-16,NO 15/9-F-12 H,0,0,27.407,100,27.407,79.859,1.099,273.00,42974.00,"1,361"
4767,2-Mar-16,NO 15/9-F-12 H,0,0,27.002,100,27.002,81.954,0.656,269.00,42431.00,"1,358"
4768,3-Mar-16,NO 15/9-F-12 H,0,0,26.956,100,26.956,82.43,0.641,266.00,42264.00,"1,351"
4769,4-Mar-16,NO 15/9-F-12 H,0,0,27.047,100,27.047,81.886,0.788,264.00,41885.00,"1,340"
4770,5-Mar-16,NO 15/9-F-12 H,0,0,26.893,100,26.893,81.952,0.701,260.00,41456.00,"1,342"
4771,6-Mar-16,NO 15/9-F-12 H,0,0,26.864,100,26.864,81.955,0.659,260.00,41229.00,"1,339"
4772,7-Mar-16,NO 15/9-F-12 H,0,0,26.762,100,26.762,82.072,0.537,257.00,40949.00,"1,330"
4773,8-Mar-16,NO 15/9-F-12 H,0,0,27.091,100,27.091,80.886,0.801,254.00,40657.00,"1,321"
4774,9-Mar-16,NO 15/9-F-12 H,0,0,27.136,100,27.136,81.207,0.775,251.00,40205.00,"1,313"
4775,10-Mar-16,NO 15/9-F-12 H,0,0,27.067,100,27.067,81.332,0.728,251.00,39803.00,"1,308"
4776,11-Mar-16,NO 15/9-F-12 H,0,0,27.301,100,27.301,80.311,0.942,248.00,39556.00,"1,300"
4777,12-Mar-16,NO 15/9-F-12 H,0,0,26.956,100,26.956,79.857,0.983,247.00,39480.00,"1,377"
4778,13-Mar-16,NO 15/9-F-12 H,0,0,27.493,100,27.493,79.976,0.867,238.00,38731.00,"1,298"
4779,14-Mar-16,NO 15/9-F-12 H,0,0,26.254,100,26.254,82.168,0.535,245.00,39218.00,"1,326"
4780,15-Mar-16,NO 15/9-F-12 H,0,0,26.195,100,26.195,82.369,0.48,243.00,38989.00,"1,322"
4781,16-Mar-16,NO 15/9-F-12 H,0,0,26.197,100,26.197,82.411,0.48,246.00,39732.00,"1,316"
4782,17-Mar-16,NO 15/9-F-12 H,0,0,26.204,100,26.204,82.49,0.478,234.00,37544.00,"1,234"
4783,18-Mar-16,NO 15/9-F-12 H,0,0,26.364,100,26.364,82.331,0.465,230.00,37596.00,"1,305"
4784,19-Mar-16,NO 15/9-F-12 H,0,0,26.264,100,26.264,82.256,0.5,228.00,37465.00,"1,319"
4785,20-Mar-16,NO 15/9-F-12 H,0,0,26.369,100,26.369,82.157,0.472,230.00,37273.00,"1,315"
4786,21-Mar-16,NO 15/9-F-12 H,0,0,26.554,100,26.554,82.049,0.43,227.00,37095.00,"1,300"
4787,22-Mar-16,NO 15/9-F-12 H,0,0,26.507,100,26.507,82.273,0.407,220.00,35523.00,"1,290"
4788,23-Mar-16,NO 15/9-F-12 H,0,0,26.725,100,26.725,82.189,0.501,218.00,35045.00,"1,293"
4789,24-Mar-16,NO 15/9-F-12 H,0,0,27.084,100,27.084,80.349,0.796,220.00,35640.00,"1,295"
4790,25-Mar-16,NO 15/9-F-12 H,0,0,26.741,100,26.741,81.399,0.667,221.00,36015.00,"1,296"
4791,26-Mar-16,NO 15/9-F-12 H,0,0,27.289,100,27.289,79.178,0.955,217.00,35612.00,"1,278"
4792,27-Mar-16,NO 15/9-F-12 H,0,0,27.498,100,27.498,78.333,0.924,206.00,34246.00,"1,215"
4793,28-Mar-16,NO 15/9-F-12 H,0,0,27.402,100,27.402,80.182,0.766,212.00,35022.00,"1,263"
4794,29-Mar-16,NO 15/9-F-12 H,0,0,27.013,100,27.013,81.087,0.437,213.00,34901.00,"1,271"
4795,30-Mar-16,NO 15/9-F-12 H,0,0,27.046,100,27.046,81.332,0.486,208.00,34088.00,"1,272"
4796,31-Mar-16,NO 15/9-F-12 H,0,0,27.286,100,27.286,81.173,0.444,204.00,33269.00,"1,255"
4797,1-Apr-16,NO 15/9-F-12 H,0,0,27.798,100,27.798,78.877,0.894,200.00,32603.00,"1,249"
4798,2-Apr-16,NO 15/9-F-12 H,0,0,27.575,100,27.575,79.314,0.633,197.00,32516.00,"1,248"
4799,3-Apr-16,NO 15/9-F-12 H,0,0,27.391,100,27.391,80.447,0.585,199.00,32523.00,"1,247"
4800,4-Apr-16,NO 15/9-F-12 H,0,0,27.155,100,27.155,80.555,0.636,199.00,32329.00,"1,322"
4801,5-Apr-16,NO 15/9-F-12 H,0,0,27.038,100,27.038,80.715,0.69,198.00,32479.00,"1,267"
4802,6-Apr-16,NO 15/9-F-12 H,0,0,28.45,86.52358,28.45,78.647,1.934,167.00,28126.00,"1,115"
4803,7-Apr-16,NO 15/9-F-12 H,0,0,26.48,100,26.48,81.931,0.472,197.00,31741.00,"1,310"
4804,8-Apr-16,NO 15/9-F-12 H,0,0,26.263,100,26.263,81.94,0.435,223.00,36764.00,"1,265"
4805,9-Apr-16,NO 15/9-F-12 H,0,0,26.451,100,26.451,80.741,0.744,217.00,35806.00,"1,251"
4806,10-Apr-16,NO 15/9-F-12 H,0,0,26.425,100,26.425,80.033,0.729,216.00,35248.00,"1,238"
4807,11-Apr-16,NO 15/9-F-12 H,0,0,26.332,100,26.332,80.501,0.62,211.00,35164.00,"1,235"
4808,12-Apr-16,NO 15/9-F-12 H,0,0,26.416,100,26.416,79.617,0.71,205.00,34026.00,"1,231"
4809,13-Apr-16,NO 15/9-F-12 H,0,0,26.442,100,26.442,79.573,0.727,204.00,33838.00,"1,220"
4810,14-Apr-16,NO 15/9-F-12 H,0,0,26.129,100,26.129,81.038,0.4,206.00,33574.00,"1,220"
4811,15-Apr-16,NO 15/9-F-12 H,0,0,26.171,100,26.171,80.81,0.432,200.00,33249.00,"1,217"
4812,16-Apr-16,NO 15/9-F-12 H,0,0,26.139,100,26.139,80.579,0.422,211.00,41067.00,"1,256"
4813,17-Apr-16,NO 15/9-F-12 H,0,0,25.963,100,25.963,80.475,0.597,219.00,40959.00,"1,266"
4814,18-Apr-16,NO 15/9-F-12 H,0,0,26.261,100,26.261,80.019,0.662,187.00,33474.00,"1,305"
4815,19-Apr-16,NO 15/9-F-12 H,0,0,26.203,100,26.203,80.866,0.501,224.00,36790.00,"1,241"
4816,20-Apr-16,NO 15/9-F-12 H,0,0,26.22,100,26.22,80.26,0.531,217.00,37204.00,"1,228"
4817,21-Apr-16,NO 15/9-F-12 H,0,0,26.143,100,26.143,80.761,0.452,210.00,32906.00,"1,223"
4818,22-Apr-16,NO 15/9-F-12 H,0,0,26.163,100,26.163,81.335,0.502,199.00,29911.00,"1,261"
4819,23-Apr-16,NO 15/9-F-12 H,0,0,26.245,100,26.245,81.137,0.545,207.00,33341.00,"1,266"
4820,24-Apr-16,NO 15/9-F-12 H,0,0,26.197,100,26.197,81.441,0.489,202.00,32640.00,"1,280"
4821,25-Apr-16,NO 15/9-F-12 H,0,0,26.36,100,26.36,80.52,0.499,207.00,33244.00,"1,222"
4822,26-Apr-16,NO 15/9-F-12 H,0,0,26.419,100,26.419,79.987,0.483,212.00,33870.00,"1,211"
4823,27-Apr-16,NO 15/9-F-12 H,0,0,26.339,100,26.339,80.224,0.381,209.00,33629.00,"1,191"
4824,28-Apr-16,NO 15/9-F-12 H,0,0,26.429,100,26.429,79.911,0.539,211.00,33158.00,"1,179"
4825,29-Apr-16,NO 15/9-F-12 H,0,0,26.573,100,26.573,78.308,0.687,199.00,31484.00,"1,185"
4826,30-Apr-16,NO 15/9-F-12 H,0,0,26.361,100,26.361,79.458,0.555,199.00,31372.00,"1,176"
4827,1-May-16,NO 15/9-F-12 H,0,0,26.514,100,26.514,77.413,0.858,194.00,31273.00,"1,163"
4828,2-May-16,NO 15/9-F-12 H,0,0,26.436,100,26.436,77.29,0.839,201.00,32438.00,"1,167"
4829,3-May-16,NO 15/9-F-12 H,0,0,26.227,100,26.227,78.369,0.61,201.00,32200.00,"1,177"
4830,4-May-16,NO 15/9-F-12 H,0,0,26.432,100,26.432,78.278,0.785,199.00,31759.00,"1,183"
4831,5-May-16,NO 15/9-F-12 H,0,0,26.474,100,26.474,78.063,0.857,200.00,31654.00,"1,188"
4832,6-May-16,NO 15/9-F-12 H,0,0,26.325,100,26.325,78.795,0.702,201.00,31618.00,"1,180"
4833,7-May-16,NO 15/9-F-12 H,0,0,26.216,100,26.216,79.385,0.557,200.00,31745.00,"1,178"
4834,8-May-16,NO 15/9-F-12 H,0,0,26.388,100,26.388,78.542,0.753,200.00,31496.00,"1,173"
4835,9-May-16,NO 15/9-F-12 H,0,0,26.322,100,26.322,78.725,0.806,197.00,31176.00,"1,182"
4836,10-May-16,NO 15/9-F-12 H,0,0,26.129,100,26.129,80.078,0.593,195.00,30825.00,"1,566"
4837,11-May-16,NO 15/9-F-12 H,0,0,26.06,100,26.06,80.295,0.457,194.00,30795.00,"1,153"
4838,12-May-16,NO 15/9-F-12 H,0,0,25.984,100,25.984,80.511,0.391,193.00,30606.00,"1,153"
4839,13-May-16,NO 15/9-F-12 H,0,0,26.069,100,26.069,79.75,0.417,191.00,30374.00,"1,153"
4840,14-May-16,NO 15/9-F-12 H,0,0,26.138,100,26.138,79.284,0.474,190.00,30155.00,"1,147"
4841,15-May-16,NO 15/9-F-12 H,0,0,28.848,69.28135,28.848,71.726,3.071,146.00,23608.00,892
4842,16-May-16,NO 15/9-F-12 H,0,0,26.063,99.98718,26.063,80.343,0.359,191.00,22018.00,"1,162"
4843,17-May-16,NO 15/9-F-12 H,0,0,26.062,100,26.062,80.533,0.359,188.00,30089.00,"1,142"
4844,18-May-16,NO 15/9-F-12 H,0,0,26.118,100,26.118,80.439,0.415,187.00,30027.00,"1,137"
4845,19-May-16,NO 15/9-F-12 H,0,0,26.23,100,26.23,79.721,0.528,185.00,29825.00,"1,133"
4846,20-May-16,NO 15/9-F-12 H,0,0,26.318,100,26.318,79.739,0.621,185.00,29396.00,"1,131"
4847,21-May-16,NO 15/9-F-12 H,0,0,26.363,100,26.363,79.777,0.67,182.00,28917.00,"1,145"
4848,22-May-16,NO 15/9-F-12 H,0,0,26.177,100,26.177,80.342,0.473,183.00,29157.00,"1,166"
4849,23-May-16,NO 15/9-F-12 H,0,0,26.015,100,26.015,80.782,0.325,184.00,29302.00,"1,169"
4850,24-May-16,NO 15/9-F-12 H,0,0,26.072,100,26.072,80.264,0.383,185.00,29488.00,"1,166"
4851,25-May-16,NO 15/9-F-12 H,0,0,26.051,100,26.051,80.52,0.356,186.00,29496.00,"1,160"
4852,26-May-16,NO 15/9-F-12 H,0,0,25.999,100,25.999,80.961,0.301,186.00,29511.00,"1,162"
4853,27-May-16,NO 15/9-F-12 H,0,0,26.016,100,26.016,81.129,0.32,184.00,29310.00,"1,160"
4854,28-May-16,NO 15/9-F-12 H,0,0,26.064,100,26.064,81.268,0.371,185.00,29431.00,"1,168"
4855,29-May-16,NO 15/9-F-12 H,0,0,26.26,100,26.26,80.744,0.579,183.00,29324.00,"1,170"
4856,30-May-16,NO 15/9-F-12 H,0,0,25.972,100,25.972,81.221,0.274,182.00,28927.00,"1,162"
4857,31-May-16,NO 15/9-F-12 H,0,0,26.021,100,26.021,80.735,0.352,186.00,29572.00,"1,159"
4858,1-Jun-16,NO 15/9-F-12 H,0,0,26.045,100,26.045,80.468,0.366,186.00,29185.00,"1,153"
4859,2-Jun-16,NO 15/9-F-12 H,0,0,26.075,100,26.075,80.494,0.374,184.00,29399.00,"1,162"
4860,3-Jun-16,NO 15/9-F-12 H,0,0,25.974,100,25.974,81.12,0.285,176.00,28223.00,"1,145"
4861,4-Jun-16,NO 15/9-F-12 H,0,0,26.009,100,26.009,80.668,0.32,186.00,30511.00,"1,164"
4862,5-Jun-16,NO 15/9-F-12 H,0,0,26.009,100,26.009,80.701,0.311,187.00,30459.00,"1,167"
4863,6-Jun-16,NO 15/9-F-12 H,0,0,26.019,100,26.019,81.043,0.323,187.00,30364.00,"1,171"
4864,7-Jun-16,NO 15/9-F-12 H,0,0,26.053,100,26.053,81.051,0.364,188.00,30555.00,"1,178"
4865,8-Jun-16,NO 15/9-F-12 H,0,0,26.208,67.70889,26.208,80.718,0.815,117.00,19086.00,727
4866,9-Jun-16,NO 15/9-F-12 H,0,0,26.316,48.95677,26.316,78.48,0.614,96.00,15644.00,651
4867,10-Jun-16,NO 15/9-F-12 H,0,0,26.308,99.98986,26.308,79.996,0.619,188.00,30823.00,"1,210"
4868,11-Jun-16,NO 15/9-F-12 H,0,0,26.332,100,26.332,80.076,0.643,188.00,30444.00,"1,190"
4869,12-Jun-16,NO 15/9-F-12 H,0,0,26.452,100,26.452,78.87,0.78,179.00,28862.00,"1,124"
4870,13-Jun-16,NO 15/9-F-12 H,0,0,26.521,100,26.521,79.368,0.833,188.00,30440.00,"1,192"
4871,14-Jun-16,NO 15/9-F-12 H,0,0,26.582,100,26.582,78.466,0.884,188.00,30317.00,"1,192"
4872,15-Jun-16,NO 15/9-F-12 H,0,0,26.567,100,26.567,79.26,0.869,187.00,30178.00,"1,198"
4873,16-Jun-16,NO 15/9-F-12 H,0,0,26.612,100,26.612,79.225,0.911,189.00,30340.00,"1,206"
4874,17-Jun-16,NO 15/9-F-12 H,0,0,26.248,100,26.248,80.374,0.546,186.00,29662.00,"1,197"
4875,18-Jun-16,NO 15/9-F-12 H,0,0,26.321,100,26.321,79.65,0.641,186.00,29829.00,"1,194"
4876,19-Jun-16,NO 15/9-F-12 H,0,0,26.302,100,26.302,80.27,0.62,187.00,29779.00,"1,198"
4877,20-Jun-16,NO 15/9-F-12 H,0,0,26.449,100,26.449,79.423,0.757,187.00,29789.00,"1,196"
4878,21-Jun-16,NO 15/9-F-12 H,0,0,26.393,100,26.393,80.338,0.707,186.00,29756.00,"1,202"
4879,22-Jun-16,NO 15/9-F-12 H,0,0,26.565,100,26.565,79.759,0.91,186.00,29760.00,"1,202"
4880,23-Jun-16,NO 15/9-F-12 H,0,0,26.428,100,26.428,80.414,0.764,186.00,29860.00,"1,214"
4881,24-Jun-16,NO 15/9-F-12 H,0,0,26.231,100,26.231,81.266,0.542,186.00,29749.00,"1,197"
4882,25-Jun-16,NO 15/9-F-12 H,0,0,26.274,100,26.274,81.148,0.591,185.00,29631.00,"1,197"
4883,26-Jun-16,NO 15/9-F-12 H,0,0,26.221,100,26.221,80.926,0.521,185.00,29749.00,"1,198"
4884,27-Jun-16,NO 15/9-F-12 H,0,0,26.348,100,26.348,80.514,0.664,183.00,29323.00,"1,195"
4885,28-Jun-16,NO 15/9-F-12 H,0,0,26.52,100,26.52,79.871,0.832,184.00,29628.00,"1,194"
4886,29-Jun-16,NO 15/9-F-12 H,0,0,26.416,100,26.416,80.465,0.746,184.00,29648.00,"1,196"
4887,30-Jun-16,NO 15/9-F-12 H,0,0,26.407,100,26.407,80.036,0.709,183.00,29541.00,"1,198"
4888,1-Jul-16,NO 15/9-F-12 H,0,0,26.605,100,26.605,79.988,0.789,185.00,29491.00,"1,196"
4889,2-Jul-16,NO 15/9-F-12 H,0,0,26.331,100,26.331,80.479,0.634,183.00,29483.00,"1,201"
4890,3-Jul-16,NO 15/9-F-12 H,0,0,26.374,100,26.374,80.493,0.673,185.00,29314.00,"1,195"
4891,4-Jul-16,NO 15/9-F-12 H,0,0,26.267,100,26.267,80.867,0.563,181.00,29304.00,"1,200"
4892,5-Jul-16,NO 15/9-F-12 H,0,0,26.198,100,26.198,81.108,0.501,184.00,29343.00,"1,194"
4893,6-Jul-16,NO 15/9-F-12 H,0,0,26.229,100,26.229,80.805,0.545,177.00,29172.00,"1,200"
4894,7-Jul-16,NO 15/9-F-12 H,0,0,26.416,100,26.416,80.159,0.718,182.00,29937.00,"1,214"
4895,8-Jul-16,NO 15/9-F-12 H,0,0,26.466,100,26.466,80.102,0.769,182.00,29966.00,"1,213"
4896,9-Jul-16,NO 15/9-F-12 H,0,0,26.748,89.87223,26.748,79.883,0.928,176.00,28765.00,894
4897,10-Jul-16,NO 15/9-F-12 H,0,0,26.278,100,26.278,79.814,0.587,189.00,31255.00,"1,183"
4898,11-Jul-16,NO 15/9-F-12 H,0,0,26.752,92.77055,26.752,79.547,0.878,181.00,29824.00,"1,130"
