,DATEPRD,WELL_BORE_CODE,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
0,7-Apr-14,NO 15/9-F-1 C,0,0,0,0,0,0,0,0.00,0.00,0
1,8-Apr-14,NO 15/9-F-1 C,,,,1.00306,0,0,0,0.00,0.00,0
2,9-Apr-14,NO 15/9-F-1 C,,,,0.97901,0,0,0,0.00,0.00,0
3,10-Apr-14,NO 15/9-F-1 C,,,,0.54576,0,0,0,0.00,0.00,0
4,11-Apr-14,NO 15/9-F-1 C,310.376,96.876,277.278,1.21599,33.098,10.48,33.072,0.00,0.00,0
5,12-Apr-14,NO 15/9-F-1 C,303.501,96.923,281.447,3.08702,22.053,8.704,22.053,0.00,0.00,0
6,13-Apr-14,NO 15/9-F-1 C,303.535,96.959,276.032,1.96237,27.503,9.423,16.163,0.00,0.00,0
7,14-Apr-14,NO 15/9-F-1 C,303.782,96.969,282.787,0,20.996,8.131,20.737,0.00,0.00,0
8,15-Apr-14,NO 15/9-F-1 C,303.858,97.021,289.941,31.14186,13.918,8.498,12.182,0.00,0.00,0
9,16-Apr-14,NO 15/9-F-1 C,303.792,97.066,299.672,0,4.12,8.821,1.49,0.00,0.00,0
10,17-Apr-14,NO 15/9-F-1 C,304.335,96.919,282.901,41.23599,21.434,8.854,18.795,0.00,0.00,0
11,18-Apr-14,NO 15/9-F-1 C,304.849,96.72,273.701,0,31.148,9.64,28.503,0.00,0.00,0
12,19-Apr-14,NO 15/9-F-1 C,305.371,96.616,259.62,0.43686,45.752,9.639,43.157,0.00,0.00,0
13,20-Apr-14,NO 15/9-F-1 C,313.871,96.56,282.814,0.45428,31.056,9.62,28.484,0.00,0.00,0
14,21-Apr-14,NO 15/9-F-1 C,301.376,102.676,204.795,20.98975,96.58,19.197,69.776,0.00,0.00,0
15,22-Apr-14,NO 15/9-F-1 C,289.421,106.353,182.059,43.34345,107.362,37.939,78.935,631.00,90439.00,0
16,23-Apr-14,NO 15/9-F-1 C,270.24,107.644,171.053,47.16752,99.187,60.757,70.627,1166.00,165720.00,0
17,24-Apr-14,NO 15/9-F-1 C,262.843,107.869,168.242,47.73231,94.601,63.047,66.049,1550.00,221707.00,0
18,25-Apr-14,NO 15/9-F-1 C,255.527,107.971,165.539,48.53377,89.988,64.547,61.405,1249.00,178064.00,0
19,26-Apr-14,NO 15/9-F-1 C,247.199,108.052,162.422,49.8445,84.777,65.724,56.148,1346.00,192602.00,0
20,27-Apr-14,NO 15/9-F-1 C,240.736,108.054,159.899,50.29698,80.837,66.934,52.202,1350.00,194496.00,0
21,28-Apr-14,NO 15/9-F-1 C,235.021,108.042,157.683,50.73588,77.338,67.848,48.708,1346.00,192900.00,0
22,29-Apr-14,NO 15/9-F-1 C,232.744,107.988,156.795,50.11392,75.949,65.707,47.376,1279.00,184900.00,0
23,30-Apr-14,NO 15/9-F-1 C,233.298,107.893,157.179,48.92679,76.118,62.796,47.611,1226.00,177108.00,0
24,1-May-14,NO 15/9-F-1 C,231.089,107.877,156.399,48.93863,74.69,62.377,46.196,1213.00,174609.00,0
25,2-May-14,NO 15/9-F-1 C,231.419,107.817,156.69,48.3037,74.729,60.747,46.15,1074.00,154871.00,0
26,3-May-14,NO 15/9-F-1 C,230.766,107.795,156.606,48.1735,74.16,60.628,45.733,1044.00,147930.00,0
27,4-May-14,NO 15/9-F-1 C,230.596,107.764,156.688,47.46609,73.908,58.279,45.491,970.00,139378.00,0
28,5-May-14,NO 15/9-F-1 C,229.424,107.78,156.429,47.84002,72.994,54.905,44.549,946.00,136980.00,0
29,6-May-14,NO 15/9-F-1 C,225.902,107.86,154.951,49.00558,70.952,58.883,42.45,1003.00,144950.00,0
30,7-May-14,NO 15/9-F-1 C,225.768,107.838,155.059,47.9204,70.71,57.426,42.049,925.00,135000.00,0
31,8-May-14,NO 15/9-F-1 C,225.687,107.821,155.142,47.29695,70.545,57.656,41.159,914.00,127565.00,0
32,9-May-14,NO 15/9-F-1 C,227.798,107.599,156.852,29.13359,70.946,55.955,41.745,177.00,24323.00,0
33,10-May-14,NO 15/9-F-1 C,226.061,107.684,155.165,48.13438,70.896,57.374,41.905,944.00,52163.00,0
34,11-May-14,NO 15/9-F-1 C,225.097,107.836,155.162,47.49389,69.935,58.024,41.483,823.00,117732.00,0
35,12-May-14,NO 15/9-F-1 C,226.023,107.772,155.797,46.93359,70.226,56.885,41.807,769.00,111238.00,0
36,13-May-14,NO 15/9-F-1 C,226.905,107.717,156.577,46.3352,70.328,54.255,41.926,741.00,107144.00,0
37,14-May-14,NO 15/9-F-1 C,225.576,107.741,156.204,45.16209,69.372,54.995,40.981,713.00,102881.00,0
38,15-May-14,NO 15/9-F-1 C,225.893,107.709,156.826,46.31644,69.067,48.598,40.651,744.00,106745.00,0
39,16-May-14,NO 15/9-F-1 C,225.701,107.71,157.108,46.34614,68.593,48.378,40.138,736.00,104864.00,0
40,17-May-14,NO 15/9-F-1 C,223.603,107.778,156.346,47.08721,67.256,53.921,38.84,783.00,110078.00,0
41,18-May-14,NO 15/9-F-1 C,220.102,107.889,154.695,47.76981,65.407,53.832,36.99,835.00,117388.00,0
42,19-May-14,NO 15/9-F-1 C,220.49,107.86,155.176,47.13595,65.314,55.754,36.906,789.00,109517.00,0
43,20-May-14,NO 15/9-F-1 C,220.154,107.859,155.238,47.14247,64.916,55.628,36.509,783.00,109362.00,0
44,21-May-14,NO 15/9-F-1 C,220.066,107.851,155.375,46.52459,64.691,52.236,36.281,744.00,104993.00,0
45,22-May-14,NO 15/9-F-1 C,219.983,107.852,155.547,46.289,64.436,53.661,36.019,735.00,107116.00,0
46,23-May-14,NO 15/9-F-1 C,219.863,107.867,155.572,46.28423,64.291,49.053,35.873,743.00,108079.00,93
47,24-May-14,NO 15/9-F-1 C,219.923,107.883,155.753,46.24216,64.17,54.691,35.751,747.00,108387.00,100
48,25-May-14,NO 15/9-F-1 C,219.977,107.903,155.904,46.26168,64.073,55.231,35.671,751.00,105810.00,101
49,26-May-14,NO 15/9-F-1 C,219.974,107.921,156.043,46.26511,63.93,55.103,35.529,727.00,106514.00,87
50,27-May-14,NO 15/9-F-1 C,219.98,107.936,156.243,46.22633,63.737,55.311,35.335,716.00,105800.00,91
51,28-May-14,NO 15/9-F-1 C,219.267,107.445,155.716,46.215,63.551,55.508,35.155,695.00,102250.00,77
52,29-May-14,NO 15/9-F-1 C,220.007,107.962,156.549,46.21506,63.458,56.171,35.052,699.00,102824.00,77
53,30-May-14,NO 15/9-F-1 C,220,107.974,156.665,46.23157,63.335,55.852,34.924,704.00,103978.00,78
54,31-May-14,NO 15/9-F-1 C,219.994,107.985,156.783,46.2074,63.21,55.596,34.793,716.00,105761.00,79
55,1-Jun-14,NO 15/9-F-1 C,220.006,107.994,156.864,46.26479,63.142,55.963,34.726,724.00,107036.00,80
56,2-Jun-14,NO 15/9-F-1 C,221.328,107.825,157.538,41.7134,63.79,50.774,35.352,460.00,68263.00,46
57,3-Jun-14,NO 15/9-F-1 C,220.24,107.965,157.868,46.19319,62.373,53.047,33.947,715.00,104866.00,81
58,4-Jun-14,NO 15/9-F-1 C,221.268,107.961,159.451,46.15731,61.817,53.736,33.387,707.00,104234.00,80
59,5-Jun-14,NO 15/9-F-1 C,221.045,107.973,158.758,47.04157,62.286,54.245,33.842,677.00,99517.00,91
60,6-Jun-14,NO 15/9-F-1 C,220.75,107.987,157.674,47.2027,63.076,56.534,34.646,690.00,99850.00,92
61,7-Jun-14,NO 15/9-F-1 C,220.64,107.994,157.278,47.19411,63.362,56.615,34.934,694.00,100306.00,92
62,8-Jun-14,NO 15/9-F-1 C,220.504,108.003,157.185,47.15202,63.319,52.051,34.892,691.00,99959.00,91
63,9-Jun-14,NO 15/9-F-1 C,221.451,107.757,159.113,38.97891,62.337,53.559,34.67,238.00,34916.00,28
64,10-Jun-14,NO 15/9-F-1 C,220.852,107.991,158.075,46.51253,62.777,54.486,34.352,647.00,95262.00,85
65,11-Jun-14,NO 15/9-F-1 C,218.415,108.065,156.685,47.81521,61.73,54.295,33.314,746.00,108793.00,94
66,12-Jun-14,NO 15/9-F-1 C,215.497,108.139,155.559,48.72777,59.938,61.561,31.529,805.00,116555.00,102
67,13-Jun-14,NO 15/9-F-1 C,214.823,108.135,154.685,48.26392,60.138,62.327,31.739,819.00,120308.00,57
68,14-Jun-14,NO 15/9-F-1 C,215.833,108.105,155.598,48.00591,60.235,59.584,31.836,781.00,115374.00,54
69,15-Jun-14,NO 15/9-F-1 C,214.877,108.114,154.958,48.04032,59.92,60.774,31.544,786.00,116058.00,55
70,16-Jun-14,NO 15/9-F-1 C,215.381,108.088,155.333,47.74037,60.048,59.445,31.671,757.00,111153.00,52
71,17-Jun-14,NO 15/9-F-1 C,216.119,108.067,155.978,47.62397,60.14,58.607,31.763,727.00,107051.00,51
72,18-Jun-14,NO 15/9-F-1 C,215.984,108.066,156.197,47.63986,59.787,58.662,31.4,724.00,106457.00,51
73,19-Jun-14,NO 15/9-F-1 C,215.818,108.066,156.378,47.60717,59.44,57.55,31.053,715.00,105828.00,53
74,20-Jun-14,NO 15/9-F-1 C,215.579,108.073,156.488,47.58517,59.091,58.446,30.704,711.00,104861.00,51
75,21-Jun-14,NO 15/9-F-1 C,215.304,108.079,156.599,47.6112,58.705,58.703,30.313,708.00,104156.00,50
76,22-Jun-14,NO 15/9-F-1 C,214.949,108.085,156.713,47.61982,58.236,58.418,29.846,703.00,102418.00,52
77,23-Jun-14,NO 15/9-F-1 C,214.858,108.087,157.394,47.65973,57.464,57.883,28.78,696.00,102285.00,52
78,24-Jun-14,NO 15/9-F-1 C,214.897,108.08,157.989,47.62792,56.908,57.35,28.519,658.00,96652.00,95
79,25-Jun-14,NO 15/9-F-1 C,214.822,108.084,157.947,46.56755,56.875,58.007,28.477,576.00,85082.00,79
80,26-Jun-14,NO 15/9-F-1 C,219.559,107.447,158.581,44,60.978,49.152,35.123,370.00,55420.00,51
81,27-Jun-14,NO 15/9-F-1 C,217.252,107.635,162.789,44.3751,54.462,50.511,26.032,418.00,63214.00,59
82,28-Jun-14,NO 15/9-F-1 C,215.093,108.078,160.766,47.05341,54.327,55.688,25.903,589.00,88193.00,92
83,29-Jun-14,NO 15/9-F-1 C,215.259,108.099,160.197,46.83166,55.062,55.97,26.646,572.00,85616.00,82
84,30-Jun-14,NO 15/9-F-1 C,215.351,108.108,160.212,45.82783,55.139,56.006,26.727,513.00,76979.00,71
85,1-Jul-14,NO 15/9-F-1 C,215.385,108.114,160.417,46.78696,54.967,56.254,26.555,563.00,84308.00,79
86,2-Jul-14,NO 15/9-F-1 C,215.407,108.119,160.599,46.79973,54.808,51.652,26.39,564.00,84365.00,79
87,3-Jul-14,NO 15/9-F-1 C,215.332,108.124,160.782,46.80369,54.551,50.821,26.132,565.00,84351.00,79
88,4-Jul-14,NO 15/9-F-1 C,215.211,108.129,161.101,46.84702,54.111,51.418,25.676,564.00,84183.00,80
89,5-Jul-14,NO 15/9-F-1 C,215.119,108.132,161.484,46.85599,53.635,54.232,25.201,563.00,83870.00,80
90,6-Jul-14,NO 15/9-F-1 C,215.067,108.134,161.973,46.86472,53.094,56.636,24.659,563.00,83854.00,80
91,7-Jul-14,NO 15/9-F-1 C,215.07,108.136,162.407,46.82457,52.663,54.966,24.234,522.00,77847.00,154
92,8-Jul-14,NO 15/9-F-1 C,215.047,108.139,163.023,46.80372,52.024,57.485,23.586,523.00,77885.00,247
93,9-Jul-14,NO 15/9-F-1 C,215.136,108.14,163.889,46.80708,51.247,56.123,22.798,522.00,77859.00,247
94,10-Jul-14,NO 15/9-F-1 C,215.165,108.143,164.233,46.79164,50.932,57.489,22.48,490.00,73241.00,213
95,11-Jul-14,NO 15/9-F-1 C,215.188,108.144,164.696,46.78773,50.492,56.119,22.038,492.00,72895.00,253
96,12-Jul-14,NO 15/9-F-1 C,215.464,108.142,165.927,46.85941,49.536,56.633,21.08,488.00,72637.00,204
97,13-Jul-14,NO 15/9-F-1 C,215.759,108.134,166.743,46.80047,49.016,57.204,20.54,482.00,71515.00,200
98,14-Jul-14,NO 15/9-F-1 C,215.977,108.121,167.412,47.00266,48.565,56.775,20.102,492.00,73096.00,215
99,15-Jul-14,NO 15/9-F-1 C,215.051,108.145,166.189,47.88536,48.862,56.395,20.38,476.00,70443.00,247
100,16-Jul-14,NO 15/9-F-1 C,214.827,108.15,166.342,47.76055,48.486,56.418,20.016,466.00,69327.00,244
101,17-Jul-14,NO 15/9-F-1 C,214.761,108.151,166.585,47.7135,48.176,55.027,19.707,464.00,68817.00,242
102,18-Jul-14,NO 15/9-F-1 C,214.923,108.148,167.474,47.69517,47.449,58.937,19.009,459.00,68361.00,241
103,19-Jul-14,NO 15/9-F-1 C,215.035,108.147,167.639,47.68624,47.396,58.307,18.922,458.00,68466.00,241
104,20-Jul-14,NO 15/9-F-1 C,216.045,108.021,168.827,43.93395,47.218,55.548,18.539,291.00,44919.00,139
105,21-Jul-14,NO 15/9-F-1 C,215.112,108.142,170.3,47.97656,44.812,56.696,16.288,487.00,72966.00,256
106,22-Jul-14,NO 15/9-F-1 C,215.062,108.176,168.716,47.70091,46.346,58.756,17.868,469.00,69274.00,242
107,23-Jul-14,NO 15/9-F-1 C,215.205,108.182,169.048,47.71833,46.157,58.985,17.681,465.00,69891.00,240
108,24-Jul-14,NO 15/9-F-1 C,215.378,108.182,169.281,47.63336,46.097,59.719,17.614,467.00,69743.00,232
109,25-Jul-14,NO 15/9-F-1 C,215.526,108.183,169.771,47.65598,45.756,59.467,17.269,464.00,69237.00,233
110,26-Jul-14,NO 15/9-F-1 C,215.614,108.183,170.112,47.60958,45.501,60.039,17.047,459.00,68831.00,252
111,27-Jul-14,NO 15/9-F-1 C,215.844,108.183,170.957,47.59103,44.887,58.891,16.437,461.00,68638.00,260
112,28-Jul-14,NO 15/9-F-1 C,216.087,108.183,171.445,47.60245,44.642,59.252,16.195,458.00,68331.00,245
113,29-Jul-14,NO 15/9-F-1 C,215.966,108.191,171.367,48.1316,44.598,56.664,16.151,482.00,71885.00,259
114,30-Jul-14,NO 15/9-F-1 C,214.626,108.233,169.636,48.71677,44.99,57.165,16.522,489.00,72278.00,243
115,31-Jul-14,NO 15/9-F-1 C,215.092,108.22,171.845,48.71789,43.247,58.959,14.725,376.00,56055.00,218
116,1-Aug-14,NO 15/9-F-1 C,215.027,108.221,171.356,48.72132,43.671,59.044,15.15,378.00,56399.00,218
117,2-Aug-14,NO 15/9-F-1 C,215.155,108.217,172.016,48.70453,43.139,58.063,14.605,379.00,56290.00,218
118,3-Aug-14,NO 15/9-F-1 C,215.13,108.217,171.879,48.69856,43.251,57.608,14.744,377.00,56569.00,213
119,4-Aug-14,NO 15/9-F-1 C,212.895,108.262,168.859,49.53814,44.036,56.583,15.518,418.00,61912.00,228
120,5-Aug-14,NO 15/9-F-1 C,210.167,108.325,166.758,49.63278,43.409,63.583,14.913,508.00,75078.00,262
121,6-Aug-14,NO 15/9-F-1 C,209.823,108.321,167.206,49.59429,42.617,62.685,14.108,470.00,69713.00,253
122,7-Aug-14,NO 15/9-F-1 C,210.094,108.307,169.043,50.19488,41.051,60.702,12.535,521.00,77391.00,294
123,8-Aug-14,NO 15/9-F-1 C,210.184,108.297,169.819,50.21089,40.365,62.56,11.838,518.00,76995.00,297
124,9-Aug-14,NO 15/9-F-1 C,210.545,108.283,170.397,49.9463,40.148,58.14,11.606,493.00,73657.00,290
125,10-Aug-14,NO 15/9-F-1 C,210.631,108.281,170.858,50.23923,39.773,56.231,11.219,509.00,76002.00,303
126,11-Aug-14,NO 15/9-F-1 C,213.448,108.171,176.098,49.43711,37.35,50.724,8.751,352.00,52975.00,241
127,12-Aug-14,NO 15/9-F-1 C,215.506,108.138,178.412,48.82824,37.094,44.267,8.482,287.00,44830.00,240
128,13-Aug-14,NO 15/9-F-1 C,215.895,108.159,178.003,48.57821,37.892,50.89,9.291,279.00,44300.00,235
129,14-Aug-14,NO 15/9-F-1 C,215.855,108.189,177.023,48.49824,38.832,56.831,10.254,297.00,47071.00,249
130,15-Aug-14,NO 15/9-F-1 C,215.777,108.204,176.233,48.4718,39.543,57.329,10.978,297.00,46462.00,248
131,16-Aug-14,NO 15/9-F-1 C,216.002,108.202,176.635,48.47927,39.366,52.846,10.796,296.00,44219.00,247
132,17-Aug-14,NO 15/9-F-1 C,216.016,108.211,176.177,48.47286,39.839,53.758,11.259,296.00,44243.00,247
133,18-Aug-14,NO 15/9-F-1 C,216.082,108.215,176.08,48.44686,40.001,57.064,11.427,293.00,44083.00,247
134,19-Aug-14,NO 15/9-F-1 C,217.065,108.215,176.476,15.61403,40.589,56.849,12.717,0.00,0.00,0
135,20-Aug-14,NO 15/9-F-1 C,242.944,103.647,242.378,0.51505,0.566,15.363,0.566,0.00,0.00,0
136,21-Aug-14,NO 15/9-F-1 C,234.107,104.129,233.521,0.53602,0.586,19.296,0.586,0.00,0.00,0
137,22-Aug-14,NO 15/9-F-1 C,234.107,104.129,233.521,0.53602,0.586,19.296,0.586,0.00,0.00,0
138,23-Aug-14,NO 15/9-F-1 C,234.107,104.129,233.521,0.53602,0.586,19.296,0.586,0.00,0.00,0
139,24-Aug-14,NO 15/9-F-1 C,234.107,104.129,233.521,0.53602,0.586,19.296,0.586,0.00,0.00,0
140,25-Aug-14,NO 15/9-F-1 C,266.286,101.806,205.786,0.50519,60.499,21.192,60.499,0.00,0.00,0
141,26-Aug-14,NO 15/9-F-1 C,268.533,101.253,188.69,0.52745,79.843,18.682,79.843,0.00,0.00,0
142,27-Aug-14,NO 15/9-F-1 C,271.096,101.206,190.031,0.51857,81.065,18.273,81.065,0.00,0.00,0
143,28-Aug-14,NO 15/9-F-1 C,266.151,98.061,184.237,0.50971,81.914,17.432,81.914,0.00,0.00,0
144,29-Aug-14,NO 15/9-F-1 C,276.538,101.183,195.214,0.49239,81.324,15.927,81.324,0.00,0.00,0
145,30-Aug-14,NO 15/9-F-1 C,279.004,101.128,196.735,0.47928,82.269,15.532,82.269,0.00,0.00,0
146,31-Aug-14,NO 15/9-F-1 C,281.008,101.032,207.12,0.49207,73.889,16.726,73.889,0.00,0.00,0
147,1-Sep-14,NO 15/9-F-1 C,282.916,100.949,232.018,0.50623,50.898,15.534,50.894,0.00,0.00,0
148,2-Sep-14,NO 15/9-F-1 C,284.441,100.737,243.636,3.73434,40.805,20.768,35.651,0.00,0.00,0
149,3-Sep-14,NO 15/9-F-1 C,248.024,106.953,205.834,40.66991,42.19,46.49,13.352,104.00,16926.00,74
150,4-Sep-14,NO 15/9-F-1 C,237.287,107.37,208.8,61.08916,28.487,53.783,2.371,290.00,46376.00,537
151,5-Sep-14,NO 15/9-F-1 C,223.51,108.49,184.59,53.05112,38.92,66.292,10.308,428.00,69487.00,344
152,6-Sep-14,NO 15/9-F-1 C,225.251,108.443,181.588,49.88744,43.664,64.888,15.084,423.00,68818.00,342
153,7-Sep-14,NO 15/9-F-1 C,225.938,108.428,181.002,49.63413,44.937,60.686,16.368,412.00,67226.00,337
154,8-Sep-14,NO 15/9-F-1 C,224.929,108.435,179.58,49.46683,45.349,62.91,16.791,411.00,66847.00,337
155,9-Sep-14,NO 15/9-F-1 C,224.676,108.408,179.137,49.47164,45.539,61.993,16.993,409.00,66355.00,334
156,10-Sep-14,NO 15/9-F-1 C,224.654,108.388,179.216,48.69733,45.438,62.495,16.898,390.00,63293.00,315
157,11-Sep-14,NO 15/9-F-1 C,225.961,108.339,180.898,48.65349,45.063,57.543,16.516,380.00,60995.00,327
158,12-Sep-14,NO 15/9-F-1 C,225.609,108.329,180.727,48.61656,44.882,56.713,16.342,391.00,57082.00,325
159,13-Sep-14,NO 15/9-F-1 C,225.3,108.32,180.798,48.64684,44.502,58.731,15.959,392.00,57123.00,329
160,14-Sep-14,NO 15/9-F-1 C,225.149,108.315,181.192,48.62198,43.957,60.817,15.414,384.00,56615.00,323
161,15-Sep-14,NO 15/9-F-1 C,224.943,108.308,181.296,48.62278,43.647,59.245,15.093,342.00,50991.00,291
162,16-Sep-14,NO 15/9-F-1 C,224.805,108.301,181.513,48.62732,43.292,58.169,14.624,339.00,50947.00,291
163,17-Sep-14,NO 15/9-F-1 C,224.625,108.298,181.714,48.64232,42.911,58.464,14.323,345.00,51928.00,297
164,18-Sep-14,NO 15/9-F-1 C,224.549,108.29,181.972,48.6447,42.577,58.858,14.006,334.00,49758.00,305
165,19-Sep-14,NO 15/9-F-1 C,224.559,108.282,182.302,48.6,42.257,59.273,13.685,330.00,49602.00,302
166,20-Sep-14,NO 15/9-F-1 C,221.863,108.331,179.487,49.14886,42.376,60.525,13.812,358.00,53618.00,320
167,21-Sep-14,NO 15/9-F-1 C,219.555,108.391,177.669,49.4,41.886,61.651,13.337,378.00,56787.00,333
168,22-Sep-14,NO 15/9-F-1 C,219.888,108.362,178.452,49.3,41.436,61.077,12.88,357.00,53587.00,332
169,23-Sep-14,NO 15/9-F-1 C,219.715,108.354,178.643,49.18709,41.072,58.684,12.505,354.00,53316.00,328
170,24-Sep-14,NO 15/9-F-1 C,219.833,108.346,179.376,49.1631,40.457,58.965,11.879,339.00,51385.00,318
171,25-Sep-14,NO 15/9-F-1 C,220.009,108.335,179.998,49.1295,40.011,55.705,11.421,325.00,49352.00,324
172,26-Sep-14,NO 15/9-F-1 C,219.967,108.331,180.194,49.13849,39.773,54.606,11.186,325.00,49388.00,322
173,27-Sep-14,NO 15/9-F-1 C,219.897,108.327,180.229,49.13247,39.668,53.283,11.088,322.00,49246.00,323
174,28-Sep-14,NO 15/9-F-1 C,220.042,108.321,180.668,49.014,39.374,53.805,10.846,308.00,47051.00,308
175,29-Sep-14,NO 15/9-F-1 C,243.074,105.065,238.816,6.59247,4.257,28.166,0.276,0.00,0.00,0
176,30-Sep-14,NO 15/9-F-1 C,241.919,105.526,199.357,14.40704,42.562,27.725,22.4,0.00,0.00,0
177,1-Oct-14,NO 15/9-F-1 C,226.032,107.481,217.957,53.67235,8.076,52.413,2.637,55.00,8962.00,142
178,2-Oct-14,NO 15/9-F-1 C,211.873,108.502,180.979,58.42784,30.894,58.723,4.508,199.00,31731.00,308
179,3-Oct-14,NO 15/9-F-1 C,221.135,108.404,186.136,51.8747,34.999,51.461,5.625,275.00,43001.00,455
180,4-Oct-14,NO 15/9-F-1 C,219.88,108.432,183.169,50.89766,36.712,57.579,8.099,288.00,44101.00,460
181,5-Oct-14,NO 15/9-F-1 C,219.474,108.438,181.851,50.54632,37.624,57.28,8.98,323.00,49501.00,353
182,6-Oct-14,NO 15/9-F-1 C,220.902,108.399,183.041,50.20832,37.86,57.765,9.254,315.00,48233.00,344
183,7-Oct-14,NO 15/9-F-1 C,220.653,108.402,182.437,50.43002,38.216,55.118,9.605,322.00,48181.00,335
184,8-Oct-14,NO 15/9-F-1 C,220.669,108.396,182.385,50.49318,38.284,53.302,9.667,320.00,49975.00,345
185,9-Oct-14,NO 15/9-F-1 C,220.467,108.396,182.139,50.45315,38.329,53.2,9.703,326.00,50479.00,344
186,10-Oct-14,NO 15/9-F-1 C,220.178,108.394,181.798,50.4097,38.379,53.766,9.77,329.00,50894.00,327
187,11-Oct-14,NO 15/9-F-1 C,220.156,108.388,181.931,50.3959,38.225,52.715,9.625,325.00,50158.00,326
188,12-Oct-14,NO 15/9-F-1 C,220.145,108.382,182.067,50.37768,38.079,56.232,9.479,323.00,49865.00,326
189,13-Oct-14,NO 15/9-F-1 C,220.325,108.373,182.512,50.36087,37.813,60.762,9.215,321.00,49604.00,336
190,14-Oct-14,NO 15/9-F-1 C,220.439,108.367,182.79,50.36302,37.649,60.45,9.05,320.00,49572.00,338
191,15-Oct-14,NO 15/9-F-1 C,220.219,108.368,182.553,50.46712,37.666,60.618,9.064,323.00,49750.00,336
192,16-Oct-14,NO 15/9-F-1 C,220.012,108.371,182.428,50.56329,37.584,59.252,8.979,322.00,49653.00,332
193,17-Oct-14,NO 15/9-F-1 C,220.213,108.363,182.852,50.55873,37.361,59.519,8.755,321.00,49635.00,331
194,18-Oct-14,NO 15/9-F-1 C,220.225,108.36,182.91,50.47798,37.316,54.294,8.701,321.00,49749.00,329
195,19-Oct-14,NO 15/9-F-1 C,220.223,108.358,183.09,50.51979,37.133,50.17,8.508,323.00,50071.00,329
196,20-Oct-14,NO 15/9-F-1 C,220.721,108.347,184.363,50.8639,36.358,56.087,7.729,327.00,50700.00,335
197,21-Oct-14,NO 15/9-F-1 C,220.412,108.351,183.592,50.91154,36.82,55.688,8.183,316.00,48562.00,330
198,22-Oct-14,NO 15/9-F-1 C,220.624,108.345,183.944,50.84929,36.679,55.688,8.059,314.00,48495.00,335
199,23-Oct-14,NO 15/9-F-1 C,220.618,108.344,183.888,50.81898,36.73,49.988,8.11,314.00,48623.00,330
200,24-Oct-14,NO 15/9-F-1 C,220.745,108.341,184.094,50.77311,36.65,50.37,8.027,314.00,48609.00,332
201,25-Oct-14,NO 15/9-F-1 C,220.862,108.338,184.273,50.78376,36.589,48.384,7.959,317.00,49209.00,334
202,26-Oct-14,NO 15/9-F-1 C,220.958,108.336,184.404,50.8004,36.554,47.288,7.918,333.00,51385.00,336
203,27-Oct-14,NO 15/9-F-1 C,219.964,108.36,182.967,50.7788,36.997,53.303,8.444,318.00,49191.00,333
204,28-Oct-14,NO 15/9-F-1 C,219.961,108.364,183.295,50.49807,36.666,53.394,8.209,315.00,48599.00,325
205,29-Oct-14,NO 15/9-F-1 C,220.718,108.345,184.641,50.49862,36.077,59.315,7.609,304.00,46729.00,320
206,30-Oct-14,NO 15/9-F-1 C,221.12,108.333,185.252,51.03952,35.868,57.796,7.245,318.00,48777.00,331
207,31-Oct-14,NO 15/9-F-1 C,219.495,108.372,182.653,51.30979,36.842,58.456,8.234,323.00,50070.00,330
208,1-Nov-14,NO 15/9-F-1 C,219.785,108.362,183.329,50.91824,36.455,51.984,7.833,317.00,49048.00,324
209,2-Nov-14,NO 15/9-F-1 C,220.066,108.353,183.84,50.90594,36.225,50.972,7.588,321.00,49772.00,330
210,3-Nov-14,NO 15/9-F-1 C,220.343,108.345,184.315,50.93085,36.028,54.662,7.38,295.00,45686.00,328
211,4-Nov-14,NO 15/9-F-1 C,220.487,108.341,184.594,50.89229,35.892,58.738,7.242,291.00,45094.00,305
212,5-Nov-14,NO 15/9-F-1 C,221.788,108.303,186.691,51.13204,35.096,58.079,6.446,288.00,44832.00,307
213,6-Nov-14,NO 15/9-F-1 C,221.686,108.294,186.544,51.63975,35.142,54.915,6.485,292.00,45410.00,310
214,7-Nov-14,NO 15/9-F-1 C,220.011,108.358,183.528,50.84322,36.483,56.356,7.916,293.00,45241.00,303
215,8-Nov-14,NO 15/9-F-1 C,219.993,108.357,183.717,50.80817,36.276,53.551,7.821,292.00,45657.00,322
216,9-Nov-14,NO 15/9-F-1 C,220.479,108.343,184.67,50.80079,35.81,53.341,7.39,290.00,45639.00,326
217,10-Nov-14,NO 15/9-F-1 C,222.466,108.289,188.077,51.7,34.39,54.089,5.838,283.00,46088.00,324
218,11-Nov-14,NO 15/9-F-1 C,219.979,108.352,183.488,51.69625,36.491,60.338,8.044,295.00,46629.00,332
219,12-Nov-14,NO 15/9-F-1 C,219.184,108.379,182.74,51.63631,36.444,59.227,7.997,295.00,46218.00,318
220,13-Nov-14,NO 15/9-F-1 C,220.275,108.35,184.883,51.60535,35.392,58.757,6.955,291.00,45666.00,312
221,14-Nov-14,NO 15/9-F-1 C,220.879,108.328,185.65,51.5844,35.229,58.249,6.792,290.00,45494.00,312
