,DATEPRD,WELL_BORE_CODE,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,WELL_POS
1776,5/6/2016,NO 15/9-F-11 H,249.3,105.13,220.95,22.26,100.0,28.35,81.16,2.79,530.3,83285.54,2385.79,Flank
1777,5/7/2016,NO 15/9-F-11 H,249.21,105.14,220.86,22.38,100.0,28.34,82.23,2.78,527.97,83621.53,2381.43,Flank
1778,5/8/2016,NO 15/9-F-11 H,249.17,105.14,220.62,22.28,100.0,28.55,82.01,2.93,526.22,82965.53,2372.06,Flank
1779,5/9/2016,NO 15/9-F-11 H,249.33,105.14,220.86,22.3,100.0,28.47,80.98,2.93,519.43,82122.31,2388.78,Flank
1780,5/10/2016,NO 15/9-F-11 H,249.49,105.14,221.07,22.37,100.0,28.42,82.8,2.87,513.3,81198.15,3165.87,Flank
1781,5/11/2016,NO 15/9-F-11 H,249.57,105.15,221.17,22.33,100.0,28.4,82.91,2.84,511.56,81119.11,2330.39,Flank
1782,5/12/2016,NO 15/9-F-11 H,249.63,105.15,221.24,22.36,100.0,28.39,82.73,2.82,507.33,80619.57,2330.14,Flank
1783,5/13/2016,NO 15/9-F-11 H,249.7,105.15,221.29,22.13,100.0,28.41,82.15,2.84,503.72,80010.16,2330.99,Flank
1784,5/14/2016,NO 15/9-F-11 H,249.72,105.16,221.3,22.1,100.0,28.41,81.67,2.85,499.28,79433.91,2318.74,Flank
1785,5/15/2016,NO 15/9-F-11 H,250.2,105.15,221.54,22.23,100.0,28.66,81.77,2.8,464.72,74962.07,2174.42,Flank
1786,5/16/2016,NO 15/9-F-11 H,249.96,105.16,221.53,22.36,100.0,28.43,82.46,2.86,503.05,57998.38,2348.29,Flank
1787,5/17/2016,NO 15/9-F-11 H,249.97,105.17,221.55,22.4,100.0,28.42,82.53,2.86,494.92,79259.37,2308.3,Flank
1788,5/18/2016,NO 15/9-F-11 H,250.01,105.17,221.6,22.41,100.0,28.41,82.26,2.84,492.22,79096.02,2298.65,Flank
1789,5/19/2016,NO 15/9-F-11 H,250.06,105.17,221.67,22.24,100.0,28.39,82.32,2.84,487.62,78564.37,2290.73,Flank
1790,5/20/2016,NO 15/9-F-11 H,250.11,105.17,221.74,22.31,100.0,28.37,81.83,2.82,486.94,77433.25,2287.37,Flank
1791,5/21/2016,NO 15/9-F-11 H,250.2,105.17,221.82,22.24,100.0,28.37,81.8,2.82,480.05,76171.25,2314.9,Flank
1792,5/22/2016,NO 15/9-F-11 H,250.25,105.17,221.94,22.42,100.0,28.31,82.19,2.76,482.26,76804.03,2357.18,Flank
1793,5/23/2016,NO 15/9-F-11 H,250.33,105.17,222.03,22.33,100.0,28.3,82.63,2.75,484.2,77185.25,2362.24,Flank
1794,5/24/2016,NO 15/9-F-11 H,250.37,105.17,222.08,22.14,100.0,28.29,82.27,2.77,487.5,77674.63,2357.13,Flank
1795,5/25/2016,NO 15/9-F-11 H,250.42,105.18,222.15,22.3,100.0,28.27,82.6,2.73,489.56,77696.57,2345.26,Flank
1796,5/26/2016,NO 15/9-F-11 H,250.37,105.18,222.13,22.52,100.0,28.24,82.7,2.7,489.67,77736.5,2348.37,Flank
1797,5/27/2016,NO 15/9-F-11 H,250.31,105.18,222.12,22.53,100.0,28.2,82.7,2.66,485.01,77208.12,2345.08,Flank
1798,5/28/2016,NO 15/9-F-11 H,250.33,105.18,222.16,22.45,100.0,28.18,82.82,2.64,486.67,77524.47,2360.87,Flank
1799,5/29/2016,NO 15/9-F-11 H,250.33,105.18,222.15,22.43,100.0,28.18,82.65,2.66,482.01,77244.75,2365.04,Flank
1800,5/30/2016,NO 15/9-F-11 H,250.37,105.18,222.2,22.37,100.0,28.17,83.01,2.63,480.45,76199.17,2349.6,Flank
1801,5/31/2016,NO 15/9-F-11 H,250.39,105.19,222.21,22.27,100.0,28.18,82.68,2.65,489.68,77897.32,2343.77,Flank
1802,6/1/2016,NO 15/9-F-11 H,250.37,105.19,222.19,22.18,100.0,28.19,82.55,2.65,489.27,76878.71,2330.61,Flank
1803,6/2/2016,NO 15/9-F-11 H,250.35,105.19,222.15,22.3,100.0,28.2,82.5,2.65,485.42,77442.24,2349.51,Flank
1804,6/3/2016,NO 15/9-F-11 H,250.34,105.2,222.18,22.38,100.0,28.16,83.07,2.62,463.16,74343.51,2314.58,Flank
1805,6/4/2016,NO 15/9-F-11 H,250.38,105.2,222.21,22.25,100.0,28.17,82.79,2.64,489.13,80371.59,2352.64,Flank
1806,6/5/2016,NO 15/9-F-11 H,250.43,105.2,222.27,22.31,100.0,28.16,82.71,2.62,491.8,80234.77,2360.02,Flank
1807,6/6/2016,NO 15/9-F-11 H,250.5,105.21,222.34,22.56,100.0,28.16,82.74,2.62,492.54,79982.42,2368.16,Flank
1808,6/7/2016,NO 15/9-F-11 H,250.54,105.21,222.37,22.46,100.0,28.17,82.74,2.63,494.17,80486.75,2380.55,Flank
1809,6/8/2016,NO 15/9-F-11 H,253.54,105.18,223.72,22.0,78.44,29.82,80.34,4.63,426.92,69683.88,2036.31,Flank
1810,6/9/2016,NO 15/9-F-11 H,251.17,105.24,222.81,22.33,100.0,28.36,82.94,2.91,479.12,77818.32,2485.64,Flank
1811,6/10/2016,NO 15/9-F-11 H,251.03,105.25,222.73,22.44,100.0,28.3,83.08,2.84,493.94,81192.07,2446.06,Flank
1812,6/11/2016,NO 15/9-F-11 H,250.92,105.25,222.67,22.59,100.0,28.25,83.14,2.78,495.73,80192.98,2404.75,Flank
1813,6/12/2016,NO 15/9-F-11 H,250.78,105.25,222.57,22.4,100.0,28.21,82.95,2.77,472.0,76026.54,2272.02,Flank
1814,6/13/2016,NO 15/9-F-11 H,250.74,105.25,222.57,22.46,100.0,28.17,83.42,2.72,494.25,80182.85,2409.77,Flank
1815,6/14/2016,NO 15/9-F-11 H,250.7,105.25,222.55,22.36,100.0,28.15,82.78,2.71,495.97,79860.67,2409.0,Flank
1816,6/15/2016,NO 15/9-F-11 H,250.69,105.25,222.53,22.31,100.0,28.15,83.11,2.69,492.73,79493.02,2422.7,Flank
1817,6/16/2016,NO 15/9-F-11 H,250.66,105.25,222.51,22.33,100.0,28.15,83.15,2.63,496.68,79918.69,2438.6,Flank
1818,6/17/2016,NO 15/9-F-11 H,250.69,105.26,222.54,22.5,100.0,28.15,83.22,2.68,490.41,78134.85,2418.86,Flank
1819,6/18/2016,NO 15/9-F-11 H,250.69,105.26,222.53,22.21,100.0,28.17,82.63,2.72,491.08,78573.17,2413.03,Flank
1820,6/19/2016,NO 15/9-F-11 H,250.69,105.26,222.52,22.4,100.0,28.17,82.88,2.73,491.55,78442.19,2422.69,Flank
1821,6/20/2016,NO 15/9-F-11 H,247.82,103.81,219.63,22.32,100.0,28.19,81.58,2.74,492.63,78467.31,2418.12,Flank
1822,6/21/2016,NO 15/9-F-11 H,250.73,105.27,222.57,22.51,100.0,28.16,82.53,2.71,491.13,78381.17,2429.53,Flank
1823,6/22/2016,NO 15/9-F-11 H,250.76,105.27,222.58,22.38,100.0,28.18,81.89,2.75,490.04,78391.38,2430.07,Flank
1824,6/23/2016,NO 15/9-F-11 H,250.77,105.27,222.59,22.46,100.0,28.17,82.67,2.73,490.31,78656.21,2454.09,Flank
1825,6/24/2016,NO 15/9-F-11 H,250.84,105.28,222.7,22.63,100.0,28.14,83.37,2.69,490.94,78364.01,2419.99,Flank
1826,6/25/2016,NO 15/9-F-11 H,250.87,105.28,222.74,22.62,100.0,28.13,83.39,2.68,487.12,78052.04,2420.74,Flank
1827,6/26/2016,NO 15/9-F-11 H,250.92,105.28,222.78,22.44,100.0,28.14,83.25,2.69,488.4,78362.91,2422.46,Flank
1828,6/27/2016,NO 15/9-F-11 H,250.97,105.29,222.83,22.4,100.0,28.14,82.88,2.69,481.51,77240.09,2415.41,Flank
1829,6/28/2016,NO 15/9-F-11 H,251.05,105.29,222.88,22.46,100.0,28.16,81.87,2.71,485.3,78043.95,2413.07,Flank
1830,6/29/2016,NO 15/9-F-11 H,251.08,105.29,222.95,22.48,100.0,28.13,82.74,2.68,485.8,78097.95,2417.89,Flank
1831,6/30/2016,NO 15/9-F-11 H,251.17,105.29,223.01,22.43,100.0,28.15,82.08,2.68,481.56,77814.98,2422.48,Flank
1832,7/1/2016,NO 15/9-F-11 H,251.38,105.29,223.14,22.44,100.0,28.24,82.24,2.66,488.27,77684.41,2417.32,Flank
1833,7/2/2016,NO 15/9-F-11 H,251.31,105.3,223.18,22.47,100.0,28.13,82.59,2.67,482.07,77663.2,2427.68,Flank
1834,7/3/2016,NO 15/9-F-11 H,251.37,105.3,223.27,22.46,100.0,28.11,82.89,2.65,486.12,77217.98,2415.77,Flank
1835,7/4/2016,NO 15/9-F-11 H,251.41,105.3,223.32,22.52,100.0,28.09,83.29,2.65,477.82,77190.38,2426.64,Flank
1836,7/5/2016,NO 15/9-F-11 H,251.48,105.31,223.38,22.54,100.0,28.09,83.4,2.65,483.57,77293.43,2413.85,Flank
1837,7/6/2016,NO 15/9-F-11 H,251.53,105.31,223.44,22.43,100.0,28.09,83.33,2.65,465.8,76843.54,2426.35,Flank
1838,7/7/2016,NO 15/9-F-11 H,251.61,105.31,223.5,22.44,100.0,28.11,82.13,2.66,480.48,78857.14,2454.82,Flank
1839,7/8/2016,NO 15/9-F-11 H,251.66,105.31,223.54,22.46,100.0,28.12,82.09,2.66,478.35,78935.39,2452.9,Flank
1840,7/9/2016,NO 15/9-F-11 H,252.35,105.31,223.84,22.42,92.68,28.5,82.3,2.93,444.4,72610.92,1858.53,Flank
1841,7/10/2016,NO 15/9-F-11 H,251.6,105.32,223.44,22.44,100.0,28.16,81.27,2.69,472.4,78137.98,2436.16,Flank
1842,7/11/2016,NO 15/9-F-11 H,252.22,105.32,223.72,22.45,93.09,28.5,81.59,2.88,453.73,74947.78,2338.43,Flank
1843,7/12/2016,NO 15/9-F-11 H,251.87,105.32,223.61,22.3,100.0,28.27,83.36,2.6,474.35,77265.65,2408.2,Flank
1844,7/13/2016,NO 15/9-F-11 H,252.22,105.32,223.77,22.24,89.79,28.45,83.15,2.56,470.58,72789.07,2406.02,Flank
1845,7/14/2016,NO 15/9-F-11 H,251.3,105.35,224.03,22.38,97.35,27.27,83.43,2.88,488.01,78089.89,2410.89,Flank
1846,7/15/2016,NO 15/9-F-11 H,247.19,105.42,222.88,22.62,100.0,24.3,84.15,3.32,464.35,74336.4,2703.47,Flank
1847,7/16/2016,NO 15/9-F-11 H,247.27,105.4,222.38,22.46,100.0,24.89,82.81,3.32,502.17,80344.62,2243.62,Flank
1848,7/17/2016,NO 15/9-F-11 H,253.31,105.33,225.0,22.16,63.47,28.31,80.77,6.83,374.6,59977.03,1525.03,Flank
1849,7/18/2016,NO 15/9-F-11 H,248.98,105.39,223.6,22.66,93.61,25.38,84.26,3.43,446.26,71429.0,2372.96,Flank
1850,7/19/2016,NO 15/9-F-11 H,248.32,105.37,223.11,22.66,100.0,25.22,83.72,3.1,470.63,75306.65,2999.25,Flank
1851,7/20/2016,NO 15/9-F-11 H,248.36,105.36,223.19,22.48,100.0,25.17,81.88,3.06,475.86,76109.0,2776.83,Flank
1852,7/21/2016,NO 15/9-F-11 H,248.46,105.35,223.39,22.56,100.0,25.08,84.07,2.99,467.17,74752.7,2637.56,Flank
1853,7/22/2016,NO 15/9-F-11 H,248.49,105.34,223.42,22.66,100.0,25.06,84.2,3.0,445.26,71244.2,2634.52,Flank
1854,7/23/2016,NO 15/9-F-11 H,248.34,105.32,223.45,22.57,100.0,24.89,83.36,3.0,445.0,71195.81,2660.37,Flank
1855,7/24/2016,NO 15/9-F-11 H,251.59,104.93,226.92,22.36,100.0,24.67,83.67,3.08,458.61,73375.7,2691.88,Flank
1856,7/25/2016,NO 15/9-F-11 H,251.23,104.94,226.57,22.3,100.0,24.67,82.29,3.09,458.62,73372.47,2482.95,Flank
1857,7/26/2016,NO 15/9-F-11 H,251.19,104.94,226.62,22.36,100.0,24.57,83.09,3.12,454.03,72624.96,2418.12,Flank
1858,7/27/2016,NO 15/9-F-11 H,251.21,104.94,226.62,22.34,100.0,24.59,83.1,3.15,445.56,71291.08,2619.7,Flank
1859,7/28/2016,NO 15/9-F-11 H,251.36,104.92,226.71,22.3,100.0,24.65,83.14,3.17,451.59,72253.6,2723.75,Flank
1860,7/29/2016,NO 15/9-F-11 H,251.34,104.91,226.72,22.39,100.0,24.63,84.13,3.18,457.03,71716.05,2757.36,Flank
1861,7/30/2016,NO 15/9-F-11 H,251.09,104.9,226.51,22.3,100.0,24.58,84.49,3.2,465.67,73786.24,2821.64,Flank
1862,7/31/2016,NO 15/9-F-11 H,250.92,104.9,226.33,22.22,100.0,24.59,84.22,3.21,456.52,70805.2,2722.15,Flank
1863,8/1/2016,NO 15/9-F-11 H,250.61,104.83,226.03,22.17,100.0,24.58,84.28,3.19,468.5,71208.09,2639.79,Flank
1864,8/2/2016,NO 15/9-F-11 H,250.47,104.9,225.85,22.28,100.0,24.61,84.14,3.18,457.4,74712.27,2580.69,Flank
1865,8/3/2016,NO 15/9-F-11 H,251.14,104.89,225.93,22.16,100.0,25.2,83.19,3.05,442.04,67086.49,3559.67,Flank
1866,8/4/2016,NO 15/9-F-11 H,252.78,104.88,226.38,22.3,100.0,26.4,83.57,2.75,423.06,75025.53,2951.43,Flank
1867,8/5/2016,NO 15/9-F-11 H,252.71,104.88,226.29,22.16,100.0,26.42,83.89,2.74,433.87,69581.08,2688.72,Flank
1868,8/6/2016,NO 15/9-F-11 H,252.61,104.88,226.15,22.26,100.0,26.46,83.63,2.81,422.88,67390.63,2525.48,Flank
1869,8/7/2016,NO 15/9-F-11 H,252.55,104.88,226.0,22.03,100.0,26.54,79.68,2.86,427.39,72263.05,2534.29,Flank
1870,8/8/2016,NO 15/9-F-11 H,252.46,104.88,225.92,21.85,100.0,26.55,81.04,2.85,426.3,68311.3,2535.61,Flank
1871,8/9/2016,NO 15/9-F-11 H,253.35,104.87,226.18,21.85,92.94,27.17,82.64,3.56,398.32,65038.61,2424.53,Flank
1872,8/10/2016,NO 15/9-F-11 H,252.42,104.88,225.77,22.09,98.44,26.64,83.3,2.95,420.34,68545.35,2494.13,Flank
1873,8/11/2016,NO 15/9-F-11 H,252.35,104.88,225.62,22.17,98.43,26.73,82.23,3.0,428.54,67865.38,2504.01,Flank
1874,8/12/2016,NO 15/9-F-11 H,252.3,104.88,225.53,22.07,98.45,26.78,81.48,3.02,439.14,69533.14,3039.16,Flank
1875,8/13/2016,NO 15/9-F-11 H,252.18,104.89,225.47,22.11,98.44,26.71,83.12,3.11,440.09,70005.95,3162.58,Flank
1876,8/14/2016,NO 15/9-F-11 H,252.27,104.91,225.44,22.21,98.45,26.83,83.99,3.23,455.37,71126.47,3394.96,Flank
1877,8/15/2016,NO 15/9-F-11 H,252.34,104.93,225.39,22.42,98.43,26.95,84.1,3.3,468.16,73364.98,3359.15,Flank
1878,8/16/2016,NO 15/9-F-11 H,252.34,104.94,225.24,22.47,98.44,27.09,84.09,3.4,480.21,75792.9,2930.39,Flank
1879,8/17/2016,NO 15/9-F-11 H,252.14,104.96,225.04,22.5,98.45,27.11,84.14,3.43,475.69,73499.9,2803.55,Flank
1880,8/18/2016,NO 15/9-F-11 H,251.95,104.97,224.84,22.5,98.45,27.11,84.17,3.42,485.66,75529.18,2787.65,Flank
1881,8/19/2016,NO 15/9-F-11 H,251.8,104.98,224.69,22.42,98.45,27.11,84.24,3.41,490.46,76645.14,2764.5,Flank
1882,8/20/2016,NO 15/9-F-11 H,251.64,104.99,224.51,22.21,98.46,27.14,83.25,3.44,473.86,74998.8,2787.36,Flank
1883,8/21/2016,NO 15/9-F-11 H,251.59,104.99,224.44,22.24,98.46,27.15,83.69,3.45,492.55,77036.34,2801.62,Flank
1884,8/22/2016,NO 15/9-F-11 H,251.51,105.0,224.34,22.4,98.46,27.18,84.35,3.48,494.34,77127.24,2780.78,Flank
1885,8/23/2016,NO 15/9-F-11 H,251.42,105.01,224.21,22.45,99.19,27.21,84.12,3.51,504.33,78762.46,2767.49,Flank
1886,8/24/2016,NO 15/9-F-11 H,251.33,105.02,224.09,22.39,100.0,27.23,83.88,3.53,502.48,78176.41,2807.14,Flank
1887,8/25/2016,NO 15/9-F-11 H,251.23,105.02,224.03,22.46,100.0,27.2,84.43,3.49,503.26,79116.57,2808.78,Flank
1888,8/26/2016,NO 15/9-F-11 H,251.08,105.03,223.9,22.38,100.0,27.18,83.52,3.48,510.85,81524.56,2790.59,Flank
1889,8/27/2016,NO 15/9-F-11 H,251.13,105.05,224.12,22.51,100.0,27.01,84.35,3.49,539.67,92616.6,2792.56,Flank
1890,8/28/2016,NO 15/9-F-11 H,251.63,105.08,224.61,22.51,100.0,27.02,84.51,3.5,529.67,90425.91,2816.09,Flank
1891,8/29/2016,NO 15/9-F-11 H,252.32,105.12,225.37,22.5,100.0,26.95,84.5,3.44,500.07,89285.55,2955.18,Flank
1892,8/30/2016,NO 15/9-F-11 H,253.78,105.16,227.02,22.52,100.0,26.75,81.69,3.3,507.33,84910.09,3002.12,Flank
1893,8/31/2016,NO 15/9-F-11 H,253.79,105.17,227.06,22.48,100.0,26.73,80.8,3.28,541.9,84865.58,2972.19,Flank
1894,9/1/2016,NO 15/9-F-11 H,253.69,105.19,227.0,22.52,100.0,26.68,82.94,3.18,525.86,87749.66,2904.69,Flank
1895,9/2/2016,NO 15/9-F-11 H,253.66,105.2,227.04,22.55,100.0,26.62,82.28,3.1,498.15,86616.0,2880.41,Flank
1896,9/3/2016,NO 15/9-F-11 H,253.74,105.2,227.09,22.64,97.92,26.65,83.17,3.11,518.27,87383.85,2842.34,Flank
1897,9/4/2016,NO 15/9-F-11 H,253.75,105.21,227.11,22.61,100.0,26.65,84.84,3.09,523.42,87504.87,2874.58,Flank
1898,9/5/2016,NO 15/9-F-11 H,253.8,105.22,227.07,22.63,97.92,26.73,84.33,3.31,514.41,87798.79,2818.44,Flank
1899,9/6/2016,NO 15/9-F-11 H,253.78,105.22,226.98,22.55,100.0,26.8,81.79,3.37,518.66,88650.38,2807.45,Flank
1900,9/7/2016,NO 15/9-F-11 H,253.76,105.23,227.02,22.69,100.0,26.74,84.67,3.23,523.9,88563.48,2803.28,Flank
1901,9/8/2016,NO 15/9-F-11 H,253.76,105.24,226.96,22.58,100.0,26.8,83.11,3.32,526.56,89379.12,2805.26,Flank
1902,9/9/2016,NO 15/9-F-11 H,253.82,105.24,226.95,22.54,100.0,26.87,82.4,3.38,528.35,89482.0,2806.79,Flank
1903,9/10/2016,NO 15/9-F-11 H,253.75,105.25,226.85,22.6,100.0,26.9,82.61,3.45,530.82,90470.31,2732.78,Flank
1904,9/11/2016,NO 15/9-F-11 H,253.73,105.26,226.77,22.58,100.0,26.96,81.77,3.47,533.14,90540.97,3001.22,Flank
1905,9/12/2016,NO 15/9-F-11 H,253.66,105.26,226.68,22.46,100.0,26.98,83.75,3.47,536.77,90810.01,2963.62,Flank
1906,9/13/2016,NO 15/9-F-11 H,253.4,105.27,226.4,22.56,100.0,27.0,83.82,3.5,543.81,88042.16,3036.83,Flank
1907,9/14/2016,NO 15/9-F-11 H,253.21,105.27,226.26,22.72,100.0,26.95,84.78,3.39,541.88,90188.97,2963.49,Flank
1908,9/15/2016,NO 15/9-F-11 H,252.94,105.27,226.04,22.58,100.0,26.9,82.59,3.41,534.87,91890.07,2838.87,Flank
1909,9/16/2016,NO 15/9-F-11 H,252.89,105.28,226.02,22.57,100.0,26.87,83.61,3.4,530.27,91579.73,2802.75,Flank
1910,9/17/2016,NO 15/9-F-11 H,253.55,105.28,226.08,22.64,73.76,27.46,85.03,4.19,180.04,32165.98,896.59,Flank
1911,2/12/2008,NO 15/9-F-12 H,308.06,104.42,201.25,18.64,14.48,106.81,16.29,92.48,284.65,38888.67,385.01,Crest
1912,2/13/2008,NO 15/9-F-12 H,303.03,105.4,182.14,16.47,22.83,120.89,53.37,89.62,1869.7,285246.16,7.13,Crest
1913,2/14/2008,NO 15/9-F-12 H,295.59,105.78,181.87,12.66,31.25,113.72,72.74,80.12,3124.09,509954.88,1.16,Crest
1914,2/15/2008,NO 15/9-F-12 H,297.66,105.75,180.83,5.26,28.52,116.83,70.0,84.25,2608.28,383426.67,0.97,Crest
1915,2/16/2008,NO 15/9-F-12 H,295.94,105.81,180.5,12.38,30.23,115.43,71.52,82.36,3051.8,418474.0,4.89,Crest
1916,2/17/2008,NO 15/9-F-12 H,295.55,105.83,180.35,14.38,29.97,115.21,73.64,82.17,2982.63,422763.0,1.85,Crest
1917,2/18/2008,NO 15/9-F-12 H,294.21,105.87,180.93,15.98,30.31,113.28,74.16,80.26,2980.52,413831.0,6.48,Crest
1918,2/19/2008,NO 15/9-F-12 H,293.83,105.87,180.06,18.81,30.49,113.77,74.9,81.27,3046.19,429218.0,0.73,Crest
1919,2/20/2008,NO 15/9-F-12 H,293.06,105.88,179.66,19.74,29.91,113.4,73.04,80.77,3057.18,442982.75,0.46,Crest
1920,2/21/2008,NO 15/9-F-12 H,292.54,105.88,179.43,19.43,30.49,113.11,71.74,79.98,3030.33,423809.16,0.45,Crest
1921,2/22/2008,NO 15/9-F-12 H,292.36,105.88,179.28,1.04,29.63,113.08,72.33,79.95,2907.56,397808.0,0.44,Crest
1922,2/23/2008,NO 15/9-F-12 H,292.09,105.85,179.49,11.01,28.96,112.6,69.6,79.16,1851.72,252078.0,0.28,Crest
1923,2/24/2008,NO 15/9-F-12 H,290.54,105.91,179.35,8.58,30.8,111.19,73.19,77.93,3126.7,442808.0,0.47,Crest
1924,2/25/2008,NO 15/9-F-12 H,290.21,105.9,178.76,12.3,30.68,111.45,73.11,78.26,3045.54,439178.0,0.46,Crest
1925,2/26/2008,NO 15/9-F-12 H,289.54,105.9,178.6,12.51,30.92,110.93,72.31,77.72,3046.54,446905.0,0.46,Crest
1926,2/27/2008,NO 15/9-F-12 H,288.93,105.9,178.61,12.38,30.85,110.33,74.7,77.13,3035.54,445616.0,0.46,Crest
1927,2/28/2008,NO 15/9-F-12 H,288.85,105.9,178.22,10.15,29.9,110.63,73.45,77.47,2971.55,424674.0,0.45,Crest
1928,2/29/2008,NO 15/9-F-12 H,287.51,105.91,178.07,11.42,31.02,109.45,73.4,76.21,3070.54,450348.0,0.46,Crest
1929,3/1/2008,NO 15/9-F-12 H,286.89,105.91,178.06,11.16,31.06,108.83,74.6,75.57,3068.48,447584.12,0.46,Crest
1930,3/2/2008,NO 15/9-F-12 H,286.27,105.91,177.94,11.22,31.09,108.32,75.22,74.76,3066.54,446144.0,0.46,Crest
1931,3/3/2008,NO 15/9-F-12 H,285.73,105.91,177.67,10.87,30.96,108.06,75.12,74.36,3043.54,443726.0,0.46,Crest
1932,3/4/2008,NO 15/9-F-12 H,285.38,105.9,177.31,9.83,30.6,108.08,74.28,74.44,2983.19,430246.72,0.45,Crest
1933,3/5/2008,NO 15/9-F-12 H,284.83,105.9,176.96,9.32,30.58,107.87,72.5,74.26,2967.05,437688.2,0.45,Crest
1934,3/6/2008,NO 15/9-F-12 H,284.3,105.9,176.98,9.11,30.59,107.31,75.0,73.37,2950.88,432727.0,1.74,Crest
1935,3/7/2008,NO 15/9-F-12 H,284.42,105.88,176.67,6.28,28.82,107.75,71.04,73.57,2656.62,391264.6,1.57,Crest
1936,3/8/2008,NO 15/9-F-12 H,284.41,105.87,176.38,4.59,27.95,108.03,69.25,73.8,2578.48,365769.0,1.52,Crest
1937,3/9/2008,NO 15/9-F-12 H,282.39,105.91,176.46,8.58,31.16,105.93,73.14,71.56,2996.83,427791.0,1.77,Crest
1938,3/10/2008,NO 15/9-F-12 H,281.52,105.91,176.23,9.01,31.31,105.29,73.34,71.06,3021.4,440679.0,0.6,Crest
1939,3/11/2008,NO 15/9-F-12 H,280.89,105.91,176.08,8.93,31.37,104.81,73.97,71.28,3010.4,450972.0,0.6,Crest
1940,3/12/2008,NO 15/9-F-12 H,281.09,105.9,176.03,6.7,29.86,105.05,73.89,71.87,2794.44,418887.0,0.56,Crest
1941,3/13/2008,NO 15/9-F-12 H,279.49,105.92,176.05,8.64,31.64,103.44,75.31,70.45,3058.89,458524.0,0.61,Crest
1942,3/14/2008,NO 15/9-F-12 H,279.11,105.91,175.89,7.82,30.93,103.22,75.17,70.39,2964.81,428015.0,0.59,Crest
1943,3/15/2008,NO 15/9-F-12 H,277.95,105.92,175.81,8.82,32.07,102.14,76.26,69.87,3131.37,454137.0,0.63,Crest
1944,3/16/2008,NO 15/9-F-12 H,277.29,105.92,175.55,8.41,32.05,101.74,76.0,69.81,3135.37,454798.0,0.63,Crest
1945,3/17/2008,NO 15/9-F-12 H,276.56,105.92,175.27,8.01,32.07,101.3,75.25,69.32,3143.37,470240.0,0.63,Crest
1946,3/18/2008,NO 15/9-F-12 H,275.98,105.92,175.07,7.75,32.05,100.91,75.38,69.07,3132.37,425284.44,0.63,Crest
1947,3/19/2008,NO 15/9-F-12 H,275.36,105.92,174.9,7.48,32.05,100.46,75.59,69.1,3139.62,454093.33,0.63,Crest
1948,3/20/2008,NO 15/9-F-12 H,274.79,105.92,174.67,6.97,32.01,100.12,74.68,68.92,3156.67,467465.72,0.63,Crest
1949,3/21/2008,NO 15/9-F-12 H,274.07,105.92,174.5,6.7,32.09,99.57,75.36,68.25,3192.14,458447.4,0.64,Crest
1950,3/22/2008,NO 15/9-F-12 H,273.46,105.92,174.28,6.46,32.08,99.17,75.32,67.79,3172.12,458028.49,0.63,Crest
1951,3/23/2008,NO 15/9-F-12 H,272.88,105.91,174.09,6.29,32.06,98.79,75.35,67.41,3160.26,466335.26,0.63,Crest
1952,3/24/2008,NO 15/9-F-12 H,272.24,105.91,173.83,4.96,32.13,98.4,74.81,67.01,3153.35,468479.65,0.63,Crest
1953,3/25/2008,NO 15/9-F-12 H,271.68,105.91,173.64,14.91,32.04,98.04,74.96,66.66,3130.58,406562.1,0.63,Crest
1954,3/26/2008,NO 15/9-F-12 H,271.42,105.91,173.52,14.79,30.93,97.9,75.26,66.58,960.26,113341.21,1.64,Crest
1956,3/28/2008,NO 15/9-F-12 H,279.42,104.71,187.18,0.41,21.33,92.24,24.1,68.21,73.44,48936.44,0.13,Crest
1957,3/29/2008,NO 15/9-F-12 H,271.47,105.87,174.19,6.74,32.0,97.28,69.26,65.74,3137.26,509074.88,3.39,Crest
1958,3/30/2008,NO 15/9-F-12 H,270.74,105.9,173.37,10.98,30.68,97.37,73.11,66.02,1430.95,137396.4,1.55,Crest
1959,3/31/2008,NO 15/9-F-12 H,271.56,105.86,173.44,7.15,31.0,98.12,70.45,67.13,1950.58,378532.95,1.93,Crest
1960,4/1/2008,NO 15/9-F-12 H,270.36,105.89,172.93,11.47,29.81,97.43,73.54,66.39,3060.6,457837.18,2.82,Crest
1961,4/2/2008,NO 15/9-F-12 H,269.65,105.89,172.99,12.75,31.82,96.66,75.81,65.6,3053.67,461808.99,2.81,Crest
1962,4/3/2008,NO 15/9-F-12 H,268.86,105.9,172.75,13.19,32.0,96.12,75.92,65.05,3103.12,372985.57,2.86,Crest
1963,4/4/2008,NO 15/9-F-12 H,268.18,105.9,172.49,13.27,32.08,95.69,75.22,64.62,3110.68,463717.13,2.86,Crest
1964,4/5/2008,NO 15/9-F-12 H,267.46,105.9,172.32,13.27,32.2,95.14,75.46,63.92,3303.3,463529.9,3.04,Crest
1965,4/6/2008,NO 15/9-F-12 H,266.86,105.89,172.07,13.26,32.21,94.79,75.41,63.12,3028.41,440906.09,153.36,Crest
