,DATEPRD,WELL_BORE_CODE,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,WELL_POS
46,5/23/2014,NO 15/9-F-1 C,219.86,107.87,155.57,0.0,46.28,64.29,49.05,35.87,742.89,108079.03,93.31,Flank
47,5/24/2014,NO 15/9-F-1 C,219.92,107.88,155.75,0.0,46.24,64.17,54.69,35.75,746.54,108387.02,100.42,Flank
48,5/25/2014,NO 15/9-F-1 C,219.98,107.9,155.9,0.0,46.26,64.07,55.23,35.67,750.57,105809.71,101.01,Flank
49,5/26/2014,NO 15/9-F-1 C,219.97,107.92,156.04,0.0,46.27,63.93,55.1,35.53,727.26,106514.13,86.62,Flank
50,5/27/2014,NO 15/9-F-1 C,219.98,107.94,156.24,0.0,46.23,63.74,55.31,35.33,715.5,105800.29,91.08,Flank
51,5/28/2014,NO 15/9-F-1 C,219.27,107.45,155.72,0.0,46.22,63.55,55.51,35.16,695.01,102249.56,76.96,Flank
52,5/29/2014,NO 15/9-F-1 C,220.01,107.96,156.55,0.0,46.22,63.46,56.17,35.05,698.77,102823.5,77.13,Flank
53,5/30/2014,NO 15/9-F-1 C,220.0,107.97,156.66,0.0,46.23,63.34,55.85,34.92,704.08,103977.99,77.96,Flank
54,5/31/2014,NO 15/9-F-1 C,219.99,107.99,156.78,0.0,46.21,63.21,55.6,34.79,715.93,105761.32,78.99,Flank
55,6/1/2014,NO 15/9-F-1 C,220.01,107.99,156.86,0.0,46.26,63.14,55.96,34.73,724.21,107035.76,80.08,Flank
56,6/2/2014,NO 15/9-F-1 C,221.33,107.83,157.54,0.0,41.71,63.79,50.77,35.35,459.83,68263.31,46.21,Flank
57,6/3/2014,NO 15/9-F-1 C,220.24,107.97,157.87,0.0,46.19,62.37,53.05,33.95,715.1,104865.93,80.7,Flank
58,6/4/2014,NO 15/9-F-1 C,221.27,107.96,159.45,0.0,46.16,61.82,53.74,33.39,706.8,104234.1,79.73,Flank
59,6/5/2014,NO 15/9-F-1 C,221.05,107.97,158.76,0.0,47.04,62.29,54.24,33.84,677.29,99517.49,90.57,Flank
60,6/6/2014,NO 15/9-F-1 C,220.75,107.99,157.67,0.0,47.2,63.08,56.53,34.65,690.38,99850.49,92.18,Flank
61,6/7/2014,NO 15/9-F-1 C,220.64,107.99,157.28,0.0,47.19,63.36,56.62,34.93,694.3,100306.26,92.07,Flank
62,6/8/2014,NO 15/9-F-1 C,220.5,108.0,157.18,0.0,47.15,63.32,52.05,34.89,690.7,99959.04,91.25,Flank
63,6/9/2014,NO 15/9-F-1 C,221.45,107.76,159.11,0.0,38.98,62.34,53.56,34.67,238.45,34915.85,28.15,Flank
64,6/10/2014,NO 15/9-F-1 C,220.85,107.99,158.07,0.0,46.51,62.78,54.49,34.35,647.11,95262.3,84.88,Flank
65,6/11/2014,NO 15/9-F-1 C,218.42,108.07,156.69,0.0,47.82,61.73,54.3,33.31,745.92,108793.22,94.23,Flank
66,6/12/2014,NO 15/9-F-1 C,215.5,108.14,155.56,0.0,48.73,59.94,61.56,31.53,804.85,116554.82,101.88,Flank
67,6/13/2014,NO 15/9-F-1 C,214.82,108.14,154.69,0.0,48.26,60.14,62.33,31.74,818.89,120308.03,56.75,Flank
68,6/14/2014,NO 15/9-F-1 C,215.83,108.11,155.6,0.0,48.01,60.23,59.58,31.84,781.21,115374.09,54.32,Flank
69,6/15/2014,NO 15/9-F-1 C,214.88,108.11,154.96,0.0,48.04,59.92,60.77,31.54,786.16,116058.03,54.55,Flank
70,6/16/2014,NO 15/9-F-1 C,215.38,108.09,155.33,0.0,47.74,60.05,59.44,31.67,757.43,111152.61,51.84,Flank
71,6/17/2014,NO 15/9-F-1 C,216.12,108.07,155.98,0.0,47.62,60.14,58.61,31.76,726.5,107050.89,50.67,Flank
72,6/18/2014,NO 15/9-F-1 C,215.98,108.07,156.2,0.0,47.64,59.79,58.66,31.4,723.96,106456.63,51.3,Flank
73,6/19/2014,NO 15/9-F-1 C,215.82,108.07,156.38,0.0,47.61,59.44,57.55,31.05,715.28,105827.77,52.96,Flank
74,6/20/2014,NO 15/9-F-1 C,215.58,108.07,156.49,0.0,47.59,59.09,58.45,30.7,710.62,104860.95,50.87,Flank
75,6/21/2014,NO 15/9-F-1 C,215.3,108.08,156.6,0.0,47.61,58.7,58.7,30.31,708.04,104155.82,50.48,Flank
76,6/22/2014,NO 15/9-F-1 C,214.95,108.09,156.71,0.0,47.62,58.24,58.42,29.85,702.73,102417.8,51.7,Flank
77,6/23/2014,NO 15/9-F-1 C,214.86,108.09,157.39,0.0,47.66,57.46,57.88,28.78,695.74,102284.59,51.69,Flank
78,6/24/2014,NO 15/9-F-1 C,214.9,108.08,157.99,0.0,47.63,56.91,57.35,28.52,658.27,96651.98,94.65,Flank
79,6/25/2014,NO 15/9-F-1 C,214.82,108.08,157.95,0.0,46.57,56.88,58.01,28.48,576.35,85082.22,79.35,Flank
80,6/26/2014,NO 15/9-F-1 C,219.56,107.45,158.58,0.0,44.0,60.98,49.15,35.12,369.83,55419.55,51.46,Flank
81,6/27/2014,NO 15/9-F-1 C,217.25,107.64,162.79,0.0,44.38,54.46,50.51,26.03,418.45,63214.18,59.2,Flank
82,6/28/2014,NO 15/9-F-1 C,215.09,108.08,160.77,0.0,47.05,54.33,55.69,25.9,588.96,88192.51,91.66,Flank
83,6/29/2014,NO 15/9-F-1 C,215.26,108.1,160.2,0.0,46.83,55.06,55.97,26.65,571.88,85616.39,81.73,Flank
84,6/30/2014,NO 15/9-F-1 C,215.35,108.11,160.21,0.0,45.83,55.14,56.01,26.73,512.52,76979.08,71.37,Flank
85,7/1/2014,NO 15/9-F-1 C,215.39,108.11,160.42,0.0,46.79,54.97,56.25,26.56,563.26,84307.54,78.69,Flank
86,7/2/2014,NO 15/9-F-1 C,215.41,108.12,160.6,0.0,46.8,54.81,51.65,26.39,564.26,84364.91,78.72,Flank
87,7/3/2014,NO 15/9-F-1 C,215.33,108.12,160.78,0.0,46.8,54.55,50.82,26.13,565.09,84351.11,78.88,Flank
88,7/4/2014,NO 15/9-F-1 C,215.21,108.13,161.1,0.0,46.85,54.11,51.42,25.68,563.73,84183.26,79.55,Flank
89,7/5/2014,NO 15/9-F-1 C,215.12,108.13,161.48,0.0,46.86,53.63,54.23,25.2,563.46,83869.61,79.95,Flank
90,7/6/2014,NO 15/9-F-1 C,215.07,108.13,161.97,0.0,46.86,53.09,56.64,24.66,563.38,83853.8,80.3,Flank
91,7/7/2014,NO 15/9-F-1 C,215.07,108.14,162.41,0.0,46.82,52.66,54.97,24.23,522.0,77846.76,154.47,Flank
92,7/8/2014,NO 15/9-F-1 C,215.05,108.14,163.02,0.0,46.8,52.02,57.49,23.59,523.33,77885.2,247.1,Flank
93,7/9/2014,NO 15/9-F-1 C,215.14,108.14,163.89,0.0,46.81,51.25,56.12,22.8,521.97,77858.58,247.09,Flank
94,7/10/2014,NO 15/9-F-1 C,215.17,108.14,164.23,0.0,46.79,50.93,57.49,22.48,490.49,73240.81,212.89,Flank
95,7/11/2014,NO 15/9-F-1 C,215.19,108.14,164.7,0.0,46.79,50.49,56.12,22.04,491.71,72894.63,253.18,Flank
96,7/12/2014,NO 15/9-F-1 C,215.46,108.14,165.93,0.0,46.86,49.54,56.63,21.08,488.44,72637.03,203.87,Flank
97,7/13/2014,NO 15/9-F-1 C,215.76,108.13,166.74,0.0,46.8,49.02,57.2,20.54,481.59,71515.34,199.79,Flank
98,7/14/2014,NO 15/9-F-1 C,215.98,108.12,167.41,0.0,47.0,48.57,56.78,20.1,492.02,73095.92,215.32,Flank
99,7/15/2014,NO 15/9-F-1 C,215.05,108.15,166.19,0.0,47.89,48.86,56.4,20.38,476.08,70443.1,246.8,Flank
100,7/16/2014,NO 15/9-F-1 C,214.83,108.15,166.34,0.0,47.76,48.49,56.42,20.02,466.34,69327.14,243.78,Flank
101,7/17/2014,NO 15/9-F-1 C,214.76,108.15,166.58,0.0,47.71,48.18,55.03,19.71,463.64,68816.51,241.88,Flank
102,7/18/2014,NO 15/9-F-1 C,214.92,108.15,167.47,0.0,47.7,47.45,58.94,19.01,459.37,68361.17,240.96,Flank
103,7/19/2014,NO 15/9-F-1 C,215.04,108.15,167.64,0.0,47.69,47.4,58.31,18.92,458.09,68466.24,240.67,Flank
104,7/20/2014,NO 15/9-F-1 C,216.05,108.02,168.83,0.0,43.93,47.22,55.55,18.54,290.87,44919.06,139.31,Flank
105,7/21/2014,NO 15/9-F-1 C,215.11,108.14,170.3,0.0,47.98,44.81,56.7,16.29,487.33,72965.95,255.69,Flank
106,7/22/2014,NO 15/9-F-1 C,215.06,108.18,168.72,0.0,47.7,46.35,58.76,17.87,468.63,69274.03,242.24,Flank
107,7/23/2014,NO 15/9-F-1 C,215.21,108.18,169.05,0.0,47.72,46.16,58.98,17.68,465.25,69890.63,239.87,Flank
108,7/24/2014,NO 15/9-F-1 C,215.38,108.18,169.28,0.0,47.63,46.1,59.72,17.61,466.58,69742.96,232.45,Flank
109,7/25/2014,NO 15/9-F-1 C,215.53,108.18,169.77,0.0,47.66,45.76,59.47,17.27,464.22,69237.42,233.39,Flank
110,7/26/2014,NO 15/9-F-1 C,215.61,108.18,170.11,0.0,47.61,45.5,60.04,17.05,458.9,68830.6,251.5,Flank
111,7/27/2014,NO 15/9-F-1 C,215.84,108.18,170.96,0.0,47.59,44.89,58.89,16.44,460.83,68637.71,260.12,Flank
112,7/28/2014,NO 15/9-F-1 C,216.09,108.18,171.45,0.0,47.6,44.64,59.25,16.2,457.95,68330.74,245.26,Flank
113,7/29/2014,NO 15/9-F-1 C,215.97,108.19,171.37,0.0,48.13,44.6,56.66,16.15,481.51,71884.8,258.75,Flank
114,7/30/2014,NO 15/9-F-1 C,214.63,108.23,169.64,0.0,48.72,44.99,57.16,16.52,489.43,72278.48,243.17,Flank
115,7/31/2014,NO 15/9-F-1 C,215.09,108.22,171.84,0.0,48.72,43.25,58.96,14.72,375.93,56054.71,218.34,Flank
116,8/1/2014,NO 15/9-F-1 C,215.03,108.22,171.36,0.0,48.72,43.67,59.04,15.15,378.38,56399.27,218.27,Flank
117,8/2/2014,NO 15/9-F-1 C,215.16,108.22,172.02,0.0,48.7,43.14,58.06,14.6,379.41,56289.52,217.93,Flank
118,8/3/2014,NO 15/9-F-1 C,215.13,108.22,171.88,0.0,48.7,43.25,57.61,14.74,377.42,56568.78,212.92,Flank
119,8/4/2014,NO 15/9-F-1 C,212.9,108.26,168.86,0.0,49.54,44.04,56.58,15.52,417.98,61912.18,228.26,Flank
120,8/5/2014,NO 15/9-F-1 C,210.17,108.33,166.76,0.0,49.63,43.41,63.58,14.91,507.75,75078.33,262.22,Flank
121,8/6/2014,NO 15/9-F-1 C,209.82,108.32,167.21,0.0,49.59,42.62,62.68,14.11,469.73,69712.66,252.81,Flank
122,8/7/2014,NO 15/9-F-1 C,210.09,108.31,169.04,0.0,50.19,41.05,60.7,12.54,521.26,77390.65,293.66,Flank
123,8/8/2014,NO 15/9-F-1 C,210.18,108.3,169.82,0.0,50.21,40.37,62.56,11.84,518.32,76994.95,297.2,Flank
124,8/9/2014,NO 15/9-F-1 C,210.55,108.28,170.4,0.0,49.95,40.15,58.14,11.61,493.37,73656.88,289.96,Flank
125,8/10/2014,NO 15/9-F-1 C,210.63,108.28,170.86,0.0,50.24,39.77,56.23,11.22,509.21,76002.49,303.18,Flank
126,8/11/2014,NO 15/9-F-1 C,213.45,108.17,176.1,0.0,49.44,37.35,50.72,8.75,351.8,52975.29,240.5,Flank
127,8/12/2014,NO 15/9-F-1 C,215.51,108.14,178.41,0.0,48.83,37.09,44.27,8.48,287.03,44830.19,240.33,Flank
128,8/13/2014,NO 15/9-F-1 C,215.9,108.16,178.0,0.0,48.58,37.89,50.89,9.29,278.58,44300.38,235.04,Flank
129,8/14/2014,NO 15/9-F-1 C,215.86,108.19,177.02,0.0,48.5,38.83,56.83,10.25,297.19,47071.12,248.98,Flank
130,8/15/2014,NO 15/9-F-1 C,215.78,108.2,176.23,0.0,48.47,39.54,57.33,10.98,297.33,46462.15,247.88,Flank
131,8/16/2014,NO 15/9-F-1 C,216.0,108.2,176.64,0.0,48.48,39.37,52.85,10.8,296.2,44219.4,246.54,Flank
132,8/17/2014,NO 15/9-F-1 C,216.02,108.21,176.18,0.0,48.47,39.84,53.76,11.26,296.12,44243.43,247.16,Flank
133,8/18/2014,NO 15/9-F-1 C,216.08,108.22,176.08,0.0,48.45,40.0,57.06,11.43,293.35,44083.13,246.91,Flank
149,9/3/2014,NO 15/9-F-1 C,248.02,106.95,205.83,0.0,40.67,42.19,46.49,13.35,103.77,16925.68,74.34,Flank
150,9/4/2014,NO 15/9-F-1 C,237.29,107.37,208.8,0.0,61.09,28.49,53.78,2.37,290.3,46375.59,537.45,Flank
151,9/5/2014,NO 15/9-F-1 C,223.51,108.49,184.59,0.0,53.05,38.92,66.29,10.31,427.63,69487.31,343.53,Flank
152,9/6/2014,NO 15/9-F-1 C,225.25,108.44,181.59,0.0,49.89,43.66,64.89,15.08,422.69,68818.15,341.93,Flank
153,9/7/2014,NO 15/9-F-1 C,225.94,108.43,181.0,0.0,49.63,44.94,60.69,16.37,412.14,67226.27,336.66,Flank
154,9/8/2014,NO 15/9-F-1 C,224.93,108.44,179.58,0.0,49.47,45.35,62.91,16.79,410.96,66847.2,336.99,Flank
155,9/9/2014,NO 15/9-F-1 C,224.68,108.41,179.14,0.0,49.47,45.54,61.99,16.99,409.11,66355.28,333.87,Flank
156,9/10/2014,NO 15/9-F-1 C,224.65,108.39,179.22,0.0,48.7,45.44,62.49,16.9,389.68,63293.2,315.24,Flank
157,9/11/2014,NO 15/9-F-1 C,225.96,108.34,180.9,0.0,48.65,45.06,57.54,16.52,380.29,60994.93,327.07,Flank
158,9/12/2014,NO 15/9-F-1 C,225.61,108.33,180.73,0.0,48.62,44.88,56.71,16.34,391.22,57081.97,324.73,Flank
159,9/13/2014,NO 15/9-F-1 C,225.3,108.32,180.8,0.0,48.65,44.5,58.73,15.96,391.65,57123.13,328.6,Flank
160,9/14/2014,NO 15/9-F-1 C,225.15,108.32,181.19,0.0,48.62,43.96,60.82,15.41,384.47,56615.33,322.53,Flank
161,9/15/2014,NO 15/9-F-1 C,224.94,108.31,181.3,0.0,48.62,43.65,59.24,15.09,342.35,50991.05,291.45,Flank
162,9/16/2014,NO 15/9-F-1 C,224.81,108.3,181.51,0.0,48.63,43.29,58.17,14.62,338.88,50946.9,291.36,Flank
163,9/17/2014,NO 15/9-F-1 C,224.63,108.3,181.71,0.0,48.64,42.91,58.46,14.32,344.5,51928.13,297.38,Flank
164,9/18/2014,NO 15/9-F-1 C,224.55,108.29,181.97,0.0,48.64,42.58,58.86,14.01,333.55,49757.91,304.7,Flank
165,9/19/2014,NO 15/9-F-1 C,224.56,108.28,182.3,0.0,48.6,42.26,59.27,13.69,329.6,49601.74,302.29,Flank
166,9/20/2014,NO 15/9-F-1 C,221.86,108.33,179.49,0.0,49.15,42.38,60.53,13.81,358.2,53618.2,320.36,Flank
167,9/21/2014,NO 15/9-F-1 C,219.56,108.39,177.67,0.0,49.4,41.89,61.65,13.34,377.72,56786.58,332.75,Flank
168,9/22/2014,NO 15/9-F-1 C,219.89,108.36,178.45,0.0,49.3,41.44,61.08,12.88,356.65,53587.32,331.96,Flank
169,9/23/2014,NO 15/9-F-1 C,219.72,108.35,178.64,0.0,49.19,41.07,58.68,12.5,354.31,53315.98,327.97,Flank
170,9/24/2014,NO 15/9-F-1 C,219.83,108.35,179.38,0.0,49.16,40.46,58.96,11.88,338.53,51384.99,318.34,Flank
171,9/25/2014,NO 15/9-F-1 C,220.01,108.34,180.0,0.0,49.13,40.01,55.7,11.42,324.9,49352.26,323.5,Flank
172,9/26/2014,NO 15/9-F-1 C,219.97,108.33,180.19,0.0,49.14,39.77,54.61,11.19,324.95,49388.31,321.98,Flank
173,9/27/2014,NO 15/9-F-1 C,219.9,108.33,180.23,0.0,49.13,39.67,53.28,11.09,322.07,49245.8,322.83,Flank
174,9/28/2014,NO 15/9-F-1 C,220.04,108.32,180.67,0.0,49.01,39.37,53.81,10.85,308.31,47050.78,307.78,Flank
177,10/1/2014,NO 15/9-F-1 C,226.03,107.48,217.96,0.0,53.67,8.08,52.41,2.64,55.2,8962.05,142.03,Flank
178,10/2/2014,NO 15/9-F-1 C,211.87,108.5,180.98,0.0,58.43,30.89,58.72,4.51,199.07,31730.64,308.22,Flank
179,10/3/2014,NO 15/9-F-1 C,221.14,108.4,186.14,0.0,51.87,35.0,51.46,5.62,275.22,43000.78,454.65,Flank
180,10/4/2014,NO 15/9-F-1 C,219.88,108.43,183.17,0.0,50.9,36.71,57.58,8.1,287.64,44101.37,459.8,Flank
181,10/5/2014,NO 15/9-F-1 C,219.47,108.44,181.85,0.0,50.55,37.62,57.28,8.98,323.18,49500.61,352.61,Flank
182,10/6/2014,NO 15/9-F-1 C,220.9,108.4,183.04,0.0,50.21,37.86,57.76,9.25,315.32,48232.88,344.36,Flank
183,10/7/2014,NO 15/9-F-1 C,220.65,108.4,182.44,0.0,50.43,38.22,55.12,9.6,322.31,48180.54,335.27,Flank
184,10/8/2014,NO 15/9-F-1 C,220.67,108.4,182.39,0.0,50.49,38.28,53.3,9.67,320.34,49975.21,345.3,Flank
185,10/9/2014,NO 15/9-F-1 C,220.47,108.4,182.14,0.0,50.45,38.33,53.2,9.7,325.92,50479.21,343.83,Flank
186,10/10/2014,NO 15/9-F-1 C,220.18,108.39,181.8,0.0,50.41,38.38,53.77,9.77,329.2,50894.03,327.28,Flank
187,10/11/2014,NO 15/9-F-1 C,220.16,108.39,181.93,0.0,50.4,38.22,52.71,9.62,325.01,50157.65,326.37,Flank
188,10/12/2014,NO 15/9-F-1 C,220.15,108.38,182.07,0.0,50.38,38.08,56.23,9.48,323.37,49865.05,325.88,Flank
189,10/13/2014,NO 15/9-F-1 C,220.33,108.37,182.51,0.0,50.36,37.81,60.76,9.21,320.68,49604.0,335.92,Flank
190,10/14/2014,NO 15/9-F-1 C,220.44,108.37,182.79,0.0,50.36,37.65,60.45,9.05,320.41,49571.91,337.83,Flank
191,10/15/2014,NO 15/9-F-1 C,220.22,108.37,182.55,0.0,50.47,37.67,60.62,9.06,322.67,49750.14,335.65,Flank
192,10/16/2014,NO 15/9-F-1 C,220.01,108.37,182.43,0.0,50.56,37.58,59.25,8.98,322.4,49652.61,331.77,Flank
193,10/17/2014,NO 15/9-F-1 C,220.21,108.36,182.85,0.0,50.56,37.36,59.52,8.76,321.25,49635.23,330.51,Flank
194,10/18/2014,NO 15/9-F-1 C,220.23,108.36,182.91,0.0,50.48,37.32,54.29,8.7,321.22,49749.37,328.68,Flank
195,10/19/2014,NO 15/9-F-1 C,220.22,108.36,183.09,0.0,50.52,37.13,50.17,8.51,323.37,50070.67,328.82,Flank
196,10/20/2014,NO 15/9-F-1 C,220.72,108.35,184.36,0.0,50.86,36.36,56.09,7.73,326.54,50700.18,334.76,Flank
197,10/21/2014,NO 15/9-F-1 C,220.41,108.35,183.59,0.0,50.91,36.82,55.69,8.18,316.21,48561.88,329.9,Flank
198,10/22/2014,NO 15/9-F-1 C,220.62,108.35,183.94,0.0,50.85,36.68,55.69,8.06,314.23,48495.35,335.34,Flank
199,10/23/2014,NO 15/9-F-1 C,220.62,108.34,183.89,0.0,50.82,36.73,49.99,8.11,313.92,48623.42,329.6,Flank
200,10/24/2014,NO 15/9-F-1 C,220.75,108.34,184.09,0.0,50.77,36.65,50.37,8.03,314.24,48608.64,332.0,Flank
201,10/25/2014,NO 15/9-F-1 C,220.86,108.34,184.27,0.0,50.78,36.59,48.38,7.96,317.47,49209.26,333.76,Flank
202,10/26/2014,NO 15/9-F-1 C,220.96,108.34,184.4,0.0,50.8,36.55,47.29,7.92,333.14,51384.55,336.05,Flank
203,10/27/2014,NO 15/9-F-1 C,219.96,108.36,182.97,0.0,50.78,37.0,53.3,8.44,318.2,49190.87,332.65,Flank
204,10/28/2014,NO 15/9-F-1 C,219.96,108.36,183.3,0.0,50.5,36.67,53.39,8.21,315.14,48598.96,325.35,Flank
205,10/29/2014,NO 15/9-F-1 C,220.72,108.35,184.64,0.0,50.5,36.08,59.32,7.61,304.36,46729.01,320.2,Flank
206,10/30/2014,NO 15/9-F-1 C,221.12,108.33,185.25,0.0,51.04,35.87,57.8,7.25,318.25,48777.45,330.73,Flank
207,10/31/2014,NO 15/9-F-1 C,219.5,108.37,182.65,0.0,51.31,36.84,58.46,8.23,322.58,50070.47,329.75,Flank
208,11/1/2014,NO 15/9-F-1 C,219.79,108.36,183.33,0.0,50.92,36.46,51.98,7.83,316.54,49047.96,323.66,Flank
209,11/2/2014,NO 15/9-F-1 C,220.07,108.35,183.84,0.0,50.91,36.23,50.97,7.59,321.29,49771.51,329.74,Flank
210,11/3/2014,NO 15/9-F-1 C,220.34,108.35,184.32,0.0,50.93,36.03,54.66,7.38,295.17,45685.5,328.45,Flank
211,11/4/2014,NO 15/9-F-1 C,220.49,108.34,184.59,0.0,50.89,35.89,58.74,7.24,290.68,45093.92,304.68,Flank
212,11/5/2014,NO 15/9-F-1 C,221.79,108.3,186.69,0.0,51.13,35.1,58.08,6.45,288.26,44831.92,306.52,Flank
213,11/6/2014,NO 15/9-F-1 C,221.69,108.29,186.54,0.0,51.64,35.14,54.92,6.49,292.13,45409.59,310.29,Flank
214,11/7/2014,NO 15/9-F-1 C,220.01,108.36,183.53,0.0,50.84,36.48,56.36,7.92,293.13,45241.11,303.39,Flank
215,11/8/2014,NO 15/9-F-1 C,219.99,108.36,183.72,0.0,50.81,36.28,53.55,7.82,292.29,45656.62,321.66,Flank
216,11/9/2014,NO 15/9-F-1 C,220.48,108.34,184.67,0.0,50.8,35.81,53.34,7.39,289.93,45638.78,325.6,Flank
217,11/10/2014,NO 15/9-F-1 C,222.47,108.29,188.08,0.0,51.7,34.39,54.09,5.84,283.28,46087.72,324.04,Flank
218,11/11/2014,NO 15/9-F-1 C,219.98,108.35,183.49,0.0,51.7,36.49,60.34,8.04,294.55,46628.59,331.5,Flank
219,11/12/2014,NO 15/9-F-1 C,219.18,108.38,182.74,0.0,51.64,36.44,59.23,8.0,295.28,46218.27,317.91,Flank
220,11/13/2014,NO 15/9-F-1 C,220.28,108.35,184.88,0.0,51.61,35.39,58.76,6.95,290.93,45666.25,311.88,Flank
221,11/14/2014,NO 15/9-F-1 C,220.88,108.33,185.65,0.0,51.58,35.23,58.25,6.79,290.46,45494.2,311.76,Flank
222,11/15/2014,NO 15/9-F-1 C,220.07,108.35,184.41,0.0,51.6,35.66,58.0,7.22,293.48,45840.45,310.73,Flank
223,11/16/2014,NO 15/9-F-1 C,221.14,108.32,186.35,0.0,52.04,34.78,56.5,6.35,292.77,45756.05,319.06,Flank
224,11/17/2014,NO 15/9-F-1 C,222.15,108.28,188.3,0.0,52.62,33.84,56.0,5.41,293.11,45039.02,330.08,Flank
225,11/18/2014,NO 15/9-F-1 C,220.41,108.35,184.33,0.0,50.95,36.08,59.36,7.66,289.07,44152.35,313.15,Flank
226,11/19/2014,NO 15/9-F-1 C,221.5,108.31,186.18,0.0,50.93,35.32,58.97,6.9,281.74,43106.73,305.81,Flank
227,11/20/2014,NO 15/9-F-1 C,220.0,108.34,183.56,0.0,50.94,36.44,60.77,8.02,285.32,43755.31,302.5,Flank
228,11/21/2014,NO 15/9-F-1 C,220.1,108.33,184.11,0.0,50.93,35.99,59.96,7.57,283.6,43675.5,300.66,Flank
229,11/22/2014,NO 15/9-F-1 C,219.92,108.33,183.98,0.0,50.93,35.93,57.61,7.51,283.17,43476.89,300.48,Flank
230,11/23/2014,NO 15/9-F-1 C,221.06,108.19,186.41,0.0,50.85,34.65,56.58,6.22,272.89,42663.27,299.46,Flank
237,11/30/2014,NO 15/9-F-1 C,247.36,105.83,208.74,0.0,35.12,38.62,34.17,32.54,1.26,250.79,1.23,Flank
238,12/1/2014,NO 15/9-F-1 C,255.41,105.65,248.87,0.0,56.64,6.54,20.87,2.26,120.29,25857.08,183.44,Flank
269,1/1/2015,NO 15/9-F-1 C,298.44,105.3,192.41,0.0,44.0,106.03,21.34,77.95,94.01,16782.38,65.19,Flank
270,1/2/2015,NO 15/9-F-1 C,292.15,107.43,191.89,0.0,45.95,100.26,45.62,71.46,790.87,118908.67,299.67,Flank
271,1/3/2015,NO 15/9-F-1 C,279.99,107.9,184.55,0.0,47.8,95.44,60.85,66.34,916.81,148644.1,345.31,Flank
272,1/4/2015,NO 15/9-F-1 C,271.3,107.91,184.71,0.0,47.71,86.59,57.44,57.67,788.73,115569.52,400.83,Flank
273,1/5/2015,NO 15/9-F-1 C,265.07,107.94,183.38,0.0,47.87,81.69,56.25,52.7,790.15,115433.13,405.58,Flank
274,1/6/2015,NO 15/9-F-1 C,258.83,107.95,182.74,0.0,47.97,76.08,59.49,47.36,783.85,113935.04,411.88,Flank
275,1/7/2015,NO 15/9-F-1 C,254.71,107.88,183.96,0.0,47.38,70.75,53.0,42.01,574.29,84034.22,461.44,Flank
276,1/8/2015,NO 15/9-F-1 C,251.04,107.88,182.46,0.0,48.11,68.58,54.21,39.64,626.39,90849.23,512.88,Flank
277,1/9/2015,NO 15/9-F-1 C,247.72,107.56,188.74,0.0,36.35,58.99,48.26,31.62,355.75,51609.08,282.81,Flank
278,1/10/2015,NO 15/9-F-1 C,244.41,107.64,179.18,0.0,40.79,65.23,54.09,38.02,422.91,61324.12,311.75,Flank
279,1/11/2015,NO 15/9-F-1 C,243.65,107.79,183.95,0.0,47.87,59.7,54.04,30.23,486.97,70280.92,366.9,Flank
280,1/12/2015,NO 15/9-F-1 C,239.91,107.88,177.74,0.0,49.04,62.17,53.4,32.88,597.29,86569.34,418.66,Flank
281,1/13/2015,NO 15/9-F-1 C,234.21,107.91,174.7,0.0,50.16,59.51,56.32,30.12,610.33,88850.28,425.68,Flank
282,1/14/2015,NO 15/9-F-1 C,230.07,107.54,188.15,0.0,55.8,41.93,43.7,17.78,580.74,85171.1,438.07,Flank
283,1/15/2015,NO 15/9-F-1 C,230.81,107.82,184.95,0.0,50.54,45.86,53.75,23.55,461.02,66952.09,329.92,Flank
284,1/16/2015,NO 15/9-F-1 C,229.09,107.82,178.17,0.0,48.99,50.92,52.48,21.42,453.09,64393.57,307.31,Flank
285,1/17/2015,NO 15/9-F-1 C,228.88,107.82,178.5,0.0,48.97,50.39,52.67,20.97,418.97,61533.75,292.68,Flank
286,1/18/2015,NO 15/9-F-1 C,228.88,107.82,178.5,0.0,48.97,50.39,52.67,20.97,442.16,64668.4,292.77,Flank
287,1/19/2015,NO 15/9-F-1 C,228.88,107.82,178.5,0.0,48.97,50.39,52.67,20.97,447.32,65213.05,295.52,Flank
288,1/20/2015,NO 15/9-F-1 C,224.08,107.21,173.06,0.0,29.4,51.01,52.24,20.41,226.24,33090.82,180.33,Flank
289,1/21/2015,NO 15/9-F-1 C,226.79,106.09,208.58,0.0,18.77,18.21,18.18,0.41,7.64,1121.79,5.62,Flank
308,2/9/2015,NO 15/9-F-1 C,273.93,107.04,222.66,0.0,21.28,51.26,42.99,23.07,125.26,20461.25,471.47,Flank
309,2/10/2015,NO 15/9-F-1 C,266.95,107.8,205.71,0.0,48.9,61.24,62.48,32.59,402.41,61862.19,663.83,Flank
310,2/11/2015,NO 15/9-F-1 C,259.99,107.91,199.3,0.0,48.96,60.69,56.31,32.16,474.1,72529.77,557.04,Flank
