DATEPRD,WELL_BORE_CODE,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
9/11/2015,NO 15/9-F-12 H,0.00,0.00,29.44,12.59,100.00,29.44,79.98,0.75,409.62,61631.70,1232.89
9/12/2015,NO 15/9-F-12 H,0.00,0.00,29.48,12.49,100.00,29.48,79.12,0.81,415.13,61562.68,1221.56
9/13/2015,NO 15/9-F-12 H,0.00,0.00,29.38,12.51,100.00,29.38,80.28,0.68,411.61,60921.60,1222.93
9/14/2015,NO 15/9-F-12 H,0.00,0.00,29.37,12.39,100.00,29.37,79.89,0.68,400.78,60120.84,1217.74
9/15/2015,NO 15/9-F-12 H,0.00,0.00,29.39,12.42,100.00,29.39,80.57,0.67,414.94,61485.55,1212.41
9/16/2015,NO 15/9-F-12 H,0.00,0.00,29.32,12.41,100.00,29.32,81.03,0.62,418.98,61801.05,1207.21
9/17/2015,NO 15/9-F-12 H,0.00,0.00,29.16,12.30,100.00,29.16,81.13,0.43,414.92,61630.32,1216.42
9/18/2015,NO 15/9-F-12 H,0.00,0.00,29.13,12.24,100.00,29.13,81.25,0.40,431.60,63144.89,1133.46
9/19/2015,NO 15/9-F-12 H,0.00,0.00,29.17,12.23,100.00,29.17,81.35,0.39,419.13,61158.04,1111.84
9/20/2015,NO 15/9-F-12 H,0.00,0.00,29.26,12.29,100.00,29.26,81.48,0.41,401.25,60289.88,1052.88
9/21/2015,NO 15/9-F-12 H,0.00,0.00,29.34,12.20,100.00,29.34,81.06,0.61,424.75,64015.15,1091.25
9/22/2015,NO 15/9-F-12 H,0.00,0.00,34.85,11.39,68.65,34.85,74.77,5.06,350.77,54818.62,909.36
9/23/2015,NO 15/9-F-12 H,0.00,0.00,29.58,12.18,100.00,29.58,80.97,0.52,426.96,64382.83,1175.76
9/24/2015,NO 15/9-F-12 H,0.00,0.00,29.87,12.09,100.00,29.87,79.45,0.72,426.30,64254.29,1194.73
9/25/2015,NO 15/9-F-12 H,0.00,0.00,29.70,12.01,100.00,29.70,80.00,0.53,423.33,64601.70,1195.45
9/26/2015,NO 15/9-F-12 H,0.00,0.00,29.50,12.12,100.00,29.50,80.91,0.38,424.50,64126.09,1191.23
9/27/2015,NO 15/9-F-12 H,0.00,0.00,29.61,12.17,100.00,29.61,80.91,0.51,419.13,64125.17,1189.71
9/28/2015,NO 15/9-F-12 H,0.00,0.00,29.90,12.03,100.00,29.90,79.75,0.74,417.56,63498.91,1183.76
9/29/2015,NO 15/9-F-12 H,0.00,0.00,29.85,11.95,97.92,29.85,78.72,0.79,416.21,63438.54,1130.32
9/30/2015,NO 15/9-F-12 H,0.00,0.00,29.57,12.03,97.92,29.57,79.79,0.56,385.85,58582.77,1105.77
10/1/2015,NO 15/9-F-12 H,0.00,0.00,28.61,12.06,100.00,28.61,80.60,0.53,391.95,59617.51,1142.57
10/2/2015,NO 15/9-F-12 H,0.00,0.00,26.57,12.13,100.00,26.57,81.66,0.58,408.03,61964.74,1175.53
10/3/2015,NO 15/9-F-12 H,0.00,0.00,26.61,12.15,100.00,26.61,81.57,0.63,404.51,61605.55,1210.31
10/4/2015,NO 15/9-F-12 H,0.00,0.00,26.46,12.24,97.92,26.46,82.27,0.47,402.23,60879.64,1194.95
10/5/2015,NO 15/9-F-12 H,0.00,0.00,26.76,12.10,100.00,26.76,80.77,0.79,399.95,60963.68,1203.89
10/6/2015,NO 15/9-F-12 H,0.00,0.00,26.95,11.90,100.00,26.95,78.20,0.97,397.87,60771.58,1202.05
10/7/2015,NO 15/9-F-12 H,0.00,0.00,26.99,11.84,100.00,26.99,77.68,1.00,399.04,60539.93,1194.88
10/8/2015,NO 15/9-F-12 H,0.00,0.00,26.65,11.92,100.00,26.65,79.48,0.77,393.22,60119.93,1193.00
10/9/2015,NO 15/9-F-12 H,0.00,0.00,26.31,12.20,100.00,26.31,81.77,0.51,400.26,60494.36,1210.66
10/10/2015,NO 15/9-F-12 H,0.00,0.00,26.58,12.12,100.00,26.58,81.51,0.61,399.08,60427.91,1218.66
10/11/2015,NO 15/9-F-12 H,0.00,0.00,26.85,11.99,100.00,26.85,80.56,0.75,400.33,60582.52,1217.09
10/12/2015,NO 15/9-F-12 H,0.00,0.00,26.90,11.98,100.00,26.90,80.24,0.77,395.79,60327.54,1219.15
10/13/2015,NO 15/9-F-12 H,0.00,0.00,28.06,11.96,90.67,28.06,79.62,1.42,347.60,53518.60,1186.21
10/14/2015,NO 15/9-F-12 H,0.00,0.00,27.41,12.11,100.00,27.41,80.42,0.61,387.47,58262.34,1234.81
10/15/2015,NO 15/9-F-12 H,0.00,0.00,28.45,12.01,100.00,28.45,79.88,0.54,385.64,58955.08,1215.47
10/16/2015,NO 15/9-F-12 H,0.00,0.00,26.47,12.14,100.00,26.47,81.74,0.45,396.94,59902.76,1278.45
10/17/2015,NO 15/9-F-12 H,0.00,0.00,26.42,12.04,100.00,26.42,82.03,0.42,392.73,58958.31,1248.71
10/18/2015,NO 15/9-F-12 H,0.00,0.00,26.30,12.05,100.00,26.30,82.16,0.43,394.25,58672.87,1240.70
10/19/2015,NO 15/9-F-12 H,0.00,0.00,26.53,12.02,100.00,26.53,81.87,0.42,382.11,57364.85,1221.64
10/20/2015,NO 15/9-F-12 H,0.00,0.00,26.70,11.93,100.00,26.70,81.33,0.53,382.77,57398.32,1184.90
10/21/2015,NO 15/9-F-12 H,0.00,0.00,26.82,11.82,100.00,26.82,79.74,0.76,380.09,56999.14,1209.43
10/22/2015,NO 15/9-F-12 H,0.00,0.00,26.75,14.86,100.00,26.75,79.27,0.72,379.88,56834.85,1150.03
10/23/2015,NO 15/9-F-12 H,0.00,0.00,26.65,20.03,100.00,26.65,80.00,0.70,375.30,56481.09,1182.47
10/24/2015,NO 15/9-F-12 H,0.00,0.00,26.94,19.93,99.95,26.94,79.73,0.73,370.78,56169.38,1267.92
10/25/2015,NO 15/9-F-12 H,0.00,0.00,26.75,19.93,100.00,26.75,80.09,0.61,391.93,58579.99,1274.34
10/26/2015,NO 15/9-F-12 H,0.00,0.00,26.73,19.98,100.00,26.73,80.04,0.84,342.90,56227.27,1263.48
10/27/2015,NO 15/9-F-12 H,0.00,0.00,26.73,20.07,100.00,26.73,80.86,0.74,342.74,56056.24,1277.12
10/28/2015,NO 15/9-F-12 H,0.00,0.00,27.14,20.01,100.00,27.14,79.50,0.91,372.18,59801.33,1344.66
10/29/2015,NO 15/9-F-12 H,0.00,0.00,29.60,19.60,77.57,29.60,76.80,3.12,316.07,48698.41,1180.53
10/30/2015,NO 15/9-F-12 H,0.00,0.00,29.90,19.55,89.99,29.90,79.05,1.93,365.26,57232.37,1325.30
10/31/2015,NO 15/9-F-12 H,0.00,0.00,27.15,20.14,100.00,27.15,80.75,0.98,389.73,66920.06,1482.21
11/1/2015,NO 15/9-F-12 H,0.00,0.00,27.13,20.28,100.00,27.13,81.09,0.93,393.43,66533.82,1422.59
11/2/2015,NO 15/9-F-12 H,0.00,0.00,28.28,20.19,94.02,28.28,79.95,1.53,375.46,63223.60,1186.68
11/3/2015,NO 15/9-F-12 H,0.00,0.00,27.73,20.29,99.99,27.73,80.54,0.93,376.81,58417.98,1199.06
11/4/2015,NO 15/9-F-12 H,0.00,0.00,27.93,20.26,100.00,27.93,81.20,0.80,390.01,59143.73,1208.11
11/5/2015,NO 15/9-F-12 H,0.00,0.00,28.23,19.99,100.00,28.23,80.66,0.76,394.87,59246.56,1238.86
11/6/2015,NO 15/9-F-12 H,0.00,0.00,27.53,19.83,100.00,27.53,80.79,0.73,363.73,55607.87,1252.86
11/7/2015,NO 15/9-F-12 H,0.00,0.00,27.31,19.76,100.00,27.31,80.63,0.56,357.88,55004.01,1247.99
11/8/2015,NO 15/9-F-12 H,0.00,0.00,27.44,19.59,100.00,27.44,79.46,0.71,348.14,53532.85,1264.41
11/9/2015,NO 15/9-F-12 H,0.00,0.00,27.44,19.49,100.00,27.44,78.58,0.68,322.03,49467.95,1255.77
11/10/2015,NO 15/9-F-12 H,0.00,0.00,27.15,19.69,100.00,27.15,80.30,0.57,319.06,49289.21,1269.71
11/11/2015,NO 15/9-F-12 H,0.00,0.00,26.52,19.82,100.00,26.52,80.35,0.71,335.83,50984.34,1306.36
11/12/2015,NO 15/9-F-12 H,0.00,0.00,26.63,19.75,100.00,26.63,79.77,0.80,393.73,60052.27,1322.63
11/13/2015,NO 15/9-F-12 H,0.00,0.00,26.91,19.72,100.00,26.91,79.29,0.76,390.97,59760.73,1309.18
11/14/2015,NO 15/9-F-12 H,0.00,0.00,26.43,19.74,100.00,26.43,80.80,0.61,399.34,61133.77,1326.71
11/15/2015,NO 15/9-F-12 H,0.00,0.00,26.56,20.04,100.00,26.56,81.88,0.47,401.44,60496.13,1405.19
11/16/2015,NO 15/9-F-12 H,0.00,0.00,27.13,19.76,97.92,27.13,79.49,0.80,400.74,60493.04,1325.88
11/17/2015,NO 15/9-F-12 H,0.00,0.00,27.10,19.72,100.00,27.10,78.93,0.79,398.69,60170.58,1278.83
11/18/2015,NO 15/9-F-12 H,0.00,0.00,26.51,19.86,100.00,26.51,81.52,0.53,394.48,61101.50,1281.40
11/19/2015,NO 15/9-F-12 H,0.00,0.00,26.20,19.82,100.00,26.20,81.86,0.42,406.60,62809.48,1285.03
11/20/2015,NO 15/9-F-12 H,0.00,0.00,27.02,19.69,100.00,27.02,80.88,0.54,389.28,60057.81,1257.62
11/21/2015,NO 15/9-F-12 H,0.00,0.00,27.78,19.44,100.00,27.78,80.52,0.44,400.07,61517.28,1231.50
11/22/2015,NO 15/9-F-12 H,0.00,0.00,27.87,19.49,100.00,27.87,80.88,0.37,389.20,59611.65,1250.49
11/23/2015,NO 15/9-F-12 H,0.00,0.00,27.98,19.48,100.00,27.98,79.70,0.68,390.20,59372.00,1255.35
11/24/2015,NO 15/9-F-12 H,0.00,0.00,27.82,19.41,100.00,27.82,80.48,0.43,386.75,58598.81,1202.79
11/25/2015,NO 15/9-F-12 H,0.00,0.00,27.85,19.30,100.00,27.85,80.40,0.44,382.54,58129.04,1187.88
11/26/2015,NO 15/9-F-12 H,0.00,0.00,27.93,19.30,100.00,27.93,79.33,0.65,379.98,57895.50,1200.68
11/27/2015,NO 15/9-F-12 H,0.00,0.00,28.12,19.20,100.00,28.12,78.68,0.62,377.07,57006.24,1182.24
11/28/2015,NO 15/9-F-12 H,0.00,0.00,28.06,19.09,100.00,28.06,78.70,0.62,373.94,57355.08,1175.43
11/29/2015,NO 15/9-F-12 H,0.00,0.00,27.96,19.00,100.00,27.96,79.07,0.53,370.09,56423.53,1173.32
11/30/2015,NO 15/9-F-12 H,0.00,0.00,27.72,18.97,100.00,27.72,79.76,0.40,367.12,55874.99,1157.95
12/1/2015,NO 15/9-F-12 H,0.00,0.00,27.83,19.04,100.00,27.83,79.85,0.52,361.85,55375.53,1145.37
12/2/2015,NO 15/9-F-12 H,0.00,0.00,28.15,18.96,100.00,28.15,78.11,0.63,360.29,54723.82,1143.32
12/3/2015,NO 15/9-F-12 H,0.00,0.00,28.07,19.01,100.00,28.07,79.56,0.54,361.40,55111.36,1149.20
12/4/2015,NO 15/9-F-12 H,0.00,0.00,27.43,18.97,100.00,27.43,79.01,0.57,355.13,56582.39,1186.11
12/5/2015,NO 15/9-F-12 H,0.00,0.00,27.64,18.99,100.00,27.64,77.63,0.70,371.07,57219.13,1213.66
12/6/2015,NO 15/9-F-12 H,0.00,0.00,27.40,19.07,100.00,27.40,79.98,0.49,365.87,56275.27,1238.84
12/7/2015,NO 15/9-F-12 H,0.00,0.00,27.63,19.24,100.00,27.63,80.38,0.54,369.25,56949.17,1257.13
12/8/2015,NO 15/9-F-12 H,0.00,0.00,28.14,19.21,100.00,28.14,79.14,0.82,367.88,56673.83,1262.51
12/9/2015,NO 15/9-F-12 H,0.00,0.00,27.94,19.03,65.09,27.94,78.57,1.37,155.48,24240.13,681.04
12/10/2015,NO 15/9-F-12 H,0.00,0.00,27.20,19.29,100.00,27.20,78.38,0.85,413.59,62259.65,1510.79
12/11/2015,NO 15/9-F-12 H,0.00,0.00,27.10,19.41,100.00,27.10,80.26,0.61,384.79,58597.71,1324.56
12/12/2015,NO 15/9-F-12 H,0.00,0.00,26.97,19.46,100.00,26.97,81.31,0.44,377.79,57294.53,1240.70
12/13/2015,NO 15/9-F-12 H,0.00,0.00,26.93,19.43,100.00,26.93,81.20,0.48,371.78,56265.98,1215.30
12/14/2015,NO 15/9-F-12 H,0.00,0.00,27.07,19.36,100.00,27.07,80.07,0.70,368.62,55940.46,1216.71
12/15/2015,NO 15/9-F-12 H,0.00,0.00,27.00,19.23,100.00,27.00,79.46,0.72,366.55,55491.07,1255.01
12/16/2015,NO 15/9-F-12 H,0.00,0.00,27.02,19.11,100.00,27.02,79.48,0.78,361.65,55082.84,1244.59
12/17/2015,NO 15/9-F-12 H,0.00,0.00,27.00,19.17,100.00,27.00,79.00,0.77,364.64,55205.88,1244.17
12/18/2015,NO 15/9-F-12 H,0.00,0.00,27.04,19.08,100.00,27.04,78.01,0.83,359.13,54634.70,1245.38
12/19/2015,NO 15/9-F-12 H,0.00,0.00,26.95,19.03,100.00,26.95,78.48,0.80,356.43,54133.41,1225.53
12/20/2015,NO 15/9-F-12 H,0.00,0.00,26.91,18.96,100.00,26.91,78.07,0.79,351.17,53611.68,1218.40
12/21/2015,NO 15/9-F-12 H,0.00,0.00,26.89,18.87,100.00,26.89,77.70,0.79,349.40,53148.46,1210.70
12/22/2015,NO 15/9-F-12 H,0.00,0.00,26.87,18.86,100.00,26.87,78.35,0.76,345.58,52658.15,1204.94
12/23/2015,NO 15/9-F-12 H,0.00,0.00,26.63,18.80,97.92,26.63,77.57,0.81,344.54,52754.91,1215.11
12/24/2015,NO 15/9-F-12 H,0.00,0.00,26.54,18.76,100.00,26.54,77.87,0.81,341.77,52540.47,1202.13
12/25/2015,NO 15/9-F-12 H,0.00,0.00,26.29,18.79,100.00,26.29,79.19,0.56,340.83,52027.36,1191.58
12/26/2015,NO 15/9-F-12 H,0.00,0.00,26.34,18.76,100.00,26.34,78.97,0.65,337.53,51885.50,1193.96
12/27/2015,NO 15/9-F-12 H,0.00,0.00,26.45,18.66,100.00,26.45,78.56,0.62,329.95,51591.05,1169.53
12/28/2015,NO 15/9-F-12 H,0.00,0.00,26.45,18.66,97.92,26.45,78.49,0.78,332.55,51266.00,1180.42
12/29/2015,NO 15/9-F-12 H,0.00,0.00,26.51,18.57,100.00,26.51,78.00,0.83,330.81,51165.05,1171.95
12/30/2015,NO 15/9-F-12 H,0.00,0.00,26.57,18.54,100.00,26.57,77.74,0.89,330.63,51016.32,1164.26
12/31/2015,NO 15/9-F-12 H,0.00,0.00,26.49,18.59,100.00,26.49,78.44,0.79,328.02,50731.37,1165.10
1/1/2016,NO 15/9-F-12 H,0.00,0.00,26.39,18.67,100.00,26.39,79.26,0.69,326.82,50295.29,1160.83
1/2/2016,NO 15/9-F-12 H,0.00,0.00,26.72,18.46,100.00,26.72,77.27,0.85,319.90,49664.22,1148.87
1/3/2016,NO 15/9-F-12 H,0.00,0.00,37.82,16.97,70.95,37.82,64.54,2.41,225.77,34907.52,845.48
1/4/2016,NO 15/9-F-12 H,0.00,0.00,33.66,16.37,76.12,33.66,63.64,5.66,254.52,41294.33,1125.35
1/5/2016,NO 15/9-F-12 H,0.00,0.00,26.68,18.41,100.00,26.68,77.13,0.90,323.41,52239.81,1255.97
1/6/2016,NO 15/9-F-12 H,0.00,0.00,26.75,18.50,100.00,26.75,77.97,0.85,318.97,51927.90,1351.95
1/7/2016,NO 15/9-F-12 H,0.00,0.00,26.72,18.49,100.00,26.72,76.78,0.93,320.53,51868.43,1256.99
1/8/2016,NO 15/9-F-12 H,0.00,0.00,26.80,18.63,100.00,26.80,78.08,0.79,322.82,51673.95,1277.84
1/9/2016,NO 15/9-F-12 H,0.00,0.00,26.95,18.65,100.00,26.95,77.08,0.90,323.93,51878.01,1278.87
1/10/2016,NO 15/9-F-12 H,0.00,0.00,26.97,18.70,100.00,26.97,77.23,0.88,324.93,52097.68,1289.19
1/11/2016,NO 15/9-F-12 H,0.00,0.00,27.08,18.90,100.00,27.08,79.20,0.81,328.19,52427.52,1295.67
1/12/2016,NO 15/9-F-12 H,0.00,0.00,26.92,19.10,100.00,26.92,80.55,0.58,329.82,52576.92,1322.23
1/13/2016,NO 15/9-F-12 H,0.00,0.00,28.47,18.89,90.17,28.47,79.32,1.86,294.84,47019.55,1294.21
1/14/2016,NO 15/9-F-12 H,0.00,0.00,27.20,19.17,100.00,27.20,80.24,0.62,332.95,51353.61,1354.36
1/15/2016,NO 15/9-F-12 H,0.00,0.00,26.87,19.11,100.00,26.87,80.07,0.61,332.78,51813.97,1424.95
1/16/2016,NO 15/9-F-12 H,0.00,0.00,26.59,19.01,100.00,26.59,80.61,0.54,330.91,51360.33,1358.12
1/17/2016,NO 15/9-F-12 H,0.00,0.00,26.41,19.23,100.00,26.41,81.21,0.47,327.47,50817.22,1313.50
1/18/2016,NO 15/9-F-12 H,0.00,0.00,26.63,19.04,100.00,26.63,80.58,0.61,325.02,50602.10,1362.52
1/19/2016,NO 15/9-F-12 H,0.00,0.00,26.72,18.93,100.00,26.72,80.70,0.47,315.31,48940.52,1370.03
1/20/2016,NO 15/9-F-12 H,0.00,0.00,27.94,18.63,84.53,27.94,79.05,1.10,264.18,42853.36,1240.87
1/21/2016,NO 15/9-F-12 H,0.00,0.00,28.35,18.79,100.00,28.35,78.90,0.72,303.82,47188.53,1348.28
1/22/2016,NO 15/9-F-12 H,0.00,0.00,28.19,18.59,100.00,28.19,77.27,0.88,290.20,45749.45,1227.50
1/23/2016,NO 15/9-F-12 H,0.00,0.00,27.17,18.74,100.00,27.17,77.99,0.76,299.33,46536.96,1265.92
1/24/2016,NO 15/9-F-12 H,0.00,0.00,26.48,18.85,100.00,26.48,79.79,0.76,302.85,46869.62,1262.74
1/25/2016,NO 15/9-F-12 H,0.00,0.00,30.09,18.26,76.07,30.09,74.87,3.51,303.88,40376.82,1105.63
1/26/2016,NO 15/9-F-12 H,0.00,0.00,30.60,17.67,80.91,30.60,71.21,3.80,271.65,43123.29,1166.41
1/27/2016,NO 15/9-F-12 H,0.00,0.00,26.18,18.80,100.00,26.18,80.30,0.43,307.97,47526.47,1265.89
1/28/2016,NO 15/9-F-12 H,0.00,0.00,26.44,18.59,100.00,26.44,78.34,0.70,293.86,45946.31,1257.40
1/29/2016,NO 15/9-F-12 H,0.00,0.00,26.56,18.47,100.00,26.56,77.20,0.82,295.25,45875.97,1256.29
1/30/2016,NO 15/9-F-12 H,0.00,0.00,26.53,18.41,100.00,26.53,77.35,0.76,293.69,45578.36,1250.26
1/31/2016,NO 15/9-F-12 H,0.00,0.00,26.16,18.55,100.00,26.16,79.97,0.42,289.41,44956.04,1235.74
2/1/2016,NO 15/9-F-12 H,0.00,0.00,26.53,18.47,100.00,26.53,77.65,0.75,286.59,44778.31,1236.70
2/2/2016,NO 15/9-F-12 H,0.00,0.00,26.55,18.33,100.00,26.55,77.12,0.69,286.73,44520.06,1229.05
2/3/2016,NO 15/9-F-12 H,0.00,0.00,26.46,18.40,100.00,26.46,79.23,0.55,281.83,44197.93,1213.80
2/4/2016,NO 15/9-F-12 H,0.00,0.00,28.88,18.09,83.15,28.88,76.36,2.80,243.73,38393.87,1082.17
2/5/2016,NO 15/9-F-12 H,0.00,0.00,26.75,18.37,99.95,26.75,77.10,0.82,288.65,45515.23,1264.81
2/6/2016,NO 15/9-F-12 H,0.00,0.00,26.49,18.42,100.00,26.49,77.99,0.73,283.74,43974.14,1234.42
2/7/2016,NO 15/9-F-12 H,0.00,0.00,26.74,18.33,100.00,26.74,76.54,0.87,277.35,43991.25,1224.93
2/8/2016,NO 15/9-F-12 H,0.00,0.00,26.68,18.39,100.00,26.68,77.93,0.65,276.80,43975.84,1216.44
2/9/2016,NO 15/9-F-12 H,0.00,0.00,26.75,18.45,100.00,26.75,79.01,0.55,278.15,44418.83,1224.18
2/10/2016,NO 15/9-F-12 H,0.00,0.00,26.88,18.51,100.00,26.88,79.97,0.33,274.69,42599.89,1202.85
2/11/2016,NO 15/9-F-12 H,0.00,0.00,27.53,18.37,100.00,27.53,78.99,0.40,278.41,43352.36,1179.17
2/12/2016,NO 15/9-F-12 H,0.00,0.00,27.82,18.28,100.00,27.82,77.37,0.62,263.09,40780.04,1183.47
2/13/2016,NO 15/9-F-12 H,0.00,0.00,27.65,18.43,100.00,27.65,79.24,0.39,255.45,39730.93,1181.58
2/14/2016,NO 15/9-F-12 H,0.00,0.00,27.87,18.34,100.00,27.87,78.92,0.44,260.26,40811.27,1157.07
2/15/2016,NO 15/9-F-12 H,0.00,0.00,27.72,18.27,100.00,27.72,79.04,0.38,259.40,40483.27,1152.92
2/16/2016,NO 15/9-F-12 H,0.00,0.00,28.15,18.17,100.00,28.15,75.99,1.00,256.59,40231.91,1148.48
2/17/2016,NO 15/9-F-12 H,0.00,0.00,28.25,18.09,100.00,28.25,75.78,1.07,255.84,39908.53,1136.12
2/18/2016,NO 15/9-F-12 H,0.00,0.00,27.89,18.36,100.00,27.89,78.66,0.68,251.19,39495.82,1130.39
2/19/2016,NO 15/9-F-12 H,0.00,0.00,28.03,18.20,100.00,28.03,76.56,1.06,242.83,38184.21,1152.60
2/20/2016,NO 15/9-F-12 H,0.00,0.00,27.56,18.15,100.00,27.56,77.76,0.78,250.99,39000.78,1174.30
2/21/2016,NO 15/9-F-12 H,0.00,0.00,27.57,18.15,100.00,27.57,78.38,0.76,238.95,37984.39,1182.60
2/22/2016,NO 15/9-F-12 H,0.00,0.00,26.97,18.32,100.00,26.97,79.91,0.65,243.52,39071.08,1217.62
2/23/2016,NO 15/9-F-12 H,0.00,0.00,27.15,18.35,100.00,27.15,79.65,0.75,243.30,38914.99,1229.45
2/24/2016,NO 15/9-F-12 H,0.00,0.00,27.17,18.45,100.00,27.17,80.06,0.70,242.50,38611.18,1249.35
2/25/2016,NO 15/9-F-12 H,0.00,0.00,27.57,18.56,100.00,27.57,80.24,0.69,247.63,39223.00,1274.68
2/26/2016,NO 15/9-F-12 H,0.00,0.00,26.48,18.92,100.00,26.48,81.85,0.67,269.16,43492.47,1314.59
2/27/2016,NO 15/9-F-12 H,0.00,0.00,26.67,19.01,100.00,26.67,82.16,0.71,267.49,43321.06,1317.41
2/28/2016,NO 15/9-F-12 H,0.00,0.00,26.84,19.07,100.00,26.84,82.42,0.66,270.65,43425.40,1321.08
2/29/2016,NO 15/9-F-12 H,0.00,0.00,27.34,18.95,100.00,27.34,80.72,1.13,268.61,43161.06,1421.23
3/1/2016,NO 15/9-F-12 H,0.00,0.00,27.41,18.79,100.00,27.41,79.86,1.10,272.84,42974.23,1360.94
3/2/2016,NO 15/9-F-12 H,0.00,0.00,27.00,19.08,100.00,27.00,81.95,0.66,268.90,42430.89,1358.12
3/3/2016,NO 15/9-F-12 H,0.00,0.00,26.96,19.11,100.00,26.96,82.43,0.64,266.08,42263.96,1351.40
3/4/2016,NO 15/9-F-12 H,0.00,0.00,27.05,19.07,100.00,27.05,81.89,0.79,264.09,41885.13,1340.14
3/5/2016,NO 15/9-F-12 H,0.00,0.00,26.89,19.07,100.00,26.89,81.95,0.70,260.42,41455.96,1342.23
3/6/2016,NO 15/9-F-12 H,0.00,0.00,26.86,19.00,100.00,26.86,81.95,0.66,260.01,41228.63,1339.30
3/7/2016,NO 15/9-F-12 H,0.00,0.00,26.76,18.95,100.00,26.76,82.07,0.54,257.30,40949.12,1330.17
3/8/2016,NO 15/9-F-12 H,0.00,0.00,27.09,18.93,100.00,27.09,80.89,0.80,254.39,40657.44,1320.73
3/9/2016,NO 15/9-F-12 H,0.00,0.00,27.14,18.89,100.00,27.14,81.21,0.78,251.09,40205.36,1313.19
3/10/2016,NO 15/9-F-12 H,0.00,0.00,27.07,18.90,100.00,27.07,81.33,0.73,250.98,39803.44,1308.19
3/11/2016,NO 15/9-F-12 H,0.00,0.00,27.30,18.78,100.00,27.30,80.31,0.94,247.77,39556.38,1300.11
3/12/2016,NO 15/9-F-12 H,0.00,0.00,26.96,18.74,100.00,26.96,79.86,0.98,247.14,39480.12,1376.86
3/13/2016,NO 15/9-F-12 H,0.00,0.00,27.49,18.80,100.00,27.49,79.98,0.87,238.35,38731.25,1298.09
3/14/2016,NO 15/9-F-12 H,0.00,0.00,26.25,19.03,100.00,26.25,82.17,0.53,245.19,39218.47,1326.14
3/15/2016,NO 15/9-F-12 H,0.00,0.00,26.20,18.92,100.00,26.20,82.37,0.48,243.12,38989.03,1321.76
3/16/2016,NO 15/9-F-12 H,0.00,0.00,26.20,18.96,100.00,26.20,82.41,0.48,245.90,39731.66,1316.25
3/17/2016,NO 15/9-F-12 H,0.00,0.00,26.20,21.44,100.00,26.20,82.49,0.48,233.53,37544.12,1234.49
3/18/2016,NO 15/9-F-12 H,0.00,0.00,26.36,21.70,100.00,26.36,82.33,0.47,230.16,37595.67,1305.25
3/19/2016,NO 15/9-F-12 H,0.00,0.00,26.26,21.68,100.00,26.26,82.26,0.50,228.00,37464.58,1319.15
3/20/2016,NO 15/9-F-12 H,0.00,0.00,26.37,21.63,100.00,26.37,82.16,0.47,229.51,37272.87,1315.44
3/21/2016,NO 15/9-F-12 H,0.00,0.00,26.55,21.59,100.00,26.55,82.05,0.43,227.01,37095.49,1300.19
3/22/2016,NO 15/9-F-12 H,0.00,0.00,26.51,21.66,100.00,26.51,82.27,0.41,219.85,35522.65,1290.22
3/23/2016,NO 15/9-F-12 H,0.00,0.00,26.72,21.78,100.00,26.72,82.19,0.50,218.29,35045.02,1292.83
3/24/2016,NO 15/9-F-12 H,0.00,0.00,27.08,21.60,100.00,27.08,80.35,0.80,219.77,35639.64,1295.03
3/25/2016,NO 15/9-F-12 H,0.00,0.00,26.74,21.59,100.00,26.74,81.40,0.67,220.90,36014.69,1296.23
3/26/2016,NO 15/9-F-12 H,0.00,0.00,27.29,21.36,100.00,27.29,79.18,0.96,216.63,35611.64,1278.26
3/27/2016,NO 15/9-F-12 H,0.00,0.00,27.50,21.30,100.00,27.50,78.33,0.92,205.99,34246.40,1215.19
3/28/2016,NO 15/9-F-12 H,0.00,0.00,27.40,21.39,100.00,27.40,80.18,0.77,211.56,35021.70,1263.17
3/29/2016,NO 15/9-F-12 H,0.00,0.00,27.01,21.49,100.00,27.01,81.09,0.44,213.02,34900.56,1270.86
3/30/2016,NO 15/9-F-12 H,0.00,0.00,27.05,21.61,100.00,27.05,81.33,0.49,208.10,34088.48,1271.88
3/31/2016,NO 15/9-F-12 H,0.00,0.00,27.29,21.49,100.00,27.29,81.17,0.44,204.04,33268.98,1255.40
4/1/2016,NO 15/9-F-12 H,0.00,0.00,27.80,21.31,100.00,27.80,78.88,0.89,200.49,32603.01,1249.04
4/2/2016,NO 15/9-F-12 H,0.00,0.00,27.58,21.42,100.00,27.58,79.31,0.63,197.48,32515.74,1248.49
4/3/2016,NO 15/9-F-12 H,0.00,0.00,27.39,21.44,100.00,27.39,80.45,0.59,198.76,32522.78,1247.05
4/4/2016,NO 15/9-F-12 H,0.00,0.00,27.15,21.49,100.00,27.15,80.56,0.64,199.00,32328.85,1322.09
4/5/2016,NO 15/9-F-12 H,0.00,0.00,27.04,21.41,100.00,27.04,80.72,0.69,198.27,32479.15,1266.53
4/6/2016,NO 15/9-F-12 H,0.00,0.00,28.45,21.06,86.52,28.45,78.65,1.93,167.16,28126.12,1114.72
