DATEPRD,WELL_BORE_CODE,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
5/30/2016,NO 15/9-F-11 H,250.37,105.18,222.20,22.37,100.00,28.17,83.01,2.63,480.45,76199.17,2349.60
5/31/2016,NO 15/9-F-11 H,250.39,105.19,222.21,22.27,100.00,28.18,82.68,2.65,489.68,77897.32,2343.77
6/1/2016,NO 15/9-F-11 H,250.37,105.19,222.19,22.18,100.00,28.19,82.55,2.65,489.27,76878.71,2330.61
6/2/2016,NO 15/9-F-11 H,250.35,105.19,222.15,22.30,100.00,28.20,82.50,2.65,485.42,77442.24,2349.51
6/3/2016,NO 15/9-F-11 H,250.34,105.20,222.18,22.38,100.00,28.16,83.07,2.62,463.16,74343.51,2314.58
6/4/2016,NO 15/9-F-11 H,250.38,105.20,222.21,22.25,100.00,28.17,82.79,2.64,489.13,80371.59,2352.64
6/5/2016,NO 15/9-F-11 H,250.43,105.20,222.27,22.31,100.00,28.16,82.71,2.62,491.80,80234.77,2360.02
6/6/2016,NO 15/9-F-11 H,250.50,105.21,222.34,22.56,100.00,28.16,82.74,2.62,492.54,79982.42,2368.16
6/7/2016,NO 15/9-F-11 H,250.54,105.21,222.37,22.46,100.00,28.17,82.74,2.63,494.17,80486.75,2380.55
6/8/2016,NO 15/9-F-11 H,253.54,105.18,223.72,22.00,78.44,29.82,80.34,4.63,426.92,69683.88,2036.31
6/9/2016,NO 15/9-F-11 H,251.17,105.24,222.81,22.33,100.00,28.36,82.94,2.91,479.12,77818.32,2485.64
6/10/2016,NO 15/9-F-11 H,251.03,105.25,222.73,22.44,100.00,28.30,83.08,2.84,493.94,81192.07,2446.06
6/11/2016,NO 15/9-F-11 H,250.92,105.25,222.67,22.59,100.00,28.25,83.14,2.78,495.73,80192.98,2404.75
6/12/2016,NO 15/9-F-11 H,250.78,105.25,222.57,22.40,100.00,28.21,82.95,2.77,472.00,76026.54,2272.02
6/13/2016,NO 15/9-F-11 H,250.74,105.25,222.57,22.46,100.00,28.17,83.42,2.72,494.25,80182.85,2409.77
6/14/2016,NO 15/9-F-11 H,250.70,105.25,222.55,22.36,100.00,28.15,82.78,2.71,495.97,79860.67,2409.00
6/15/2016,NO 15/9-F-11 H,250.69,105.25,222.53,22.31,100.00,28.15,83.11,2.69,492.73,79493.02,2422.70
6/16/2016,NO 15/9-F-11 H,250.66,105.25,222.51,22.33,100.00,28.15,83.15,2.63,496.68,79918.69,2438.60
6/17/2016,NO 15/9-F-11 H,250.69,105.26,222.54,22.50,100.00,28.15,83.22,2.68,490.41,78134.85,2418.86
6/18/2016,NO 15/9-F-11 H,250.69,105.26,222.53,22.21,100.00,28.17,82.63,2.72,491.08,78573.17,2413.03
6/19/2016,NO 15/9-F-11 H,250.69,105.26,222.52,22.40,100.00,28.17,82.88,2.73,491.55,78442.19,2422.69
6/20/2016,NO 15/9-F-11 H,247.82,103.81,219.63,22.32,100.00,28.19,81.58,2.74,492.63,78467.31,2418.12
6/21/2016,NO 15/9-F-11 H,250.73,105.27,222.57,22.51,100.00,28.16,82.53,2.71,491.13,78381.17,2429.53
6/22/2016,NO 15/9-F-11 H,250.76,105.27,222.58,22.38,100.00,28.18,81.89,2.75,490.04,78391.38,2430.07
6/23/2016,NO 15/9-F-11 H,250.77,105.27,222.59,22.46,100.00,28.17,82.67,2.73,490.31,78656.21,2454.09
6/24/2016,NO 15/9-F-11 H,250.84,105.28,222.70,22.63,100.00,28.14,83.37,2.69,490.94,78364.01,2419.99
6/25/2016,NO 15/9-F-11 H,250.87,105.28,222.74,22.62,100.00,28.13,83.39,2.68,487.12,78052.04,2420.74
6/26/2016,NO 15/9-F-11 H,250.92,105.28,222.78,22.44,100.00,28.14,83.25,2.69,488.40,78362.91,2422.46
6/27/2016,NO 15/9-F-11 H,250.97,105.29,222.83,22.40,100.00,28.14,82.88,2.69,481.51,77240.09,2415.41
6/28/2016,NO 15/9-F-11 H,251.05,105.29,222.88,22.46,100.00,28.16,81.87,2.71,485.30,78043.95,2413.07
6/29/2016,NO 15/9-F-11 H,251.08,105.29,222.95,22.48,100.00,28.13,82.74,2.68,485.80,78097.95,2417.89
6/30/2016,NO 15/9-F-11 H,251.17,105.29,223.01,22.43,100.00,28.15,82.08,2.68,481.56,77814.98,2422.48
7/1/2016,NO 15/9-F-11 H,251.38,105.29,223.14,22.44,100.00,28.24,82.24,2.66,488.27,77684.41,2417.32
7/2/2016,NO 15/9-F-11 H,251.31,105.30,223.18,22.47,100.00,28.13,82.59,2.67,482.07,77663.20,2427.68
7/3/2016,NO 15/9-F-11 H,251.37,105.30,223.27,22.46,100.00,28.11,82.89,2.65,486.12,77217.98,2415.77
7/4/2016,NO 15/9-F-11 H,251.41,105.30,223.32,22.52,100.00,28.09,83.29,2.65,477.82,77190.38,2426.64
7/5/2016,NO 15/9-F-11 H,251.48,105.31,223.38,22.54,100.00,28.09,83.40,2.65,483.57,77293.43,2413.85
7/6/2016,NO 15/9-F-11 H,251.53,105.31,223.44,22.43,100.00,28.09,83.33,2.65,465.80,76843.54,2426.35
7/7/2016,NO 15/9-F-11 H,251.61,105.31,223.50,22.44,100.00,28.11,82.13,2.66,480.48,78857.14,2454.82
7/8/2016,NO 15/9-F-11 H,251.66,105.31,223.54,22.46,100.00,28.12,82.09,2.66,478.35,78935.39,2452.90
7/9/2016,NO 15/9-F-11 H,252.35,105.31,223.84,22.42,92.68,28.50,82.30,2.93,444.40,72610.92,1858.53
7/10/2016,NO 15/9-F-11 H,251.60,105.32,223.44,22.44,100.00,28.16,81.27,2.69,472.40,78137.98,2436.16
7/11/2016,NO 15/9-F-11 H,252.22,105.32,223.72,22.45,93.09,28.50,81.59,2.88,453.73,74947.78,2338.43
7/12/2016,NO 15/9-F-11 H,251.87,105.32,223.61,22.30,100.00,28.27,83.36,2.60,474.35,77265.65,2408.20
7/13/2016,NO 15/9-F-11 H,252.22,105.32,223.77,22.24,89.79,28.45,83.15,2.56,470.58,72789.07,2406.02
7/14/2016,NO 15/9-F-11 H,251.30,105.35,224.03,22.38,97.35,27.27,83.43,2.88,488.01,78089.89,2410.89
7/15/2016,NO 15/9-F-11 H,247.19,105.42,222.88,22.62,100.00,24.30,84.15,3.32,464.35,74336.40,2703.47
7/16/2016,NO 15/9-F-11 H,247.27,105.40,222.38,22.46,100.00,24.89,82.81,3.32,502.17,80344.62,2243.62
7/17/2016,NO 15/9-F-11 H,253.31,105.33,225.00,22.16,63.47,28.31,80.77,6.83,374.60,59977.03,1525.03
7/18/2016,NO 15/9-F-11 H,248.98,105.39,223.60,22.66,93.61,25.38,84.26,3.43,446.26,71429.00,2372.96
7/19/2016,NO 15/9-F-11 H,248.32,105.37,223.11,22.66,100.00,25.22,83.72,3.10,470.63,75306.65,2999.25
7/20/2016,NO 15/9-F-11 H,248.36,105.36,223.19,22.48,100.00,25.17,81.88,3.06,475.86,76109.00,2776.83
7/21/2016,NO 15/9-F-11 H,248.46,105.35,223.39,22.56,100.00,25.08,84.07,2.99,467.17,74752.70,2637.56
7/22/2016,NO 15/9-F-11 H,248.49,105.34,223.42,22.66,100.00,25.06,84.20,3.00,445.26,71244.20,2634.52
7/23/2016,NO 15/9-F-11 H,248.34,105.32,223.45,22.57,100.00,24.89,83.36,3.00,445.00,71195.81,2660.37
7/24/2016,NO 15/9-F-11 H,251.59,104.93,226.92,22.36,100.00,24.67,83.67,3.08,458.61,73375.70,2691.88
7/25/2016,NO 15/9-F-11 H,251.23,104.94,226.57,22.30,100.00,24.67,82.29,3.09,458.62,73372.47,2482.95
7/26/2016,NO 15/9-F-11 H,251.19,104.94,226.62,22.36,100.00,24.57,83.09,3.12,454.03,72624.96,2418.12
7/27/2016,NO 15/9-F-11 H,251.21,104.94,226.62,22.34,100.00,24.59,83.10,3.15,445.56,71291.08,2619.70
7/28/2016,NO 15/9-F-11 H,251.36,104.92,226.71,22.30,100.00,24.65,83.14,3.17,451.59,72253.60,2723.75
7/29/2016,NO 15/9-F-11 H,251.34,104.91,226.72,22.39,100.00,24.63,84.13,3.18,457.03,71716.05,2757.36
7/30/2016,NO 15/9-F-11 H,251.09,104.90,226.51,22.30,100.00,24.58,84.49,3.20,465.67,73786.24,2821.64
7/31/2016,NO 15/9-F-11 H,250.92,104.90,226.33,22.22,100.00,24.59,84.22,3.21,456.52,70805.20,2722.15
8/1/2016,NO 15/9-F-11 H,250.61,104.83,226.03,22.17,100.00,24.58,84.28,3.19,468.50,71208.09,2639.79
8/2/2016,NO 15/9-F-11 H,250.47,104.90,225.85,22.28,100.00,24.61,84.14,3.18,457.40,74712.27,2580.69
8/3/2016,NO 15/9-F-11 H,251.14,104.89,225.93,22.16,100.00,25.20,83.19,3.05,442.04,67086.49,3559.67
8/4/2016,NO 15/9-F-11 H,252.78,104.88,226.38,22.30,100.00,26.40,83.57,2.75,423.06,75025.53,2951.43
8/5/2016,NO 15/9-F-11 H,252.71,104.88,226.29,22.16,100.00,26.42,83.89,2.74,433.87,69581.08,2688.72
8/6/2016,NO 15/9-F-11 H,252.61,104.88,226.15,22.26,100.00,26.46,83.63,2.81,422.88,67390.63,2525.48
8/7/2016,NO 15/9-F-11 H,252.55,104.88,226.00,22.03,100.00,26.54,79.68,2.86,427.39,72263.05,2534.29
8/8/2016,NO 15/9-F-11 H,252.46,104.88,225.92,21.85,100.00,26.55,81.04,2.85,426.30,68311.30,2535.61
8/9/2016,NO 15/9-F-11 H,253.35,104.87,226.18,21.85,92.94,27.17,82.64,3.56,398.32,65038.61,2424.53
8/10/2016,NO 15/9-F-11 H,252.42,104.88,225.77,22.09,98.44,26.64,83.30,2.95,420.34,68545.35,2494.13
8/11/2016,NO 15/9-F-11 H,252.35,104.88,225.62,22.17,98.43,26.73,82.23,3.00,428.54,67865.38,2504.01
8/12/2016,NO 15/9-F-11 H,252.30,104.88,225.53,22.07,98.45,26.78,81.48,3.02,439.14,69533.14,3039.16
8/13/2016,NO 15/9-F-11 H,252.18,104.89,225.47,22.11,98.44,26.71,83.12,3.11,440.09,70005.95,3162.58
8/14/2016,NO 15/9-F-11 H,252.27,104.91,225.44,22.21,98.45,26.83,83.99,3.23,455.37,71126.47,3394.96
8/15/2016,NO 15/9-F-11 H,252.34,104.93,225.39,22.42,98.43,26.95,84.10,3.30,468.16,73364.98,3359.15
8/16/2016,NO 15/9-F-11 H,252.34,104.94,225.24,22.47,98.44,27.09,84.09,3.40,480.21,75792.90,2930.39
8/17/2016,NO 15/9-F-11 H,252.14,104.96,225.04,22.50,98.45,27.11,84.14,3.43,475.69,73499.90,2803.55
8/18/2016,NO 15/9-F-11 H,251.95,104.97,224.84,22.50,98.45,27.11,84.17,3.42,485.66,75529.18,2787.65
8/19/2016,NO 15/9-F-11 H,251.80,104.98,224.69,22.42,98.45,27.11,84.24,3.41,490.46,76645.14,2764.50
8/20/2016,NO 15/9-F-11 H,251.64,104.99,224.51,22.21,98.46,27.14,83.25,3.44,473.86,74998.80,2787.36
8/21/2016,NO 15/9-F-11 H,251.59,104.99,224.44,22.24,98.46,27.15,83.69,3.45,492.55,77036.34,2801.62
8/22/2016,NO 15/9-F-11 H,251.51,105.00,224.34,22.40,98.46,27.18,84.35,3.48,494.34,77127.24,2780.78
8/23/2016,NO 15/9-F-11 H,251.42,105.01,224.21,22.45,99.19,27.21,84.12,3.51,504.33,78762.46,2767.49
8/24/2016,NO 15/9-F-11 H,251.33,105.02,224.09,22.39,100.00,27.23,83.88,3.53,502.48,78176.41,2807.14
8/25/2016,NO 15/9-F-11 H,251.23,105.02,224.03,22.46,100.00,27.20,84.43,3.49,503.26,79116.57,2808.78
8/26/2016,NO 15/9-F-11 H,251.08,105.03,223.90,22.38,100.00,27.18,83.52,3.48,510.85,81524.56,2790.59
8/27/2016,NO 15/9-F-11 H,251.13,105.05,224.12,22.51,100.00,27.01,84.35,3.49,539.67,92616.60,2792.56
8/28/2016,NO 15/9-F-11 H,251.63,105.08,224.61,22.51,100.00,27.02,84.51,3.50,529.67,90425.91,2816.09
8/29/2016,NO 15/9-F-11 H,252.32,105.12,225.37,22.50,100.00,26.95,84.50,3.44,500.07,89285.55,2955.18
8/30/2016,NO 15/9-F-11 H,253.78,105.16,227.02,22.52,100.00,26.75,81.69,3.30,507.33,84910.09,3002.12
8/31/2016,NO 15/9-F-11 H,253.79,105.17,227.06,22.48,100.00,26.73,80.80,3.28,541.90,84865.58,2972.19
9/1/2016,NO 15/9-F-11 H,253.69,105.19,227.00,22.52,100.00,26.68,82.94,3.18,525.86,87749.66,2904.69
9/2/2016,NO 15/9-F-11 H,253.66,105.20,227.04,22.55,100.00,26.62,82.28,3.10,498.15,86616.00,2880.41
9/3/2016,NO 15/9-F-11 H,253.74,105.20,227.09,22.64,97.92,26.65,83.17,3.11,518.27,87383.85,2842.34
9/4/2016,NO 15/9-F-11 H,253.75,105.21,227.11,22.61,100.00,26.65,84.84,3.09,523.42,87504.87,2874.58
9/5/2016,NO 15/9-F-11 H,253.80,105.22,227.07,22.63,97.92,26.73,84.33,3.31,514.41,87798.79,2818.44
9/6/2016,NO 15/9-F-11 H,253.78,105.22,226.98,22.55,100.00,26.80,81.79,3.37,518.66,88650.38,2807.45
9/7/2016,NO 15/9-F-11 H,253.76,105.23,227.02,22.69,100.00,26.74,84.67,3.23,523.90,88563.48,2803.28
9/8/2016,NO 15/9-F-11 H,253.76,105.24,226.96,22.58,100.00,26.80,83.11,3.32,526.56,89379.12,2805.26
9/9/2016,NO 15/9-F-11 H,253.82,105.24,226.95,22.54,100.00,26.87,82.40,3.38,528.35,89482.00,2806.79
9/10/2016,NO 15/9-F-11 H,253.75,105.25,226.85,22.60,100.00,26.90,82.61,3.45,530.82,90470.31,2732.78
9/11/2016,NO 15/9-F-11 H,253.73,105.26,226.77,22.58,100.00,26.96,81.77,3.47,533.14,90540.97,3001.22
9/12/2016,NO 15/9-F-11 H,253.66,105.26,226.68,22.46,100.00,26.98,83.75,3.47,536.77,90810.01,2963.62
9/13/2016,NO 15/9-F-11 H,253.40,105.27,226.40,22.56,100.00,27.00,83.82,3.50,543.81,88042.16,3036.83
9/14/2016,NO 15/9-F-11 H,253.21,105.27,226.26,22.72,100.00,26.95,84.78,3.39,541.88,90188.97,2963.49
9/15/2016,NO 15/9-F-11 H,252.94,105.27,226.04,22.58,100.00,26.90,82.59,3.41,534.87,91890.07,2838.87
9/16/2016,NO 15/9-F-11 H,252.89,105.28,226.02,22.57,100.00,26.87,83.61,3.40,530.27,91579.73,2802.75
9/17/2016,NO 15/9-F-11 H,253.55,105.28,226.08,22.64,73.76,27.46,85.03,4.19,180.04,32165.98,896.59
2/12/2008,NO 15/9-F-12 H,308.06,104.42,201.25,18.64,14.48,106.81,16.29,92.48,284.65,38888.67,385.01
2/13/2008,NO 15/9-F-12 H,303.03,105.40,182.14,16.47,22.83,120.89,53.37,89.62,1869.70,285246.16,7.13
2/14/2008,NO 15/9-F-12 H,295.59,105.78,181.87,12.66,31.25,113.72,72.74,80.12,3124.09,509954.88,1.16
2/15/2008,NO 15/9-F-12 H,297.66,105.75,180.83,5.26,28.52,116.83,70.00,84.25,2608.28,383426.67,0.97
2/16/2008,NO 15/9-F-12 H,295.94,105.81,180.50,12.38,30.23,115.43,71.52,82.36,3051.80,418474.00,4.89
2/17/2008,NO 15/9-F-12 H,295.55,105.83,180.35,14.38,29.97,115.21,73.64,82.17,2982.63,422763.00,1.85
2/18/2008,NO 15/9-F-12 H,294.21,105.87,180.93,15.98,30.31,113.28,74.16,80.26,2980.52,413831.00,6.48
2/19/2008,NO 15/9-F-12 H,293.83,105.87,180.06,18.81,30.49,113.77,74.90,81.27,3046.19,429218.00,0.73
2/20/2008,NO 15/9-F-12 H,293.06,105.88,179.66,19.74,29.91,113.40,73.04,80.77,3057.18,442982.75,0.46
2/21/2008,NO 15/9-F-12 H,292.54,105.88,179.43,19.43,30.49,113.11,71.74,79.98,3030.33,423809.16,0.45
2/22/2008,NO 15/9-F-12 H,292.36,105.88,179.28,1.04,29.63,113.08,72.33,79.95,2907.56,397808.00,0.44
2/23/2008,NO 15/9-F-12 H,292.09,105.85,179.49,11.01,28.96,112.60,69.60,79.16,1851.72,252078.00,0.28
2/24/2008,NO 15/9-F-12 H,290.54,105.91,179.35,8.58,30.80,111.19,73.19,77.93,3126.70,442808.00,0.47
2/25/2008,NO 15/9-F-12 H,290.21,105.90,178.76,12.30,30.68,111.45,73.11,78.26,3045.54,439178.00,0.46
2/26/2008,NO 15/9-F-12 H,289.54,105.90,178.60,12.51,30.92,110.93,72.31,77.72,3046.54,446905.00,0.46
2/27/2008,NO 15/9-F-12 H,288.93,105.90,178.61,12.38,30.85,110.33,74.70,77.13,3035.54,445616.00,0.46
2/28/2008,NO 15/9-F-12 H,288.85,105.90,178.22,10.15,29.90,110.63,73.45,77.47,2971.55,424674.00,0.45
2/29/2008,NO 15/9-F-12 H,287.51,105.91,178.07,11.42,31.02,109.45,73.40,76.21,3070.54,450348.00,0.46
3/1/2008,NO 15/9-F-12 H,286.89,105.91,178.06,11.16,31.06,108.83,74.60,75.57,3068.48,447584.12,0.46
3/2/2008,NO 15/9-F-12 H,286.27,105.91,177.94,11.22,31.09,108.32,75.22,74.76,3066.54,446144.00,0.46
3/3/2008,NO 15/9-F-12 H,285.73,105.91,177.67,10.87,30.96,108.06,75.12,74.36,3043.54,443726.00,0.46
3/4/2008,NO 15/9-F-12 H,285.38,105.90,177.31,9.83,30.60,108.08,74.28,74.44,2983.19,430246.72,0.45
3/5/2008,NO 15/9-F-12 H,284.83,105.90,176.96,9.32,30.58,107.87,72.50,74.26,2967.05,437688.20,0.45
3/6/2008,NO 15/9-F-12 H,284.30,105.90,176.98,9.11,30.59,107.31,75.00,73.37,2950.88,432727.00,1.74
3/7/2008,NO 15/9-F-12 H,284.42,105.88,176.67,6.28,28.82,107.75,71.04,73.57,2656.62,391264.60,1.57
3/8/2008,NO 15/9-F-12 H,284.41,105.87,176.38,4.59,27.95,108.03,69.25,73.80,2578.48,365769.00,1.52
3/9/2008,NO 15/9-F-12 H,282.39,105.91,176.46,8.58,31.16,105.93,73.14,71.56,2996.83,427791.00,1.77
3/10/2008,NO 15/9-F-12 H,281.52,105.91,176.23,9.01,31.31,105.29,73.34,71.06,3021.40,440679.00,0.60
3/11/2008,NO 15/9-F-12 H,280.89,105.91,176.08,8.93,31.37,104.81,73.97,71.28,3010.40,450972.00,0.60
3/12/2008,NO 15/9-F-12 H,281.09,105.90,176.03,6.70,29.86,105.05,73.89,71.87,2794.44,418887.00,0.56
3/13/2008,NO 15/9-F-12 H,279.49,105.92,176.05,8.64,31.64,103.44,75.31,70.45,3058.89,458524.00,0.61
3/14/2008,NO 15/9-F-12 H,279.11,105.91,175.89,7.82,30.93,103.22,75.17,70.39,2964.81,428015.00,0.59
3/15/2008,NO 15/9-F-12 H,277.95,105.92,175.81,8.82,32.07,102.14,76.26,69.87,3131.37,454137.00,0.63
3/16/2008,NO 15/9-F-12 H,277.29,105.92,175.55,8.41,32.05,101.74,76.00,69.81,3135.37,454798.00,0.63
3/17/2008,NO 15/9-F-12 H,276.56,105.92,175.27,8.01,32.07,101.30,75.25,69.32,3143.37,470240.00,0.63
3/18/2008,NO 15/9-F-12 H,275.98,105.92,175.07,7.75,32.05,100.91,75.38,69.07,3132.37,425284.44,0.63
3/19/2008,NO 15/9-F-12 H,275.36,105.92,174.90,7.48,32.05,100.46,75.59,69.10,3139.62,454093.33,0.63
3/20/2008,NO 15/9-F-12 H,274.79,105.92,174.67,6.97,32.01,100.12,74.68,68.92,3156.67,467465.72,0.63
3/21/2008,NO 15/9-F-12 H,274.07,105.92,174.50,6.70,32.09,99.57,75.36,68.25,3192.14,458447.40,0.64
3/22/2008,NO 15/9-F-12 H,273.46,105.92,174.28,6.46,32.08,99.17,75.32,67.79,3172.12,458028.49,0.63
3/23/2008,NO 15/9-F-12 H,272.88,105.91,174.09,6.29,32.06,98.79,75.35,67.41,3160.26,466335.26,0.63
3/24/2008,NO 15/9-F-12 H,272.24,105.91,173.83,4.96,32.13,98.40,74.81,67.01,3153.35,468479.65,0.63
3/25/2008,NO 15/9-F-12 H,271.68,105.91,173.64,14.91,32.04,98.04,74.96,66.66,3130.58,406562.10,0.63
3/26/2008,NO 15/9-F-12 H,271.42,105.91,173.52,14.79,30.93,97.90,75.26,66.58,960.26,113341.21,1.64
3/27/2008,NO 15/9-F-12 H,283.71,104.03,282.53,0.60,,1.18,6.73,1.16,0.00,0.00,0.00
3/28/2008,NO 15/9-F-12 H,279.42,104.71,187.18,0.41,21.33,92.24,24.10,68.21,73.44,48936.44,0.13
3/29/2008,NO 15/9-F-12 H,271.47,105.87,174.19,6.74,32.00,97.28,69.26,65.74,3137.26,509074.88,3.39
3/30/2008,NO 15/9-F-12 H,270.74,105.90,173.37,10.98,30.68,97.37,73.11,66.02,1430.95,137396.40,1.55
3/31/2008,NO 15/9-F-12 H,271.56,105.86,173.44,7.15,31.00,98.12,70.45,67.13,1950.58,378532.95,1.93
4/1/2008,NO 15/9-F-12 H,270.36,105.89,172.93,11.47,29.81,97.43,73.54,66.39,3060.60,457837.18,2.82
4/2/2008,NO 15/9-F-12 H,269.65,105.89,172.99,12.75,31.82,96.66,75.81,65.60,3053.67,461808.99,2.81
4/3/2008,NO 15/9-F-12 H,268.86,105.90,172.75,13.19,32.00,96.12,75.92,65.05,3103.12,372985.57,2.86
4/4/2008,NO 15/9-F-12 H,268.18,105.90,172.49,13.27,32.08,95.69,75.22,64.62,3110.68,463717.13,2.86
4/5/2008,NO 15/9-F-12 H,267.46,105.90,172.32,13.27,32.20,95.14,75.46,63.92,3303.30,463529.90,3.04
4/6/2008,NO 15/9-F-12 H,266.86,105.89,172.07,13.26,32.21,94.79,75.41,63.12,3028.41,440906.09,153.36
4/7/2008,NO 15/9-F-12 H,266.48,105.87,171.74,13.15,32.03,94.74,75.27,63.17,2998.80,452369.44,151.86
4/8/2008,NO 15/9-F-12 H,265.90,105.86,171.36,13.06,32.05,94.54,74.63,62.82,3054.12,451030.48,4.34
4/9/2008,NO 15/9-F-12 H,265.40,105.85,171.18,12.99,32.00,94.22,74.84,62.79,3025.80,463595.31,4.91
4/10/2008,NO 15/9-F-12 H,264.92,105.85,171.11,12.92,31.25,93.81,75.41,62.25,3003.22,468712.00,4.09
4/11/2008,NO 15/9-F-12 H,264.33,105.84,170.71,12.72,31.94,93.62,74.20,62.07,3015.97,458936.65,10.44
4/12/2008,NO 15/9-F-12 H,264.01,105.84,170.86,12.55,30.89,93.15,73.89,61.66,1615.37,242280.01,2.91
4/13/2008,NO 15/9-F-12 H,268.10,105.48,174.48,2.11,25.82,93.62,48.68,63.31,429.77,65731.44,1.73
4/14/2008,NO 15/9-F-12 H,265.61,105.62,181.73,6.66,28.76,83.88,64.02,56.14,2578.63,413142.56,3.62
4/15/2008,NO 15/9-F-12 H,263.68,105.82,170.64,10.55,32.06,93.04,74.17,61.28,2494.26,400308.20,3.50
4/16/2008,NO 15/9-F-12 H,263.01,105.65,170.01,11.03,31.90,93.00,74.46,61.32,2847.56,462314.88,3.99
4/17/2008,NO 15/9-F-12 H,262.98,105.81,170.17,11.54,31.65,92.81,74.87,61.08,1120.57,184080.60,1.10
4/18/2008,NO 15/9-F-12 H,263.17,105.79,170.29,7.94,31.72,92.88,72.28,61.14,2448.14,372536.86,2.40
4/19/2008,NO 15/9-F-12 H,263.14,105.78,170.12,9.92,30.03,93.02,73.23,61.73,2513.65,383126.44,2.47
4/20/2008,NO 15/9-F-12 H,262.17,105.79,169.53,11.18,31.48,92.64,75.05,61.00,2752.75,418498.59,2.70
4/21/2008,NO 15/9-F-12 H,261.61,105.78,169.28,11.26,31.52,92.33,74.86,60.69,2752.30,426345.05,2.70
4/22/2008,NO 15/9-F-12 H,261.12,105.78,168.95,11.16,31.48,92.17,74.25,60.55,2737.24,422378.97,2.31
4/23/2008,NO 15/9-F-12 H,260.56,105.77,168.70,11.01,31.49,91.86,73.58,60.25,2735.53,422115.01,-14.19
4/24/2008,NO 15/9-F-12 H,260.13,105.77,168.55,10.91,30.81,91.58,73.70,59.94,2730.33,474459.40,93.87
4/25/2008,NO 15/9-F-12 H,260.52,105.78,168.74,10.94,31.50,91.78,74.27,60.09,2727.65,480456.70,4.22
4/26/2008,NO 15/9-F-12 H,261.14,105.79,168.90,10.92,31.41,92.24,73.42,60.55,2747.01,481822.53,3.81
4/27/2008,NO 15/9-F-12 H,260.42,105.82,169.71,11.60,31.49,90.71,75.76,58.91,1985.59,350826.25,2.76
4/29/2008,NO 15/9-F-12 H,263.69,105.50,174.69,1.85,25.84,89.00,51.51,60.11,546.58,90823.83,4.76
4/30/2008,NO 15/9-F-12 H,261.28,105.78,170.42,7.15,32.54,90.86,68.97,58.92,3011.83,459764.68,14.00
5/1/2008,NO 15/9-F-12 H,260.79,105.84,170.12,10.63,33.43,90.67,74.21,58.50,3167.59,471209.85,3.44
5/2/2008,NO 15/9-F-12 H,261.18,105.85,170.41,11.45,33.39,90.77,75.91,58.59,3163.92,486368.03,4.43
5/3/2008,NO 15/9-F-12 H,261.61,105.86,170.55,11.86,33.37,91.06,76.33,58.88,3173.19,474305.40,4.44
5/4/2008,NO 15/9-F-12 H,262.09,105.87,170.72,12.02,33.37,91.37,75.44,59.20,3188.85,493120.00,4.44
5/5/2008,NO 15/9-F-12 H,262.65,105.88,170.94,12.27,33.31,91.72,76.32,59.75,3186.96,491322.97,4.42
5/6/2008,NO 15/9-F-12 H,263.04,105.89,171.24,12.53,33.22,91.81,77.02,60.09,3176.89,489872.38,4.42
5/7/2008,NO 15/9-F-12 H,263.49,105.89,171.39,12.59,33.11,92.10,77.25,60.38,3171.32,489343.07,4.29
5/8/2008,NO 15/9-F-12 H,263.92,105.90,171.52,12.72,33.06,92.40,77.34,60.49,3170.85,488607.46,4.76
5/9/2008,NO 15/9-F-12 H,264.35,105.91,171.57,12.82,33.02,92.78,77.02,60.51,3188.02,489393.88,0.01
5/10/2008,NO 15/9-F-12 H,264.23,105.92,172.65,13.35,34.10,91.58,77.48,59.20,3415.68,524276.14,6.39
5/11/2008,NO 15/9-F-12 H,264.09,105.92,174.48,14.16,35.63,89.61,78.75,57.06,3701.51,567340.44,7.22
5/12/2008,NO 15/9-F-12 H,264.09,105.92,176.44,14.63,36.16,87.64,79.10,54.96,4002.28,612762.21,7.62
5/13/2008,NO 15/9-F-12 H,264.09,105.92,178.22,15.17,37.29,85.87,79.54,53.01,4253.12,648380.88,8.22
5/14/2008,NO 15/9-F-12 H,264.09,105.92,178.34,15.35,38.21,85.75,79.71,52.89,4279.91,651572.53,8.29
5/15/2008,NO 15/9-F-12 H,264.09,105.92,179.66,15.70,39.27,84.43,80.17,51.21,4439.62,671084.55,8.59
5/16/2008,NO 15/9-F-12 H,264.09,105.92,180.64,15.92,40.15,83.45,80.27,49.36,4582.90,696343.43,8.86
5/17/2008,NO 15/9-F-12 H,264.09,105.92,181.26,15.92,40.73,82.83,80.16,48.65,4677.42,709992.17,9.04
5/18/2008,NO 15/9-F-12 H,264.09,105.92,181.25,15.69,40.75,82.84,80.05,49.25,4688.63,711699.89,9.07
5/19/2008,NO 15/9-F-12 H,264.09,105.92,181.16,15.81,40.76,82.93,80.20,49.68,4687.74,714081.05,9.06
5/20/2008,NO 15/9-F-12 H,297.65,72.72,216.38,16.09,42.16,81.26,80.58,47.85,4885.56,741919.56,9.45
