,DATEPRD,WELL_BORE_CODE,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,
211,4-Nov-14,NO 15/9-F-1 C,220.487,108.341,184.594,50.89229,35.892,58.738,7.242,291.00,45094.00,305.00,
212,5-Nov-14,NO 15/9-F-1 C,221.788,108.303,186.691,51.13204,35.096,58.079,6.446,288.00,44832.00,307.00,
213,6-Nov-14,NO 15/9-F-1 C,221.686,108.294,186.544,51.63975,35.142,54.915,6.485,292.00,45410.00,310.00,
214,7-Nov-14,NO 15/9-F-1 C,220.011,108.358,183.528,50.84322,36.483,56.356,7.916,293.00,45241.00,303.00,
215,8-Nov-14,NO 15/9-F-1 C,219.993,108.357,183.717,50.80817,36.276,53.551,7.821,292.00,45657.00,322.00,
216,9-Nov-14,NO 15/9-F-1 C,220.479,108.343,184.67,50.80079,35.81,53.341,7.39,290.00,45639.00,326.00,
217,10-Nov-14,NO 15/9-F-1 C,222.466,108.289,188.077,51.7,34.39,54.089,5.838,283.00,46088.00,324.00,
218,11-Nov-14,NO 15/9-F-1 C,219.979,108.352,183.488,51.69625,36.491,60.338,8.044,295.00,46629.00,332.00,
219,12-Nov-14,NO 15/9-F-1 C,219.184,108.379,182.74,51.63631,36.444,59.227,7.997,295.00,46218.00,318.00,
220,13-Nov-14,NO 15/9-F-1 C,220.275,108.35,184.883,51.60535,35.392,58.757,6.955,291.00,45666.00,312.00,
221,14-Nov-14,NO 15/9-F-1 C,220.879,108.328,185.65,51.5844,35.229,58.249,6.792,290.00,45494.00,312.00,
222,15-Nov-14,NO 15/9-F-1 C,220.069,108.353,184.409,51.59682,35.66,57.996,7.22,293.00,45840.00,311.00,
223,16-Nov-14,NO 15/9-F-1 C,221.136,108.32,186.351,52.04163,34.785,56.501,6.347,293.00,45756.00,319.00,
224,17-Nov-14,NO 15/9-F-1 C,222.146,108.28,188.302,52.62032,33.844,56.004,5.412,293.00,45039.00,330.00,
225,18-Nov-14,NO 15/9-F-1 C,220.412,108.351,184.329,50.94922,36.082,59.361,7.655,289.00,44152.00,313.00,
226,19-Nov-14,NO 15/9-F-1 C,221.504,108.309,186.181,50.93181,35.323,58.972,6.896,282.00,43107.00,306.00,
227,20-Nov-14,NO 15/9-F-1 C,220,108.343,183.561,50.94328,36.438,60.767,8.017,285.00,43755.00,303.00,
228,21-Nov-14,NO 15/9-F-1 C,220.101,108.332,184.113,50.92782,35.988,59.959,7.572,284.00,43676.00,301.00,
229,22-Nov-14,NO 15/9-F-1 C,219.919,108.327,183.985,50.92714,35.934,57.612,7.507,283.00,43477.00,300.00,
230,23-Nov-14,NO 15/9-F-1 C,221.057,108.185,186.408,50.84676,34.649,56.576,6.222,273.00,42663.00,299.00,
231,24-Nov-14,NO 15/9-F-1 C,229.95,107.679,201.569,26.5295,28.38,45.77,9.3,0.00,0.00,0.00,
232,25-Nov-14,NO 15/9-F-1 C,244.406,104.076,195.3,0,49.105,13.758,48.356,0.00,0.00,0.00,
233,26-Nov-14,NO 15/9-F-1 C,246.393,102.491,177.736,0.26037,68.657,11.027,68.107,0.00,0.00,0.00,
234,27-Nov-14,NO 15/9-F-1 C,252.373,102.35,245.195,7.32565,7.178,9.218,6.763,0.00,0.00,0.00,
235,28-Nov-14,NO 15/9-F-1 C,264.578,102.348,218.7,0.04934,45.878,9.076,45.828,0.00,0.00,0.00,
236,29-Nov-14,NO 15/9-F-1 C,268.789,102.093,187.634,0.04686,81.154,7.862,81.105,0.00,0.00,0.00,
237,30-Nov-14,NO 15/9-F-1 C,247.358,105.829,208.736,35.11649,38.622,34.168,32.537,1.00,251.00,1.00,
238,1-Dec-14,NO 15/9-F-1 C,255.41,105.648,248.866,56.64421,6.545,20.873,2.258,120.00,25857.00,183.00,
239,2-Dec-14,NO 15/9-F-1 C,261.053,102.63,223.608,0.27908,37.445,8.786,34.711,0.00,0.00,0.00,
240,3-Dec-14,NO 15/9-F-1 C,262.684,101.829,212.273,0.25867,50.411,9.589,47.76,0.00,0.00,0.00,
241,4-Dec-14,NO 15/9-F-1 C,264.249,102.946,200.719,9.27,63.531,17.124,56.035,0.00,0.00,0.00,
242,5-Dec-14,NO 15/9-F-1 C,257.446,107.889,183.661,27.03221,73.785,58.496,44.432,0.00,0.00,0.00,
243,6-Dec-14,NO 15/9-F-1 C,269.998,103.164,262.232,0.02195,7.766,11.209,1.955,0.00,0.00,0.00,
244,7-Dec-14,NO 15/9-F-1 C,275.952,102.406,275.88,0.02231,0.072,8.849,5.506,0.00,0.00,0.00,
245,8-Dec-14,NO 15/9-F-1 C,278.687,102.05,278.528,0.0245,0.159,8.047,9.79,0.00,0.00,0.00,
246,9-Dec-14,NO 15/9-F-1 C,281.008,101.824,280.746,0.0122,0.262,7.788,17.717,0.00,0.00,0.00,
247,10-Dec-14,NO 15/9-F-1 C,283.097,101.656,282.636,0.00667,0.461,7.021,17.383,0.00,0.00,0.00,
248,11-Dec-14,NO 15/9-F-1 C,285.061,101.521,284.542,0.01673,0.519,5.452,17.151,0.00,0.00,0.00,
249,12-Dec-14,NO 15/9-F-1 C,286.896,101.409,286.325,0.01967,0.57,5.858,17.036,0.00,0.00,0.00,
250,13-Dec-14,NO 15/9-F-1 C,288.623,101.31,288.012,0.0301,0.611,6.844,16.893,0.00,0.00,0.00,
251,14-Dec-14,NO 15/9-F-1 C,290.254,101.223,289.529,0.02155,0.725,8.212,16.892,0.00,0.00,0.00,
252,15-Dec-14,NO 15/9-F-1 C,291.848,101.145,291.168,0.04302,0.68,6.965,16.942,0.00,0.00,0.00,
253,16-Dec-14,NO 15/9-F-1 C,293.312,101.073,292.648,0,0.664,6.835,17.051,0.00,0.00,0.00,
254,17-Dec-14,NO 15/9-F-1 C,294.709,101.008,294.021,0,0.688,7.839,17.288,0.00,0.00,0.00,
255,18-Dec-14,NO 15/9-F-1 C,296.067,100.947,295.348,0,0.719,8.897,17.196,0.00,0.00,0.00,
256,19-Dec-14,NO 15/9-F-1 C,297.338,100.89,296.601,0,0.736,6.99,16.956,0.00,0.00,0.00,
257,20-Dec-14,NO 15/9-F-1 C,298.522,100.836,297.803,0,0.719,7.236,16.896,0.00,0.00,0.00,
258,21-Dec-14,NO 15/9-F-1 C,299.668,100.787,298.92,0.00378,0.748,8.5,17.013,0.00,0.00,0.00,
259,22-Dec-14,NO 15/9-F-1 C,300.789,100.74,300.048,0.00066,0.741,9.145,17.085,0.00,0.00,0.00,
260,23-Dec-14,NO 15/9-F-1 C,301.897,100.694,301.158,0.0002,0.739,8.33,16.993,0.00,0.00,0.00,
261,24-Dec-14,NO 15/9-F-1 C,302.909,100.652,302.169,0.00021,0.741,7.569,16.951,0.00,0.00,0.00,
262,25-Dec-14,NO 15/9-F-1 C,303.889,100.611,303.156,0,0.733,7.848,16.902,0.00,0.00,0.00,
263,26-Dec-14,NO 15/9-F-1 C,304.878,100.573,304.142,0.00097,0.736,6.953,16.934,0.00,0.00,0.00,
264,27-Dec-14,NO 15/9-F-1 C,305.813,100.535,305.081,0.026,0.733,6.305,16.834,0.00,0.00,0.00,
265,28-Dec-14,NO 15/9-F-1 C,306.697,100.498,305.976,0.01608,0.722,6.996,16.881,0.00,0.00,0.00,
266,29-Dec-14,NO 15/9-F-1 C,307.493,100.464,293.583,0,13.91,8.032,3.864,0.00,0.00,0.00,
267,30-Dec-14,NO 15/9-F-1 C,308.202,100.435,175.767,0,132.435,8.121,114.566,0.00,0.00,0.00,
268,31-Dec-14,NO 15/9-F-1 C,309.332,100.401,175.74,0,133.593,8.929,115.639,0.00,0.00,0.00,
269,1-Jan-15,NO 15/9-F-1 C,298.436,105.301,192.409,44,106.027,21.337,77.947,94.00,16782.00,65.00,
270,2-Jan-15,NO 15/9-F-1 C,292.15,107.43,191.886,45.95212,100.264,45.621,71.457,791.00,118909.00,300.00,
271,3-Jan-15,NO 15/9-F-1 C,279.989,107.896,184.55,47.79895,95.439,60.845,66.337,917.00,148644.00,345.00,
272,4-Jan-15,NO 15/9-F-1 C,271.298,107.912,184.71,47.7101,86.589,57.436,57.671,789.00,115570.00,401.00,
273,5-Jan-15,NO 15/9-F-1 C,265.07,107.94,183.376,47.86731,81.694,56.254,52.702,790.00,115433.00,406.00,
274,6-Jan-15,NO 15/9-F-1 C,258.827,107.946,182.744,47.9725,76.084,59.488,47.361,784.00,113935.00,412.00,
275,7-Jan-15,NO 15/9-F-1 C,254.714,107.882,183.962,47.37565,70.751,53.002,42.013,574.00,84034.00,461.00,
276,8-Jan-15,NO 15/9-F-1 C,251.043,107.878,182.461,48.11145,68.583,54.208,39.637,626.00,90849.00,513.00,
277,9-Jan-15,NO 15/9-F-1 C,247.724,107.561,188.739,36.35494,58.985,48.257,31.619,356.00,51609.00,283.00,
278,10-Jan-15,NO 15/9-F-1 C,244.412,107.638,179.178,40.78885,65.234,54.088,38.019,423.00,61324.00,312.00,
279,11-Jan-15,NO 15/9-F-1 C,243.65,107.788,183.947,47.86851,59.703,54.042,30.228,487.00,70281.00,367.00,
280,12-Jan-15,NO 15/9-F-1 C,239.913,107.881,177.744,49.04302,62.17,53.399,32.878,597.00,86569.00,419.00,
281,13-Jan-15,NO 15/9-F-1 C,234.206,107.908,174.696,50.15571,59.51,56.32,30.121,610.00,88850.00,426.00,
282,14-Jan-15,NO 15/9-F-1 C,230.074,107.536,188.148,55.80191,41.925,43.698,17.784,581.00,85171.00,438.00,
283,15-Jan-15,NO 15/9-F-1 C,230.811,107.82,184.952,50.53954,45.859,53.748,23.546,461.00,66952.00,330.00,
284,16-Jan-15,NO 15/9-F-1 C,229.089,107.822,178.166,48.98548,50.923,52.478,21.419,453.00,64394.00,307.00,
285,17-Jan-15,NO 15/9-F-1 C,228.883,107.817,178.496,48.97446,50.387,52.669,20.969,419.00,61534.00,293.00,
286,18-Jan-15,NO 15/9-F-1 C,228.883,107.817,178.496,48.97446,50.387,52.669,20.969,442.00,64668.00,293.00,
287,19-Jan-15,NO 15/9-F-1 C,228.883,107.817,178.496,48.97446,50.387,52.669,20.969,447.00,65213.00,296.00,
288,20-Jan-15,NO 15/9-F-1 C,224.075,107.209,173.063,29.40022,51.012,52.243,20.406,226.00,33091.00,180.00,
289,21-Jan-15,NO 15/9-F-1 C,226.79,106.085,208.584,18.76533,18.206,18.183,0.412,8.00,1122.00,6.00,
290,22-Jan-15,NO 15/9-F-1 C,234.755,103.117,202.911,0,31.844,7.104,7.864,0.00,0.00,0.00,
291,23-Jan-15,NO 15/9-F-1 C,239.532,102.257,193.241,0,46.292,6.888,19.302,0.00,0.00,0.00,
292,24-Jan-15,NO 15/9-F-1 C,243.039,101.578,177.818,0,65.221,8.406,37.388,0.00,0.00,0.00,
293,25-Jan-15,NO 15/9-F-1 C,249.684,101.358,165.8,0,83.884,8.517,55.539,0.00,0.00,0.00,
294,26-Jan-15,NO 15/9-F-1 C,261.648,101.595,168.766,0,92.883,9.897,64.123,0.00,0.00,0.00,
295,27-Jan-15,NO 15/9-F-1 C,265.823,101.495,170.763,0,95.06,9.717,66.108,0.00,0.00,0.00,
296,28-Jan-15,NO 15/9-F-1 C,268.731,101.377,172.067,0,96.664,7.701,67.625,0.00,0.00,0.00,
297,29-Jan-15,NO 15/9-F-1 C,258.506,103.736,226.872,31.08472,31.634,12.263,3.263,0.00,0.00,0.00,
298,30-Jan-15,NO 15/9-F-1 C,260.211,101.82,231.454,33.57207,28.757,6.011,0.482,0.00,0.00,0.00,
299,31-Jan-15,NO 15/9-F-1 C,263.146,100.63,207.142,0,56.004,9.384,27.689,0.00,0.00,0.00,
300,1-Feb-15,NO 15/9-F-1 C,265.351,100.465,193.004,0,72.347,7.891,43.975,0.00,0.00,0.00,
301,2-Feb-15,NO 15/9-F-1 C,267.762,100.43,183.958,0,83.804,7.705,55.558,0.00,0.00,0.00,
302,3-Feb-15,NO 15/9-F-1 C,276.378,100.719,183.552,0,92.826,8.519,64.589,0.00,0.00,0.00,
303,4-Feb-15,NO 15/9-F-1 C,282.14,100.736,217.459,15.7353,64.681,7.72,45.355,0.00,0.00,0.00,
304,5-Feb-15,NO 15/9-F-1 C,285.124,100.7,284.989,16.22866,0.134,6.162,6.962,0.00,0.00,0.00,
305,6-Feb-15,NO 15/9-F-1 C,286.917,100.659,286.776,0,0.141,8.758,21.22,0.00,0.00,0.00,
306,7-Feb-15,NO 15/9-F-1 C,288.278,100.615,288.11,0,0.169,10.43,17.937,0.00,0.00,0.00,
307,8-Feb-15,NO 15/9-F-1 C,289.512,100.573,289.296,0,0.216,9.448,12.696,0.00,0.00,0.00,
308,9-Feb-15,NO 15/9-F-1 C,273.925,107.035,222.662,21.28229,51.263,42.989,23.065,125.00,20461.00,471.00,
309,10-Feb-15,NO 15/9-F-1 C,266.945,107.795,205.706,48.89648,61.239,62.482,32.592,402.00,61862.00,664.00,
310,11-Feb-15,NO 15/9-F-1 C,259.991,107.911,199.304,48.95931,60.687,56.308,32.162,474.00,72530.00,557.00,
311,12-Feb-15,NO 15/9-F-1 C,254.664,107.941,196.072,48.94512,58.591,58.908,30.123,466.00,71095.00,550.00,
312,13-Feb-15,NO 15/9-F-1 C,248.494,107.055,192.85,48.40793,55.644,58.42,27.307,423.00,64497.00,535.00,
313,14-Feb-15,NO 15/9-F-1 C,247.161,107.928,193.389,49.02483,53.772,62.621,25.173,421.00,64062.00,544.00,
314,15-Feb-15,NO 15/9-F-1 C,242.392,106.969,191.192,48.04527,51.201,58.068,22.877,419.00,63550.00,539.00,
315,16-Feb-15,NO 15/9-F-1 C,242.438,107.906,192.422,49.02818,50.016,56.411,21.455,420.00,63731.00,468.00,
316,17-Feb-15,NO 15/9-F-1 C,240.784,107.897,192.219,46.80373,48.565,53.986,19.97,410.00,62915.00,474.00,
317,18-Feb-15,NO 15/9-F-1 C,237.658,107.979,188.092,50.76397,49.566,54.728,20.958,520.00,77679.00,551.00,
318,19-Feb-15,NO 15/9-F-1 C,230.46,108.072,180.775,52.93472,49.685,62.201,21.087,653.00,97101.00,619.00,
319,20-Feb-15,NO 15/9-F-1 C,226.449,108.035,179.563,53.10688,46.885,64.837,18.078,638.00,95396.00,702.00,
320,21-Feb-15,NO 15/9-F-1 C,223.744,108.019,179.723,53.24234,44.022,68.061,15.424,625.00,93262.00,672.00,
321,22-Feb-15,NO 15/9-F-1 C,222.108,108.01,180.588,53.32469,41.519,63.3,12.915,476.00,70962.00,545.00,
322,23-Feb-15,NO 15/9-F-1 C,221.137,107.998,181.788,53.27325,39.35,56.296,10.717,410.00,61684.00,479.00,
323,24-Feb-15,NO 15/9-F-1 C,219.292,108.041,179.897,55.83619,39.396,63.127,10.438,626.00,92975.00,556.00,
324,25-Feb-15,NO 15/9-F-1 C,211.716,108.177,170.841,60.36797,40.875,74.279,12.052,941.00,137836.00,771.00,
325,26-Feb-15,NO 15/9-F-1 C,208.736,108.164,171.626,60.36062,37.11,68.831,8.465,738.00,108413.00,623.00,
326,27-Feb-15,NO 15/9-F-1 C,208.16,108.104,174.593,47.62035,33.568,61.428,4.964,400.00,59444.00,424.00,
327,28-Feb-15,NO 15/9-F-1 C,214.945,104.493,159.586,0,55.36,7.753,28.936,0.00,0.00,0.00,
328,1-Mar-15,NO 15/9-F-1 C,220.501,103.265,158.603,0,61.898,7.561,34.533,0.00,0.00,0.00,
329,2-Mar-15,NO 15/9-F-1 C,225.388,102.678,158.707,0,66.68,8.615,38.71,0.00,0.00,0.00,
330,3-Mar-15,NO 15/9-F-1 C,230.093,102.319,160.069,0,70.024,7.035,41.462,0.00,0.00,0.00,
331,4-Mar-15,NO 15/9-F-1 C,225.526,97.88,154.946,0,70.58,7.617,42.531,0.00,0.00,0.00,
332,5-Mar-15,NO 15/9-F-1 C,239.261,101.761,162.051,0,77.21,8.452,47.479,0.00,0.00,0.00,
333,6-Mar-15,NO 15/9-F-1 C,243.178,101.472,164.537,0.89994,78.641,8.413,49.404,0.00,0.00,0.00,
334,7-Mar-15,NO 15/9-F-1 C,247.131,101.206,219.898,0.10256,27.233,10.304,21.405,0.00,0.00,0.00,
335,8-Mar-15,NO 15/9-F-1 C,254.258,100.795,178.609,0,75.649,12.177,67.46,0.00,0.00,0.00,
336,9-Mar-15,NO 15/9-F-1 C,264.922,101.115,177.238,0,87.684,8.303,76.193,0.00,0.00,0.00,
337,10-Mar-15,NO 15/9-F-1 C,269.466,101.092,178.508,0,90.958,9.554,79.521,0.00,0.00,0.00,
338,11-Mar-15,NO 15/9-F-1 C,272.238,101.035,179.278,0,92.96,8.79,81.511,0.00,0.00,0.00,
339,12-Mar-15,NO 15/9-F-1 C,275.019,100.972,180.061,0,94.958,8.511,83.472,0.00,0.00,0.00,
340,13-Mar-15,NO 15/9-F-1 C,277.665,100.909,180.78,0,96.885,7.726,85.393,0.00,0.00,0.00,
341,14-Mar-15,NO 15/9-F-1 C,280.231,100.847,181.448,0,98.783,8.075,87.309,0.00,0.00,0.00,
342,15-Mar-15,NO 15/9-F-1 C,282.771,100.79,182.077,0,100.694,8.817,89.174,0.00,0.00,0.00,
343,16-Mar-15,NO 15/9-F-1 C,284.848,100.734,182.593,0,102.255,8.817,83.465,0.00,0.00,0.00,
344,17-Mar-15,NO 15/9-F-1 C,286.797,100.683,183.057,0,103.74,9.184,79.284,0.00,0.00,0.00,
345,18-Mar-15,NO 15/9-F-1 C,269.115,106.697,231.804,19.21894,37.312,47.54,18.623,92.00,13339.00,412.00,
346,19-Mar-15,NO 15/9-F-1 C,260.264,107.953,222.062,51.613,38.202,68.475,21.497,216.00,31636.00,1040.00,
347,20-Mar-15,NO 15/9-F-1 C,252.946,108.14,211.758,51.83248,41.188,70.304,24.524,223.00,32484.00,1131.00,
348,21-Mar-15,NO 15/9-F-1 C,246.419,108.176,203.144,51.95842,43.275,72.432,24.557,226.00,32819.00,1066.00,
349,22-Mar-15,NO 15/9-F-1 C,241.947,108.157,198.658,53.5453,43.289,59.768,14.724,385.00,58379.00,759.00,
350,23-Mar-15,NO 15/9-F-1 C,238.198,108.14,196.347,53.51642,41.852,65.737,13.361,343.00,53457.00,698.00,
351,24-Mar-15,NO 15/9-F-1 C,235.289,108.118,194.722,53.53941,40.568,68.67,12.083,356.00,54801.00,798.00,
352,25-Mar-15,NO 15/9-F-1 C,232.311,108.131,192.601,54.71945,39.71,69.842,11.072,448.00,67646.00,898.00,
353,26-Mar-15,NO 15/9-F-1 C,223.935,108.245,184.038,60.03832,39.897,75.168,8.737,609.00,89539.00,873.00,
354,27-Mar-15,NO 15/9-F-1 C,220.575,108.192,182.846,59.87418,37.728,71.974,6.665,619.00,89062.00,855.00,
355,28-Mar-15,NO 15/9-F-1 C,217.491,108.185,181.027,59.89556,36.464,68.136,6.993,565.00,75663.00,782.00,
356,29-Mar-15,NO 15/9-F-1 C,214.867,108.176,179.833,57.2328,35.034,72.433,6.426,551.00,79170.00,757.00,
357,30-Mar-15,NO 15/9-F-1 C,212.165,108.204,177.885,63.47054,34.28,72.811,5.299,624.00,90173.00,779.00,
358,31-Mar-15,NO 15/9-F-1 C,208.367,108.215,175.393,65.01727,32.974,73.494,4.235,623.00,88514.00,759.00,
359,1-Apr-15,NO 15/9-F-1 C,211.3,107.041,182.844,17.94654,28.456,34.814,0.523,58.00,8422.00,72.00,
360,2-Apr-15,NO 15/9-F-1 C,221.507,103.488,179.767,0.35101,41.74,9.686,13.988,0.00,0.00,0.00,
361,3-Apr-15,NO 15/9-F-1 C,226.788,102.746,178.351,0.31899,48.437,10.282,18.532,0.00,0.00,0.00,
362,4-Apr-15,NO 15/9-F-1 C,231.52,102.311,178.231,0.30082,53.289,8.946,21.599,0.00,0.00,0.00,
363,5-Apr-15,NO 15/9-F-1 C,236.028,101.881,176.223,0.29972,59.806,8.631,28.022,0.00,0.00,0.00,
364,6-Apr-15,NO 15/9-F-1 C,237.98,101.669,167.808,0.31376,70.172,9.639,40.15,0.00,0.00,0.00,
365,7-Apr-15,NO 15/9-F-1 C,241.965,101.117,158.189,0.30342,83.776,9.6,54.242,0.00,0.00,0.00,
366,8-Apr-15,NO 15/9-F-1 C,256.405,101.338,162.28,0.30742,94.125,10.7,64.874,0.00,0.00,0.00,
367,9-Apr-15,NO 15/9-F-1 C,263.096,101.291,164.779,0.29358,98.317,8.077,69.244,0.00,0.00,0.00,
368,10-Apr-15,NO 15/9-F-1 C,266.314,101.196,166.055,0.26571,100.258,8.448,71.282,0.00,0.00,0.00,
369,11-Apr-15,NO 15/9-F-1 C,269.169,101.111,167.197,0.24146,101.973,8.785,73.17,0.00,0.00,0.00,
370,12-Apr-15,NO 15/9-F-1 C,272.01,101.033,168.234,0.24098,103.776,8.049,74.804,0.00,0.00,0.00,
371,13-Apr-15,NO 15/9-F-1 C,274.895,100.96,169.272,0.23666,105.623,8.821,76.695,0.00,0.00,0.00,
372,14-Apr-15,NO 15/9-F-1 C,277.401,100.892,170.073,0.27624,107.328,8.98,78.313,0.00,0.00,0.00,
373,15-Apr-15,NO 15/9-F-1 C,280.046,100.831,170.962,0.26275,109.085,10.291,79.844,0.00,0.00,0.00,
374,16-Apr-15,NO 15/9-F-1 C,282.627,100.771,171.795,0.25917,110.832,11.491,81.576,0.00,0.00,0.00,
375,17-Apr-15,NO 15/9-F-1 C,285.053,100.716,172.436,0.27304,112.617,12.199,83.164,0.00,0.00,0.00,
376,18-Apr-15,NO 15/9-F-1 C,287.457,100.667,173.121,0.26261,114.335,12.455,84.953,0.00,0.00,0.00,
377,19-Apr-15,NO 15/9-F-1 C,289.779,100.618,173.716,0.21968,116.063,12.304,86.594,0.00,0.00,0.00,
378,20-Apr-15,NO 15/9-F-1 C,275.587,106.038,238.976,31.69057,36.611,31.721,18.502,82.00,11893.00,491.00,
379,21-Apr-15,NO 15/9-F-1 C,262.874,108.015,229.997,52.61599,32.877,74.117,20.161,173.00,25444.00,1263.00,
380,22-Apr-15,NO 15/9-F-1 C,253.767,108.159,216.692,52.59735,37.075,76.614,21.689,268.00,39276.00,1093.00,
381,23-Apr-15,NO 15/9-F-1 C,248.853,108.145,209.488,52.65872,39.365,72.492,15.133,320.00,46340.00,879.00,
382,24-Apr-15,NO 15/9-F-1 C,246.511,108.107,206.765,52.65302,39.746,66.226,10.816,319.00,46150.00,877.00,
383,25-Apr-15,NO 15/9-F-1 C,243.7,108.111,204.348,52.70381,39.352,67.093,10.42,341.00,49280.00,823.00,
384,26-Apr-15,NO 15/9-F-1 C,241.288,108.102,202.559,52.70324,38.729,67.047,9.822,340.00,49138.00,771.00,
385,27-Apr-15,NO 15/9-F-1 C,236.871,108.197,198.189,55.26661,38.681,70.359,9.703,397.00,57219.00,899.00,
386,28-Apr-15,NO 15/9-F-1 C,232.028,108.227,194.033,56.90749,37.995,71.304,8.996,444.00,63898.00,911.00,
387,29-Apr-15,NO 15/9-F-1 C,224.943,108.289,187.745,59.77122,37.198,76.527,8.285,575.00,82467.00,814.00,
388,30-Apr-15,NO 15/9-F-1 C,219.367,108.284,183.724,62.13158,35.643,77.135,6.734,608.00,87181.00,921.00,
389,1-May-15,NO 15/9-F-1 C,213.641,108.289,179.567,65.01906,34.073,77.72,5.309,665.00,94869.00,926.00,
390,2-May-15,NO 15/9-F-1 C,210.479,108.264,178.239,68.38615,32.24,76.68,3.58,621.00,88496.00,869.00,
391,3-May-15,NO 15/9-F-1 C,209.442,108.233,178.184,28.40513,31.258,75.01,2.678,212.00,30483.00,299.00,
392,4-May-15,NO 15/9-F-1 C,222.564,103.89,156.411,0,66.153,10.582,37.259,0.00,0.00,0.00,
393,5-May-15,NO 15/9-F-1 C,228.487,102.973,158.353,0,70.133,9.775,57.947,0.00,0.00,0.00,
394,6-May-15,NO 15/9-F-1 C,233.351,102.4,159.002,0,74.348,9.158,72.731,0.00,0.00,0.00,
395,7-May-15,NO 15/9-F-1 C,237.828,101.922,157.317,0,80.511,10.107,79.061,0.00,0.00,0.00,
396,8-May-15,NO 15/9-F-1 C,243.559,101.639,154.775,0,88.784,10.24,87.425,0.00,0.00,0.00,
397,9-May-15,NO 15/9-F-1 C,255.884,101.667,159.05,0,96.834,9.687,95.614,0.00,0.00,0.00,
398,10-May-15,NO 15/9-F-1 C,261.716,101.516,161.414,0,100.302,10.096,95.378,0.00,0.00,0.00,
399,11-May-15,NO 15/9-F-1 C,265.168,101.383,162.718,0,102.45,10.109,95.045,0.00,0.00,0.00,
400,12-May-15,NO 15/9-F-1 C,268.499,101.268,164.015,0,104.484,9.884,97.055,0.00,0.00,0.00,
401,13-May-15,NO 15/9-F-1 C,271.381,101.165,165.139,0,106.242,11.148,86.789,0.00,0.00,0.00,
402,14-May-15,NO 15/9-F-1 C,274.266,101.074,166.212,0,108.055,11.491,78.96,0.00,0.00,0.00,
403,15-May-15,NO 15/9-F-1 C,276.843,100.991,167.138,0,109.705,10.602,80.609,0.00,0.00,0.00,
404,16-May-15,NO 15/9-F-1 C,279.081,100.915,167.892,0,111.189,9.985,82.09,0.00,0.00,0.00,
405,17-May-15,NO 15/9-F-1 C,281.35,100.848,168.649,0,112.701,11.1,83.604,0.00,0.00,0.00,
406,18-May-15,NO 15/9-F-1 C,283.691,100.787,169.398,0,114.293,9.374,85.189,0.00,0.00,0.00,
407,19-May-15,NO 15/9-F-1 C,285.938,100.728,170.126,0,115.812,9.065,86.696,0.00,0.00,0.00,
408,20-May-15,NO 15/9-F-1 C,287.891,100.673,170.732,0,117.159,11.134,88.061,0.00,0.00,0.00,
409,21-May-15,NO 15/9-F-1 C,289.624,100.623,171.236,0,118.387,11.216,89.303,0.00,0.00,0.00,
410,22-May-15,NO 15/9-F-1 C,264.551,107.264,235.451,22.22339,29.099,66.361,12.029,143.00,20890.00,228.00,
411,23-May-15,NO 15/9-F-1 C,249.195,108.201,220.216,73.66493,28.979,83.42,6.574,503.00,76175.00,768.00,
412,24-May-15,NO 15/9-F-1 C,235.035,108.32,199.966,68.76319,35.069,78.997,5.73,537.00,78843.00,864.00,
413,25-May-15,NO 15/9-F-1 C,233.431,108.169,197.156,57.35183,36.274,74.119,7.481,505.00,74291.00,803.00,
414,26-May-15,NO 15/9-F-1 C,232.597,108.103,197.785,56.38097,34.812,70.583,6.06,353.00,51938.00,762.00,
415,27-May-15,NO 15/9-F-1 C,232.834,107.774,200.665,56.46453,32.169,56.428,3.482,294.00,43077.00,647.00,
416,28-May-15,NO 15/9-F-1 C,238.93,105.42,210.24,0,28.689,13.533,0.025,0.00,0.00,0.00,
417,29-May-15,NO 15/9-F-1 C,246.977,102.152,187.044,0.21993,59.933,10.319,31.274,0.00,0.00,0.00,
418,30-May-15,NO 15/9-F-1 C,250.832,101.504,173.19,0.18304,77.642,11.497,48.987,0.00,0.00,0.00,
419,31-May-15,NO 15/9-F-1 C,256.606,101.34,167.865,0.16632,88.741,12.125,60.083,0.00,0.00,0.00,
420,1-Jun-15,NO 15/9-F-1 C,267.1,101.387,170.836,0.15959,96.264,10.488,67.581,0.00,0.00,0.00,
421,2-Jun-15,NO 15/9-F-1 C,272.3,101.241,172.639,0.15192,99.661,9.238,70.953,0.00,0.00,0.00,
422,3-Jun-15,NO 15/9-F-1 C,275.183,101.107,173.654,0.12981,101.529,11.7,72.845,0.00,0.00,0.00,
423,4-Jun-15,NO 15/9-F-1 C,277.793,101.001,174.521,0.13844,103.272,12.597,74.601,0.00,0.00,0.00,
424,5-Jun-15,NO 15/9-F-1 C,280.277,100.906,175.32,0.11343,104.957,13.014,76.273,0.00,0.00,0.00,
425,6-Jun-15,NO 15/9-F-1 C,282.43,100.817,175.978,0.13806,106.452,11.144,77.76,0.00,0.00,0.00,
