,DATEPRD,WELL_BORE_CODE,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,
676,12-Feb-16,NO 15/9-F-1 C,241.08,108.156,207.775,53.73642,33.304,74.487,17.287,308.00,47812.00,938.00,
677,13-Feb-16,NO 15/9-F-1 C,239.048,108.07,207.382,52.60856,31.666,72.974,15.688,293.00,45604.00,791.00,
678,14-Feb-16,NO 15/9-F-1 C,236.79,108.058,206.324,52.71173,30.466,72.495,14.498,241.00,37810.00,763.00,
679,15-Feb-16,NO 15/9-F-1 C,234.79,108.041,205.395,52.63982,29.395,71.677,13.453,240.00,37455.00,759.00,
680,16-Feb-16,NO 15/9-F-1 C,233.138,108.023,204.575,52.64716,28.563,61.753,12.626,237.00,37227.00,756.00,
681,17-Feb-16,NO 15/9-F-1 C,231.651,108.01,203.594,52.61857,28.057,60.883,12.115,237.00,36908.00,748.00,
682,18-Feb-16,NO 15/9-F-1 C,230.407,107.995,202.93,52.6041,27.477,68.712,11.541,232.00,36516.00,744.00,
683,19-Feb-16,NO 15/9-F-1 C,229.33,107.983,202.434,52.61605,26.896,60.635,10.959,298.00,46879.00,657.00,
684,20-Feb-16,NO 15/9-F-1 C,228.535,107.969,202.372,52.5706,26.163,64.998,10.249,308.00,47840.00,669.00,
685,21-Feb-16,NO 15/9-F-1 C,227.423,108,201.224,53.22883,26.199,67.606,10.327,297.00,47177.00,682.00,
686,22-Feb-16,NO 15/9-F-1 C,225.843,108.018,199.948,53.59606,25.895,70.942,9.923,305.00,48861.00,707.00,
687,23-Feb-16,NO 15/9-F-1 C,225.188,108.002,200.214,53.54758,24.974,69.881,9.028,304.00,48622.00,713.00,
688,24-Feb-16,NO 15/9-F-1 C,224.603,108.021,199.885,54.27181,24.717,70.605,8.759,327.00,52070.00,717.00,
689,25-Feb-16,NO 15/9-F-1 C,222.382,108.081,196.968,54.97036,25.414,72.953,9.411,338.00,53576.00,741.00,
690,26-Feb-16,NO 15/9-F-1 C,223.456,107.812,204.625,15.77039,18.831,62.426,3.705,25.00,4018.00,52.00,
691,27-Feb-16,NO 15/9-F-1 C,237.501,103.916,195.652,0,41.85,10.39,26.305,0.00,0.00,0.00,
692,28-Feb-16,NO 15/9-F-1 C,241.89,104.422,225.8,2.62843,16.09,13.928,7.981,1.00,89.00,1.00,
693,29-Feb-16,NO 15/9-F-1 C,247.975,102.889,228.34,0.24178,19.635,7.939,4.097,0.00,0.00,0.00,
694,1-Mar-16,NO 15/9-F-1 C,252.878,102.44,228.156,0.27123,24.722,6.604,9.231,0.00,0.00,0.00,
695,2-Mar-16,NO 15/9-F-1 C,257.126,101.927,221.5,0.25388,35.627,8.772,20.058,0.00,0.00,0.00,
696,3-Mar-16,NO 15/9-F-1 C,260.852,101.479,205.874,0.24661,54.979,10.836,39.422,0.00,0.00,0.00,
697,4-Mar-16,NO 15/9-F-1 C,264.262,101.322,195.286,0.23401,68.976,9.747,53.417,0.00,0.00,0.00,
698,5-Mar-16,NO 15/9-F-1 C,267.415,101.21,188.308,0.22292,79.107,9.045,63.548,0.00,0.00,0.00,
699,6-Mar-16,NO 15/9-F-1 C,270.324,101.117,184.876,0.20748,85.448,8.18,69.929,0.00,0.00,0.00,
700,7-Mar-16,NO 15/9-F-1 C,273.018,100.998,268.284,0.20585,4.734,9.066,1.324,0.00,0.00,0.00,
701,8-Mar-16,NO 15/9-F-1 C,275.425,100.797,267.081,0.20531,8.345,14.737,7.149,0.00,0.00,0.00,
702,9-Mar-16,NO 15/9-F-1 C,277.748,100.792,222.885,0.19944,54.862,7.893,53.506,0.00,0.00,0.00,
703,10-Mar-16,NO 15/9-F-1 C,279.679,100.883,193.622,0.19608,86.057,8.399,84.564,0.00,0.00,0.00,
704,11-Mar-16,NO 15/9-F-1 C,281.272,100.859,189.419,0.1936,91.853,7.555,90.226,0.00,0.00,0.00,
705,12-Mar-16,NO 15/9-F-1 C,285.42,100.9,188.487,0.18534,96.934,7.279,95.173,0.00,0.00,0.00,
706,13-Mar-16,NO 15/9-F-1 C,290.391,100.876,189.124,0.19916,101.266,7.546,99.373,0.00,0.00,0.00,
707,14-Mar-16,NO 15/9-F-1 C,294.401,100.838,189.639,0.21273,104.762,9.671,102.702,0.00,0.00,0.00,
708,15-Mar-16,NO 15/9-F-1 C,297.501,100.798,190.036,0.18889,107.465,11.253,105.24,0.00,0.00,0.00,
709,16-Mar-16,NO 15/9-F-1 C,299.722,100.756,190.312,0.18592,109.41,11.268,107.028,0.00,0.00,0.00,
710,17-Mar-16,NO 15/9-F-1 C,289.08,105.43,241.516,39.20017,47.564,24.626,27.178,50.00,8087.00,764.00,
711,18-Mar-16,NO 15/9-F-1 C,281.178,107.557,253.264,49.50087,27.914,57.584,12.344,38.00,6203.00,844.00,
712,19-Mar-16,NO 15/9-F-1 C,275.321,107.799,248.431,51.16093,26.89,61.414,11.25,64.00,10455.00,931.00,
713,20-Mar-16,NO 15/9-F-1 C,270.345,107.895,241.731,51.05473,28.614,70.084,12.965,82.00,13263.00,858.00,
714,21-Mar-16,NO 15/9-F-1 C,265.651,107.976,234.772,51.04213,30.879,71.747,15.198,109.00,17787.00,919.00,
715,22-Mar-16,NO 15/9-F-1 C,260.901,108.056,228.736,51.69107,32.165,73.865,16.475,189.00,30603.00,985.00,
716,23-Mar-16,NO 15/9-F-1 C,255.506,108.126,221.918,52.67783,33.587,74.748,17.495,244.00,39160.00,976.00,
717,24-Mar-16,NO 15/9-F-1 C,250.393,108.149,216.011,52.94943,34.382,68.641,18.073,247.00,40029.00,983.00,
718,25-Mar-16,NO 15/9-F-1 C,246.173,108.138,211.993,52.93515,34.18,72.985,17.986,248.00,40440.00,936.00,
719,26-Mar-16,NO 15/9-F-1 C,241.959,108.15,208.721,53.88786,33.238,68.793,17.028,265.00,43614.00,913.00,
720,27-Mar-16,NO 15/9-F-1 C,238.132,108.139,206.27,54.10047,31.862,67.324,15.658,253.00,42108.00,872.00,
721,28-Mar-16,NO 15/9-F-1 C,235.061,108.125,204.563,54.32924,30.498,73.935,14.288,272.00,44973.00,882.00,
722,29-Mar-16,NO 15/9-F-1 C,231.524,108.13,202.044,54.76382,29.48,76.353,13.28,276.00,45176.00,894.00,
723,30-Mar-16,NO 15/9-F-1 C,228.853,108.106,200.457,54.74367,28.396,74.63,12.212,293.00,48067.00,833.00,
724,31-Mar-16,NO 15/9-F-1 C,226.555,108.091,198.965,54.69002,27.59,74.726,11.86,287.00,46865.00,821.00,
725,1-Apr-16,NO 15/9-F-1 C,224.568,108.074,197.511,54.77048,27.057,67.334,11.375,299.00,48700.00,794.00,
726,2-Apr-16,NO 15/9-F-1 C,223.012,108.058,196.629,54.68774,26.383,69.559,10.681,285.00,46880.00,766.00,
727,3-Apr-16,NO 15/9-F-1 C,221.813,108.044,196.133,54.72411,25.681,72.502,9.91,280.00,45843.00,748.00,
728,4-Apr-16,NO 15/9-F-1 C,220.78,108.042,195.665,55.06795,25.115,71.75,9.197,282.00,45801.00,797.00,
729,5-Apr-16,NO 15/9-F-1 C,218.752,108.078,193.411,55.99813,25.341,72.218,9.101,317.00,51991.00,793.00,
730,6-Apr-16,NO 15/9-F-1 C,218.438,107.857,192.83,45.14344,25.608,66.568,9.83,208.00,34998.00,542.00,
731,7-Apr-16,NO 15/9-F-1 C,228.199,104.819,191.137,0,37.062,19.72,14.37,0.00,0.00,0.00,
732,8-Apr-16,NO 15/9-F-1 C,234.98,103.628,224.16,0.71281,10.82,7.476,4.903,0.00,0.00,0.00,
733,9-Apr-16,NO 15/9-F-1 C,239.915,103.032,237.096,0.77911,2.82,2.078,3.856,0.00,0.00,0.00,
734,10-Apr-16,NO 15/9-F-1 C,244.889,102.628,236.223,0,8.666,6.893,0.068,0.00,0.00,0.00,
735,11-Apr-16,NO 15/9-F-1 C,249.408,102.132,241.948,0,7.46,9.14,0.216,0.00,0.00,0.00,
736,12-Apr-16,NO 15/9-F-1 C,253.41,101.72,246.965,0,6.445,10.011,0.784,0.00,0.00,0.00,
737,13-Apr-16,NO 15/9-F-1 C,256.99,101.509,249.882,0,7.107,10.237,0.496,0.00,0.00,0.00,
738,14-Apr-16,NO 15/9-F-1 C,260.284,101.372,252.512,0,7.772,11.299,0.249,0.00,0.00,0.00,
739,15-Apr-16,NO 15/9-F-1 C,263.327,101.269,255.063,0,8.263,10.54,0.077,0.00,0.00,0.00,
740,16-Apr-16,NO 15/9-F-1 C,266.148,101.17,257.473,0,8.675,10.079,0.068,0.00,0.00,0.00,
741,17-Apr-16,NO 15/9-F-1 C,270.268,101.198,263.77,0,6.498,9.802,2.645,0.00,0.00,0.00,
742,18-Apr-16,NO 15/9-F-1 C,276.869,101.231,263.155,0,13.714,11.742,4.12,0.00,0.00,0.00,
743,19-Apr-16,NO 15/9-F-1 C,282.105,101.178,273.53,0.26519,8.576,10.119,1.866,0.00,0.00,0.00,
744,20-Apr-16,NO 15/9-F-1 C,285.096,101.131,266.816,0,18.28,9.872,7.414,0.00,0.00,0.00,
745,21-Apr-16,NO 15/9-F-1 C,0,0,0,0,0,0,0,0.00,0.00,0.00,
