,WELL_BORE_CODE,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,FLOW_KIND,WELL_TYPE
5654,NO 15/9-F-14 H,237.13,106.12,44.71,55.58,88.89,22.98,2703.2,379733.19,2134.98,production,OP
5655,NO 15/9-F-14 H,236.43,106.13,45.74,54.66,88.61,21.96,2745.86,385609.86,1564.42,production,OP
5656,NO 15/9-F-14 H,236.25,106.14,46.05,54.32,88.42,21.61,2755.53,386478.04,1598.47,production,OP
5657,NO 15/9-F-14 H,236.65,106.14,44.74,54.56,88.08,21.91,2724.82,382552.45,2041.07,production,OP
5658,NO 15/9-F-14 H,236.64,106.15,44.81,54.39,88.16,21.77,2723.08,382201.62,1667.54,production,OP
5659,NO 15/9-F-14 H,240.82,106.11,39.73,58.0,85.78,25.45,2301.79,337751.4,1609.05,production,OP
5660,NO 15/9-F-14 H,236.3,106.14,44.94,54.09,87.84,21.46,2726.55,382361.09,1760.21,production,OP
5661,NO 15/9-F-14 H,236.35,106.15,45.88,53.97,88.43,21.33,2714.43,380459.93,1998.23,production,OP
5662,NO 15/9-F-14 H,236.46,106.15,46.01,53.88,86.19,21.24,2711.82,379376.03,1800.96,production,OP
5663,NO 15/9-F-14 H,236.38,106.16,46.34,53.59,83.63,20.92,2713.46,379315.49,2008.99,production,OP
5664,NO 15/9-F-14 H,236.18,106.17,46.99,53.19,84.06,20.47,2710.24,379239.91,2593.38,production,OP
5665,NO 15/9-F-14 H,235.08,106.2,49.22,51.75,85.65,18.89,2762.75,386570.01,2596.49,production,OP
5666,NO 15/9-F-14 H,235.37,106.21,49.23,51.78,84.2,18.92,2734.35,381586.5,2788.24,production,OP
5667,NO 15/9-F-14 H,235.61,106.22,49.31,51.77,85.16,18.91,2695.51,376652.43,2791.5,production,OP
5668,NO 15/9-F-14 H,236.04,106.23,49.26,51.86,86.59,18.98,2840.81,396261.97,2533.96,production,OP
5669,NO 15/9-F-14 H,236.47,106.24,49.21,51.94,87.83,19.06,2813.38,392758.46,2477.03,production,OP
5670,NO 15/9-F-14 H,194.36,87.22,49.24,52.01,86.08,19.13,2789.61,389180.91,2595.68,production,OP
5671,NO 15/9-F-14 H,237.16,106.25,49.09,52.26,84.84,19.39,2758.51,386979.33,2599.22,production,OP
5672,NO 15/9-F-14 H,237.35,106.26,49.16,52.19,84.69,19.31,2746.74,386243.74,2595.55,production,OP
5673,NO 15/9-F-14 H,252.98,106.15,34.02,66.23,82.04,33.51,1935.58,282455.75,1786.53,production,OP
5674,NO 15/9-F-14 H,244.03,106.18,43.63,58.09,84.7,25.39,2512.9,360984.86,2321.35,production,OP
5675,NO 15/9-F-14 H,240.36,106.26,46.58,54.34,88.51,21.63,2689.44,375908.94,2571.56,production,OP
5676,NO 15/9-F-14 H,242.98,106.23,43.0,56.49,87.13,23.81,2447.28,351147.7,2300.59,production,OP
5677,NO 15/9-F-14 H,243.43,106.23,42.9,57.39,88.68,24.98,2549.27,357687.24,2415.21,production,OP
5678,NO 15/9-F-14 H,246.26,106.2,40.24,60.23,88.71,28.13,2392.82,335620.77,2351.71,production,OP
5679,NO 15/9-F-14 H,245.08,106.21,41.88,58.88,89.15,26.63,2431.33,341029.42,2286.59,production,OP
5680,NO 15/9-F-14 H,245.01,106.22,42.23,58.63,89.23,26.33,2421.01,339827.68,2351.1,production,OP
5681,NO 15/9-F-14 H,245.32,106.23,42.24,58.74,89.13,26.44,2409.79,338546.47,2452.64,production,OP
5682,NO 15/9-F-14 H,245.58,106.24,42.29,58.79,89.46,26.49,2415.98,338847.62,2464.31,production,OP
5683,NO 15/9-F-14 H,246.17,106.24,42.05,59.09,89.51,26.74,2390.72,336402.7,2524.31,production,OP
5684,NO 15/9-F-14 H,248.22,106.23,40.6,60.88,89.43,28.59,2475.53,361124.21,2383.69,production,OP
5685,NO 15/9-F-14 H,247.97,106.24,40.99,60.35,87.55,28.11,2511.6,356664.97,2970.89,production,OP
5686,NO 15/9-F-14 H,247.05,106.26,42.09,59.18,86.02,26.89,2595.29,364435.93,2443.85,production,OP
5687,NO 15/9-F-14 H,247.64,106.26,41.79,59.67,88.39,27.4,2573.4,361845.85,1801.47,production,OP
5688,NO 15/9-F-14 H,247.81,106.27,41.98,59.6,89.7,27.27,2547.01,361152.42,2569.97,production,OP
5689,NO 15/9-F-14 H,246.7,106.28,43.33,58.3,89.97,25.87,2608.51,367110.17,2750.3,production,OP
5690,NO 15/9-F-14 H,247.39,106.29,42.84,58.8,89.97,26.42,2579.15,362761.76,2724.61,production,OP
5691,NO 15/9-F-14 H,188.63,80.62,41.73,60.04,89.64,27.78,2521.73,355402.62,2616.02,production,OP
5692,NO 15/9-F-14 H,250.19,106.28,40.5,61.24,89.82,29.01,2500.81,350905.83,2280.37,production,OP
5693,NO 15/9-F-14 H,252.76,106.27,38.67,63.44,89.67,31.45,2368.79,330996.23,2247.6,production,OP
5694,NO 15/9-F-14 H,252.44,106.22,38.79,63.77,89.56,31.73,2426.54,333708.84,2359.86,production,OP
5695,NO 15/9-F-14 H,222.27,94.16,34.26,61.43,83.64,31.89,1436.9,201411.22,1288.17,production,OP
5704,NO 15/9-F-14 H,71.15,30.08,37.12,63.94,88.95,31.64,2144.8,307980.27,2126.16,production,OP
5705,NO 15/9-F-14 H,250.83,106.35,41.88,60.58,89.34,28.13,2532.28,360704.44,2650.72,production,OP
5706,NO 15/9-F-14 H,49.45,20.96,40.53,60.12,87.49,28.34,1709.58,243034.51,1755.05,production,OP
5707,NO 15/9-F-14 H,255.38,106.22,36.96,63.97,83.64,31.67,1660.01,239149.24,2391.98,production,OP
5708,NO 15/9-F-14 H,251.29,106.33,39.41,59.41,89.23,28.45,1630.02,227261.56,2474.42,production,OP
5709,NO 15/9-F-14 H,279.68,102.8,7.91,101.51,12.13,76.57,51.61,3684.87,31.04,production,OP
5710,NO 15/9-F-14 H,252.14,106.13,38.44,63.55,82.91,31.24,2114.14,291748.79,2110.01,production,OP
5711,NO 15/9-F-14 H,247.41,106.25,40.99,60.44,89.22,27.96,2332.95,322809.68,1966.81,production,OP
5712,NO 15/9-F-14 H,244.45,106.27,43.07,58.54,89.34,25.66,2475.08,341962.9,2141.58,production,OP
5713,NO 15/9-F-14 H,244.46,106.26,41.36,59.27,88.41,26.6,2079.02,286933.52,1840.75,production,OP
5714,NO 15/9-F-14 H,248.94,105.97,37.26,64.17,80.31,31.56,1151.8,159842.09,746.82,production,OP
5715,NO 15/9-F-14 H,244.02,106.28,42.29,59.58,89.24,26.74,2406.83,331941.06,2575.17,production,OP
5716,NO 15/9-F-14 H,242.91,106.27,42.24,59.43,89.45,26.63,2353.48,324892.56,2029.42,production,OP
5717,NO 15/9-F-14 H,243.74,106.24,39.96,60.34,88.62,27.62,2412.87,334738.39,2137.27,production,OP
5718,NO 15/9-F-14 H,251.87,106.1,30.61,66.35,81.36,33.62,2035.34,288250.75,1671.35,production,OP
5719,NO 15/9-F-14 H,239.67,106.28,43.45,56.37,89.48,23.4,2651.61,382979.15,2403.79,production,OP
5720,NO 15/9-F-14 H,239.4,106.33,46.1,55.25,89.17,22.25,2682.95,383733.68,2516.72,production,OP
5721,NO 15/9-F-14 H,241.31,106.33,44.32,56.69,89.75,23.81,2551.43,360311.81,2929.68,production,OP
5722,NO 15/9-F-14 H,243.61,106.32,42.54,58.52,89.64,25.7,2443.69,346536.72,2514.63,production,OP
5723,NO 15/9-F-14 H,244.47,106.31,41.94,58.96,88.92,26.2,2363.55,330494.63,2707.64,production,OP
5724,NO 15/9-F-14 H,243.13,106.3,42.64,57.9,88.24,25.01,2302.63,336306.51,2355.55,production,OP
5725,NO 15/9-F-14 H,242.34,106.29,42.68,57.49,87.25,24.34,2275.39,318025.91,2039.45,production,OP
5726,NO 15/9-F-14 H,241.64,106.28,42.74,57.26,88.91,24.12,2251.88,314261.45,2036.45,production,OP
5727,NO 15/9-F-14 H,240.82,106.27,42.77,56.85,89.56,23.73,2220.6,309661.36,2031.36,production,OP
5728,NO 15/9-F-14 H,238.62,106.28,45.04,54.88,88.51,21.62,2650.03,370156.14,2364.9,production,OP
5729,NO 15/9-F-14 H,235.97,106.31,48.27,52.34,89.14,18.9,2763.87,391352.4,2744.65,production,OP
5730,NO 15/9-F-14 H,236.84,106.32,47.67,52.75,87.9,19.37,2723.29,384920.14,2563.73,production,OP
5731,NO 15/9-F-14 H,237.29,106.33,47.67,52.78,87.84,19.34,2710.55,382931.93,2632.92,production,OP
5732,NO 15/9-F-14 H,238.5,106.34,46.88,53.55,86.82,20.13,2607.98,368334.37,2647.59,production,OP
5733,NO 15/9-F-14 H,239.17,106.35,46.52,53.89,88.3,20.46,2538.52,359368.76,2546.04,production,OP
5734,NO 15/9-F-14 H,239.77,106.36,45.71,54.09,89.25,20.64,2372.26,334871.43,2456.03,production,OP
5735,NO 15/9-F-14 H,240.44,106.37,46.68,54.39,89.96,20.93,2380.49,336591.37,2496.2,production,OP
5736,NO 15/9-F-14 H,242.18,106.36,45.17,55.75,87.9,22.37,2555.35,363966.9,2556.96,production,OP
5737,NO 15/9-F-14 H,242.63,106.37,44.15,55.79,87.42,22.35,2530.06,360196.09,2766.34,production,OP
5739,NO 15/9-F-14 H,249.67,105.91,35.26,54.15,75.85,23.09,805.18,116946.9,817.6,production,OP
5740,NO 15/9-F-14 H,245.92,106.35,42.42,57.89,86.37,24.57,2329.4,327884.14,2458.74,production,OP
5741,NO 15/9-F-14 H,243.65,106.41,45.93,55.52,88.62,22.21,2649.88,372779.09,2812.37,production,OP
5742,NO 15/9-F-14 H,244.66,106.42,44.42,56.18,89.29,22.96,2592.21,366142.18,2694.23,production,OP
5743,NO 15/9-F-14 H,245.69,106.42,44.62,56.93,87.62,23.75,2569.99,364122.63,2625.16,production,OP
5744,NO 15/9-F-14 H,246.05,106.43,44.62,57.06,89.84,23.8,2567.23,364373.14,2832.17,production,OP
5745,NO 15/9-F-14 H,247.14,106.43,43.98,57.84,90.65,24.63,2639.66,375786.26,2659.4,production,OP
5746,NO 15/9-F-14 H,248.22,106.42,43.05,58.89,90.8,25.77,2594.12,364622.26,2459.18,production,OP
5747,NO 15/9-F-14 H,247.49,106.4,42.75,58.75,90.62,25.69,2574.89,359872.05,2477.55,production,OP
5748,NO 15/9-F-14 H,246.81,106.38,42.69,58.42,90.26,25.41,2548.68,356321.96,2401.55,production,OP
5749,NO 15/9-F-14 H,244.75,106.38,43.89,56.85,90.53,23.72,2589.88,362544.04,2447.96,production,OP
5750,NO 15/9-F-14 H,243.24,106.36,44.26,56.22,90.42,23.11,2581.96,362655.22,2477.63,production,OP
5751,NO 15/9-F-14 H,242.26,106.34,44.29,55.92,90.36,22.82,2471.34,343955.47,2054.28,production,OP
5752,NO 15/9-F-14 H,241.52,106.33,44.17,55.83,90.31,22.74,2438.81,340726.46,2585.23,production,OP
5753,NO 15/9-F-14 H,240.28,106.33,44.61,55.21,89.91,22.1,2428.33,339139.22,2556.13,production,OP
5754,NO 15/9-F-14 H,241.28,106.3,42.22,56.59,88.46,23.53,2276.94,318135.05,2570.24,production,OP
5755,NO 15/9-F-14 H,238.07,106.32,45.68,54.27,89.72,21.07,2521.84,351073.08,2564.96,production,OP
5756,NO 15/9-F-14 H,236.86,106.32,46.2,53.72,89.44,20.54,2487.4,353646.98,2693.93,production,OP
5757,NO 15/9-F-14 H,235.29,106.31,46.98,52.8,88.71,19.59,2345.28,325928.07,1823.37,production,OP
5758,NO 15/9-F-14 H,234.26,106.3,47.15,52.45,89.49,19.25,2727.02,378875.37,2430.84,production,OP
5759,NO 15/9-F-14 H,233.99,106.28,46.16,52.81,89.2,19.68,2674.99,372845.54,2282.69,production,OP
5760,NO 15/9-F-14 H,233.62,106.29,46.17,52.53,89.41,19.43,2632.77,377052.69,2252.02,production,OP
5761,NO 15/9-F-14 H,232.12,106.34,52.6,49.81,89.01,16.36,2656.07,379250.25,2359.74,production,OP
5762,NO 15/9-F-14 H,231.34,106.4,58.58,47.93,88.74,13.91,2788.46,384677.3,2608.4,production,OP
5763,NO 15/9-F-14 H,238.47,106.35,49.45,54.39,88.72,20.66,2235.18,319314.57,2082.29,production,OP
5764,NO 15/9-F-14 H,232.12,106.46,61.31,46.89,90.3,13.08,3115.25,442143.39,2796.42,production,OP
5765,NO 15/9-F-14 H,240.67,106.43,50.1,54.79,88.14,21.02,2329.56,333190.64,1941.66,production,OP
5766,NO 15/9-F-14 H,238.1,106.43,55.09,51.51,89.72,17.69,2704.27,385619.31,2370.42,production,OP
5767,NO 15/9-F-14 H,234.78,106.51,61.25,47.62,90.69,13.76,3159.22,448847.16,2729.15,production,OP
5768,NO 15/9-F-14 H,235.37,106.52,60.9,47.74,90.71,14.15,3149.16,447855.25,2713.11,production,OP
5769,NO 15/9-F-14 H,236.37,106.53,59.36,48.36,90.81,14.79,3120.6,442383.61,2652.35,production,OP
5770,NO 15/9-F-14 H,236.42,106.53,59.33,48.41,90.71,14.86,3126.64,441909.62,2651.94,production,OP
5771,NO 15/9-F-14 H,236.68,106.53,59.24,48.49,90.71,14.93,2999.43,425496.49,2431.99,production,OP
5772,NO 15/9-F-14 H,237.13,106.54,59.12,48.57,91.0,15.0,3069.97,432818.08,2783.13,production,OP
