DATEPRD,WELL_BORE_CODE,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
07-Apr-14,NO 15/9-F-1 C,0.000,0.000,0.000,0.00000,0.000,0.000,0.000,0,0,0
08-Apr-14,NO 15/9-F-1 C,,,,1.00306,0.000,0.000,0.000,0,0,0
09-Apr-14,NO 15/9-F-1 C,,,,0.97901,0.000,0.000,0.000,0,0,0
10-Apr-14,NO 15/9-F-1 C,,,,0.54576,0.000,0.000,0.000,0,0,0
11-Apr-14,NO 15/9-F-1 C,310.376,96.876,277.278,1.21599,33.098,10.480,33.072,0,0,0
12-Apr-14,NO 15/9-F-1 C,303.501,96.923,281.447,3.08702,22.053,8.704,22.053,0,0,0
13-Apr-14,NO 15/9-F-1 C,303.535,96.959,276.032,1.96237,27.503,9.423,16.163,0,0,0
14-Apr-14,NO 15/9-F-1 C,303.782,96.969,282.787,0.00000,20.996,8.131,20.737,0,0,0
15-Apr-14,NO 15/9-F-1 C,303.858,97.021,289.941,31.14186,13.918,8.498,12.182,0,0,0
16-Apr-14,NO 15/9-F-1 C,303.792,97.066,299.672,0.00000,4.120,8.821,1.490,0,0,0
17-Apr-14,NO 15/9-F-1 C,304.335,96.919,282.901,41.23599,21.434,8.854,18.795,0,0,0
18-Apr-14,NO 15/9-F-1 C,304.849,96.720,273.701,0.00000,31.148,9.640,28.503,0,0,0
19-Apr-14,NO 15/9-F-1 C,305.371,96.616,259.620,0.43686,45.752,9.639,43.157,0,0,0
20-Apr-14,NO 15/9-F-1 C,313.871,96.560,282.814,0.45428,31.056,9.620,28.484,0,0,0
21-Apr-14,NO 15/9-F-1 C,301.376,102.676,204.795,20.98975,96.580,19.197,69.776,0,0,0
22-Apr-14,NO 15/9-F-1 C,289.421,106.353,182.059,43.34345,107.362,37.939,78.935,631,"90,439",0
23-Apr-14,NO 15/9-F-1 C,270.240,107.644,171.053,47.16752,99.187,60.757,70.627,"1,166","165,720",0
24-Apr-14,NO 15/9-F-1 C,262.843,107.869,168.242,47.73231,94.601,63.047,66.049,"1,550","221,707",0
25-Apr-14,NO 15/9-F-1 C,255.527,107.971,165.539,48.53377,89.988,64.547,61.405,"1,249","178,064",0
26-Apr-14,NO 15/9-F-1 C,247.199,108.052,162.422,49.84450,84.777,65.724,56.148,"1,346","192,602",0
27-Apr-14,NO 15/9-F-1 C,240.736,108.054,159.899,50.29698,80.837,66.934,52.202,"1,350","194,496",0
28-Apr-14,NO 15/9-F-1 C,235.021,108.042,157.683,50.73588,77.338,67.848,48.708,"1,346","192,900",0
29-Apr-14,NO 15/9-F-1 C,232.744,107.988,156.795,50.11392,75.949,65.707,47.376,"1,279","184,900",0
30-Apr-14,NO 15/9-F-1 C,233.298,107.893,157.179,48.92679,76.118,62.796,47.611,"1,226","177,108",0
01-May-14,NO 15/9-F-1 C,231.089,107.877,156.399,48.93863,74.690,62.377,46.196,"1,213","174,609",0
02-May-14,NO 15/9-F-1 C,231.419,107.817,156.690,48.30370,74.729,60.747,46.150,"1,074","154,871",0
03-May-14,NO 15/9-F-1 C,230.766,107.795,156.606,48.17350,74.160,60.628,45.733,"1,044","147,930",0
04-May-14,NO 15/9-F-1 C,230.596,107.764,156.688,47.46609,73.908,58.279,45.491,970,"139,378",0
05-May-14,NO 15/9-F-1 C,229.424,107.780,156.429,47.84002,72.994,54.905,44.549,946,"136,980",0
06-May-14,NO 15/9-F-1 C,225.902,107.860,154.951,49.00558,70.952,58.883,42.450,"1,003","144,950",0
07-May-14,NO 15/9-F-1 C,225.768,107.838,155.059,47.92040,70.710,57.426,42.049,925,"135,000",0
08-May-14,NO 15/9-F-1 C,225.687,107.821,155.142,47.29695,70.545,57.656,41.159,914,"127,565",0
09-May-14,NO 15/9-F-1 C,227.798,107.599,156.852,29.13359,70.946,55.955,41.745,177,"24,323",0
10-May-14,NO 15/9-F-1 C,226.061,107.684,155.165,48.13438,70.896,57.374,41.905,944,"52,163",0
11-May-14,NO 15/9-F-1 C,225.097,107.836,155.162,47.49389,69.935,58.024,41.483,823,"117,732",0
12-May-14,NO 15/9-F-1 C,226.023,107.772,155.797,46.93359,70.226,56.885,41.807,769,"111,238",0
13-May-14,NO 15/9-F-1 C,226.905,107.717,156.577,46.33520,70.328,54.255,41.926,741,"107,144",0
14-May-14,NO 15/9-F-1 C,225.576,107.741,156.204,45.16209,69.372,54.995,40.981,713,"102,881",0
15-May-14,NO 15/9-F-1 C,225.893,107.709,156.826,46.31644,69.067,48.598,40.651,744,"106,745",0
16-May-14,NO 15/9-F-1 C,225.701,107.710,157.108,46.34614,68.593,48.378,40.138,736,"104,864",0
17-May-14,NO 15/9-F-1 C,223.603,107.778,156.346,47.08721,67.256,53.921,38.840,783,"110,078",0
18-May-14,NO 15/9-F-1 C,220.102,107.889,154.695,47.76981,65.407,53.832,36.990,835,"117,388",0
19-May-14,NO 15/9-F-1 C,220.490,107.860,155.176,47.13595,65.314,55.754,36.906,789,"109,517",0
20-May-14,NO 15/9-F-1 C,220.154,107.859,155.238,47.14247,64.916,55.628,36.509,783,"109,362",0
21-May-14,NO 15/9-F-1 C,220.066,107.851,155.375,46.52459,64.691,52.236,36.281,744,"104,993",0
22-May-14,NO 15/9-F-1 C,219.983,107.852,155.547,46.28900,64.436,53.661,36.019,735,"107,116",0
23-May-14,NO 15/9-F-1 C,219.863,107.867,155.572,46.28423,64.291,49.053,35.873,743,"108,079",93
24-May-14,NO 15/9-F-1 C,219.923,107.883,155.753,46.24216,64.170,54.691,35.751,747,"108,387",100
25-May-14,NO 15/9-F-1 C,219.977,107.903,155.904,46.26168,64.073,55.231,35.671,751,"105,810",101
26-May-14,NO 15/9-F-1 C,219.974,107.921,156.043,46.26511,63.930,55.103,35.529,727,"106,514",87
27-May-14,NO 15/9-F-1 C,219.980,107.936,156.243,46.22633,63.737,55.311,35.335,716,"105,800",91
28-May-14,NO 15/9-F-1 C,219.267,107.445,155.716,46.21500,63.551,55.508,35.155,695,"102,250",77
29-May-14,NO 15/9-F-1 C,220.007,107.962,156.549,46.21506,63.458,56.171,35.052,699,"102,824",77
30-May-14,NO 15/9-F-1 C,220.000,107.974,156.665,46.23157,63.335,55.852,34.924,704,"103,978",78
31-May-14,NO 15/9-F-1 C,219.994,107.985,156.783,46.20740,63.210,55.596,34.793,716,"105,761",79
01-Jun-14,NO 15/9-F-1 C,220.006,107.994,156.864,46.26479,63.142,55.963,34.726,724,"107,036",80
02-Jun-14,NO 15/9-F-1 C,221.328,107.825,157.538,41.71340,63.790,50.774,35.352,460,"68,263",46
03-Jun-14,NO 15/9-F-1 C,220.240,107.965,157.868,46.19319,62.373,53.047,33.947,715,"104,866",81
04-Jun-14,NO 15/9-F-1 C,221.268,107.961,159.451,46.15731,61.817,53.736,33.387,707,"104,234",80
05-Jun-14,NO 15/9-F-1 C,221.045,107.973,158.758,47.04157,62.286,54.245,33.842,677,"99,517",91
06-Jun-14,NO 15/9-F-1 C,220.750,107.987,157.674,47.20270,63.076,56.534,34.646,690,"99,850",92
07-Jun-14,NO 15/9-F-1 C,220.640,107.994,157.278,47.19411,63.362,56.615,34.934,694,"100,306",92
08-Jun-14,NO 15/9-F-1 C,220.504,108.003,157.185,47.15202,63.319,52.051,34.892,691,"99,959",91
09-Jun-14,NO 15/9-F-1 C,221.451,107.757,159.113,38.97891,62.337,53.559,34.670,238,"34,916",28
10-Jun-14,NO 15/9-F-1 C,220.852,107.991,158.075,46.51253,62.777,54.486,34.352,647,"95,262",85
11-Jun-14,NO 15/9-F-1 C,218.415,108.065,156.685,47.81521,61.730,54.295,33.314,746,"108,793",94
12-Jun-14,NO 15/9-F-1 C,215.497,108.139,155.559,48.72777,59.938,61.561,31.529,805,"116,555",102
13-Jun-14,NO 15/9-F-1 C,214.823,108.135,154.685,48.26392,60.138,62.327,31.739,819,"120,308",57
14-Jun-14,NO 15/9-F-1 C,215.833,108.105,155.598,48.00591,60.235,59.584,31.836,781,"115,374",54
15-Jun-14,NO 15/9-F-1 C,214.877,108.114,154.958,48.04032,59.920,60.774,31.544,786,"116,058",55
16-Jun-14,NO 15/9-F-1 C,215.381,108.088,155.333,47.74037,60.048,59.445,31.671,757,"111,153",52
17-Jun-14,NO 15/9-F-1 C,216.119,108.067,155.978,47.62397,60.140,58.607,31.763,727,"107,051",51
18-Jun-14,NO 15/9-F-1 C,215.984,108.066,156.197,47.63986,59.787,58.662,31.400,724,"106,457",51
19-Jun-14,NO 15/9-F-1 C,215.818,108.066,156.378,47.60717,59.440,57.550,31.053,715,"105,828",53
20-Jun-14,NO 15/9-F-1 C,215.579,108.073,156.488,47.58517,59.091,58.446,30.704,711,"104,861",51
21-Jun-14,NO 15/9-F-1 C,215.304,108.079,156.599,47.61120,58.705,58.703,30.313,708,"104,156",50
22-Jun-14,NO 15/9-F-1 C,214.949,108.085,156.713,47.61982,58.236,58.418,29.846,703,"102,418",52
23-Jun-14,NO 15/9-F-1 C,214.858,108.087,157.394,47.65973,57.464,57.883,28.780,696,"102,285",52
24-Jun-14,NO 15/9-F-1 C,214.897,108.080,157.989,47.62792,56.908,57.350,28.519,658,"96,652",95
25-Jun-14,NO 15/9-F-1 C,214.822,108.084,157.947,46.56755,56.875,58.007,28.477,576,"85,082",79
26-Jun-14,NO 15/9-F-1 C,219.559,107.447,158.581,44.00000,60.978,49.152,35.123,370,"55,420",51
27-Jun-14,NO 15/9-F-1 C,217.252,107.635,162.789,44.37510,54.462,50.511,26.032,418,"63,214",59
28-Jun-14,NO 15/9-F-1 C,215.093,108.078,160.766,47.05341,54.327,55.688,25.903,589,"88,193",92
29-Jun-14,NO 15/9-F-1 C,215.259,108.099,160.197,46.83166,55.062,55.970,26.646,572,"85,616",82
30-Jun-14,NO 15/9-F-1 C,215.351,108.108,160.212,45.82783,55.139,56.006,26.727,513,"76,979",71
01-Jul-14,NO 15/9-F-1 C,215.385,108.114,160.417,46.78696,54.967,56.254,26.555,563,"84,308",79
02-Jul-14,NO 15/9-F-1 C,215.407,108.119,160.599,46.79973,54.808,51.652,26.390,564,"84,365",79
03-Jul-14,NO 15/9-F-1 C,215.332,108.124,160.782,46.80369,54.551,50.821,26.132,565,"84,351",79
04-Jul-14,NO 15/9-F-1 C,215.211,108.129,161.101,46.84702,54.111,51.418,25.676,564,"84,183",80
05-Jul-14,NO 15/9-F-1 C,215.119,108.132,161.484,46.85599,53.635,54.232,25.201,563,"83,870",80
06-Jul-14,NO 15/9-F-1 C,215.067,108.134,161.973,46.86472,53.094,56.636,24.659,563,"83,854",80
07-Jul-14,NO 15/9-F-1 C,215.070,108.136,162.407,46.82457,52.663,54.966,24.234,522,"77,847",154
08-Jul-14,NO 15/9-F-1 C,215.047,108.139,163.023,46.80372,52.024,57.485,23.586,523,"77,885",247
09-Jul-14,NO 15/9-F-1 C,215.136,108.140,163.889,46.80708,51.247,56.123,22.798,522,"77,859",247
10-Jul-14,NO 15/9-F-1 C,215.165,108.143,164.233,46.79164,50.932,57.489,22.480,490,"73,241",213
11-Jul-14,NO 15/9-F-1 C,215.188,108.144,164.696,46.78773,50.492,56.119,22.038,492,"72,895",253
12-Jul-14,NO 15/9-F-1 C,215.464,108.142,165.927,46.85941,49.536,56.633,21.080,488,"72,637",204
13-Jul-14,NO 15/9-F-1 C,215.759,108.134,166.743,46.80047,49.016,57.204,20.540,482,"71,515",200
14-Jul-14,NO 15/9-F-1 C,215.977,108.121,167.412,47.00266,48.565,56.775,20.102,492,"73,096",215
15-Jul-14,NO 15/9-F-1 C,215.051,108.145,166.189,47.88536,48.862,56.395,20.380,476,"70,443",247
16-Jul-14,NO 15/9-F-1 C,214.827,108.150,166.342,47.76055,48.486,56.418,20.016,466,"69,327",244
17-Jul-14,NO 15/9-F-1 C,214.761,108.151,166.585,47.71350,48.176,55.027,19.707,464,"68,817",242
18-Jul-14,NO 15/9-F-1 C,214.923,108.148,167.474,47.69517,47.449,58.937,19.009,459,"68,361",241
19-Jul-14,NO 15/9-F-1 C,215.035,108.147,167.639,47.68624,47.396,58.307,18.922,458,"68,466",241
20-Jul-14,NO 15/9-F-1 C,216.045,108.021,168.827,43.93395,47.218,55.548,18.539,291,"44,919",139
21-Jul-14,NO 15/9-F-1 C,215.112,108.142,170.300,47.97656,44.812,56.696,16.288,487,"72,966",256
22-Jul-14,NO 15/9-F-1 C,215.062,108.176,168.716,47.70091,46.346,58.756,17.868,469,"69,274",242
23-Jul-14,NO 15/9-F-1 C,215.205,108.182,169.048,47.71833,46.157,58.985,17.681,465,"69,891",240
24-Jul-14,NO 15/9-F-1 C,215.378,108.182,169.281,47.63336,46.097,59.719,17.614,467,"69,743",232
25-Jul-14,NO 15/9-F-1 C,215.526,108.183,169.771,47.65598,45.756,59.467,17.269,464,"69,237",233
26-Jul-14,NO 15/9-F-1 C,215.614,108.183,170.112,47.60958,45.501,60.039,17.047,459,"68,831",252
27-Jul-14,NO 15/9-F-1 C,215.844,108.183,170.957,47.59103,44.887,58.891,16.437,461,"68,638",260
28-Jul-14,NO 15/9-F-1 C,216.087,108.183,171.445,47.60245,44.642,59.252,16.195,458,"68,331",245
29-Jul-14,NO 15/9-F-1 C,215.966,108.191,171.367,48.13160,44.598,56.664,16.151,482,"71,885",259
30-Jul-14,NO 15/9-F-1 C,214.626,108.233,169.636,48.71677,44.990,57.165,16.522,489,"72,278",243
31-Jul-14,NO 15/9-F-1 C,215.092,108.220,171.845,48.71789,43.247,58.959,14.725,376,"56,055",218
01-Aug-14,NO 15/9-F-1 C,215.027,108.221,171.356,48.72132,43.671,59.044,15.150,378,"56,399",218
02-Aug-14,NO 15/9-F-1 C,215.155,108.217,172.016,48.70453,43.139,58.063,14.605,379,"56,290",218
03-Aug-14,NO 15/9-F-1 C,215.130,108.217,171.879,48.69856,43.251,57.608,14.744,377,"56,569",213
04-Aug-14,NO 15/9-F-1 C,212.895,108.262,168.859,49.53814,44.036,56.583,15.518,418,"61,912",228
05-Aug-14,NO 15/9-F-1 C,210.167,108.325,166.758,49.63278,43.409,63.583,14.913,508,"75,078",262
06-Aug-14,NO 15/9-F-1 C,209.823,108.321,167.206,49.59429,42.617,62.685,14.108,470,"69,713",253
07-Aug-14,NO 15/9-F-1 C,210.094,108.307,169.043,50.19488,41.051,60.702,12.535,521,"77,391",294
08-Aug-14,NO 15/9-F-1 C,210.184,108.297,169.819,50.21089,40.365,62.560,11.838,518,"76,995",297
09-Aug-14,NO 15/9-F-1 C,210.545,108.283,170.397,49.94630,40.148,58.140,11.606,493,"73,657",290
10-Aug-14,NO 15/9-F-1 C,210.631,108.281,170.858,50.23923,39.773,56.231,11.219,509,"76,002",303
11-Aug-14,NO 15/9-F-1 C,213.448,108.171,176.098,49.43711,37.350,50.724,8.751,352,"52,975",241
12-Aug-14,NO 15/9-F-1 C,215.506,108.138,178.412,48.82824,37.094,44.267,8.482,287,"44,830",240
13-Aug-14,NO 15/9-F-1 C,215.895,108.159,178.003,48.57821,37.892,50.890,9.291,279,"44,300",235
14-Aug-14,NO 15/9-F-1 C,215.855,108.189,177.023,48.49824,38.832,56.831,10.254,297,"47,071",249
15-Aug-14,NO 15/9-F-1 C,215.777,108.204,176.233,48.47180,39.543,57.329,10.978,297,"46,462",248
16-Aug-14,NO 15/9-F-1 C,216.002,108.202,176.635,48.47927,39.366,52.846,10.796,296,"44,219",247
17-Aug-14,NO 15/9-F-1 C,216.016,108.211,176.177,48.47286,39.839,53.758,11.259,296,"44,243",247
18-Aug-14,NO 15/9-F-1 C,216.082,108.215,176.080,48.44686,40.001,57.064,11.427,293,"44,083",247
19-Aug-14,NO 15/9-F-1 C,217.065,108.215,176.476,15.61403,40.589,56.849,12.717,0,0,0
20-Aug-14,NO 15/9-F-1 C,242.944,103.647,242.378,0.51505,0.566,15.363,0.566,0,0,0
21-Aug-14,NO 15/9-F-1 C,234.107,104.129,233.521,0.53602,0.586,19.296,0.586,0,0,0
22-Aug-14,NO 15/9-F-1 C,234.107,104.129,233.521,0.53602,0.586,19.296,0.586,0,0,0
23-Aug-14,NO 15/9-F-1 C,234.107,104.129,233.521,0.53602,0.586,19.296,0.586,0,0,0
24-Aug-14,NO 15/9-F-1 C,234.107,104.129,233.521,0.53602,0.586,19.296,0.586,0,0,0
25-Aug-14,NO 15/9-F-1 C,266.286,101.806,205.786,0.50519,60.499,21.192,60.499,0,0,0
26-Aug-14,NO 15/9-F-1 C,268.533,101.253,188.690,0.52745,79.843,18.682,79.843,0,0,0
27-Aug-14,NO 15/9-F-1 C,271.096,101.206,190.031,0.51857,81.065,18.273,81.065,0,0,0
28-Aug-14,NO 15/9-F-1 C,266.151,98.061,184.237,0.50971,81.914,17.432,81.914,0,0,0
29-Aug-14,NO 15/9-F-1 C,276.538,101.183,195.214,0.49239,81.324,15.927,81.324,0,0,0
30-Aug-14,NO 15/9-F-1 C,279.004,101.128,196.735,0.47928,82.269,15.532,82.269,0,0,0
31-Aug-14,NO 15/9-F-1 C,281.008,101.032,207.120,0.49207,73.889,16.726,73.889,0,0,0
01-Sep-14,NO 15/9-F-1 C,282.916,100.949,232.018,0.50623,50.898,15.534,50.894,0,0,0
02-Sep-14,NO 15/9-F-1 C,284.441,100.737,243.636,3.73434,40.805,20.768,35.651,0,0,0
03-Sep-14,NO 15/9-F-1 C,248.024,106.953,205.834,40.66991,42.190,46.490,13.352,104,"16,926",74
04-Sep-14,NO 15/9-F-1 C,237.287,107.370,208.800,61.08916,28.487,53.783,2.371,290,"46,376",537
05-Sep-14,NO 15/9-F-1 C,223.510,108.490,184.590,53.05112,38.920,66.292,10.308,428,"69,487",344
06-Sep-14,NO 15/9-F-1 C,225.251,108.443,181.588,49.88744,43.664,64.888,15.084,423,"68,818",342
07-Sep-14,NO 15/9-F-1 C,225.938,108.428,181.002,49.63413,44.937,60.686,16.368,412,"67,226",337
08-Sep-14,NO 15/9-F-1 C,224.929,108.435,179.580,49.46683,45.349,62.910,16.791,411,"66,847",337
09-Sep-14,NO 15/9-F-1 C,224.676,108.408,179.137,49.47164,45.539,61.993,16.993,409,"66,355",334
10-Sep-14,NO 15/9-F-1 C,224.654,108.388,179.216,48.69733,45.438,62.495,16.898,390,"63,293",315
11-Sep-14,NO 15/9-F-1 C,225.961,108.339,180.898,48.65349,45.063,57.543,16.516,380,"60,995",327
12-Sep-14,NO 15/9-F-1 C,225.609,108.329,180.727,48.61656,44.882,56.713,16.342,391,"57,082",325
13-Sep-14,NO 15/9-F-1 C,225.300,108.320,180.798,48.64684,44.502,58.731,15.959,392,"57,123",329
14-Sep-14,NO 15/9-F-1 C,225.149,108.315,181.192,48.62198,43.957,60.817,15.414,384,"56,615",323
15-Sep-14,NO 15/9-F-1 C,224.943,108.308,181.296,48.62278,43.647,59.245,15.093,342,"50,991",291
16-Sep-14,NO 15/9-F-1 C,224.805,108.301,181.513,48.62732,43.292,58.169,14.624,339,"50,947",291
17-Sep-14,NO 15/9-F-1 C,224.625,108.298,181.714,48.64232,42.911,58.464,14.323,345,"51,928",297
18-Sep-14,NO 15/9-F-1 C,224.549,108.290,181.972,48.64470,42.577,58.858,14.006,334,"49,758",305
19-Sep-14,NO 15/9-F-1 C,224.559,108.282,182.302,48.60000,42.257,59.273,13.685,330,"49,602",302
20-Sep-14,NO 15/9-F-1 C,221.863,108.331,179.487,49.14886,42.376,60.525,13.812,358,"53,618",320
21-Sep-14,NO 15/9-F-1 C,219.555,108.391,177.669,49.40000,41.886,61.651,13.337,378,"56,787",333
22-Sep-14,NO 15/9-F-1 C,219.888,108.362,178.452,49.30000,41.436,61.077,12.880,357,"53,587",332
23-Sep-14,NO 15/9-F-1 C,219.715,108.354,178.643,49.18709,41.072,58.684,12.505,354,"53,316",328
24-Sep-14,NO 15/9-F-1 C,219.833,108.346,179.376,49.16310,40.457,58.965,11.879,339,"51,385",318
25-Sep-14,NO 15/9-F-1 C,220.009,108.335,179.998,49.12950,40.011,55.705,11.421,325,"49,352",324
26-Sep-14,NO 15/9-F-1 C,219.967,108.331,180.194,49.13849,39.773,54.606,11.186,325,"49,388",322
27-Sep-14,NO 15/9-F-1 C,219.897,108.327,180.229,49.13247,39.668,53.283,11.088,322,"49,246",323
28-Sep-14,NO 15/9-F-1 C,220.042,108.321,180.668,49.01400,39.374,53.805,10.846,308,"47,051",308
29-Sep-14,NO 15/9-F-1 C,243.074,105.065,238.816,6.59247,4.257,28.166,0.276,0,0,0
30-Sep-14,NO 15/9-F-1 C,241.919,105.526,199.357,14.40704,42.562,27.725,22.400,0,0,0
01-Oct-14,NO 15/9-F-1 C,226.032,107.481,217.957,53.67235,8.076,52.413,2.637,55,"8,962",142
02-Oct-14,NO 15/9-F-1 C,211.873,108.502,180.979,58.42784,30.894,58.723,4.508,199,"31,731",308
03-Oct-14,NO 15/9-F-1 C,221.135,108.404,186.136,51.87470,34.999,51.461,5.625,275,"43,001",455
04-Oct-14,NO 15/9-F-1 C,219.880,108.432,183.169,50.89766,36.712,57.579,8.099,288,"44,101",460
05-Oct-14,NO 15/9-F-1 C,219.474,108.438,181.851,50.54632,37.624,57.280,8.980,323,"49,501",353
06-Oct-14,NO 15/9-F-1 C,220.902,108.399,183.041,50.20832,37.860,57.765,9.254,315,"48,233",344
07-Oct-14,NO 15/9-F-1 C,220.653,108.402,182.437,50.43002,38.216,55.118,9.605,322,"48,181",335
08-Oct-14,NO 15/9-F-1 C,220.669,108.396,182.385,50.49318,38.284,53.302,9.667,320,"49,975",345
09-Oct-14,NO 15/9-F-1 C,220.467,108.396,182.139,50.45315,38.329,53.200,9.703,326,"50,479",344
10-Oct-14,NO 15/9-F-1 C,220.178,108.394,181.798,50.40970,38.379,53.766,9.770,329,"50,894",327
11-Oct-14,NO 15/9-F-1 C,220.156,108.388,181.931,50.39590,38.225,52.715,9.625,325,"50,158",326
12-Oct-14,NO 15/9-F-1 C,220.145,108.382,182.067,50.37768,38.079,56.232,9.479,323,"49,865",326
13-Oct-14,NO 15/9-F-1 C,220.325,108.373,182.512,50.36087,37.813,60.762,9.215,321,"49,604",336
14-Oct-14,NO 15/9-F-1 C,220.439,108.367,182.790,50.36302,37.649,60.450,9.050,320,"49,572",338
15-Oct-14,NO 15/9-F-1 C,220.219,108.368,182.553,50.46712,37.666,60.618,9.064,323,"49,750",336
16-Oct-14,NO 15/9-F-1 C,220.012,108.371,182.428,50.56329,37.584,59.252,8.979,322,"49,653",332
17-Oct-14,NO 15/9-F-1 C,220.213,108.363,182.852,50.55873,37.361,59.519,8.755,321,"49,635",331
18-Oct-14,NO 15/9-F-1 C,220.225,108.360,182.910,50.47798,37.316,54.294,8.701,321,"49,749",329
19-Oct-14,NO 15/9-F-1 C,220.223,108.358,183.090,50.51979,37.133,50.170,8.508,323,"50,071",329
20-Oct-14,NO 15/9-F-1 C,220.721,108.347,184.363,50.86390,36.358,56.087,7.729,327,"50,700",335
21-Oct-14,NO 15/9-F-1 C,220.412,108.351,183.592,50.91154,36.820,55.688,8.183,316,"48,562",330
22-Oct-14,NO 15/9-F-1 C,220.624,108.345,183.944,50.84929,36.679,55.688,8.059,314,"48,495",335
23-Oct-14,NO 15/9-F-1 C,220.618,108.344,183.888,50.81898,36.730,49.988,8.110,314,"48,623",330
24-Oct-14,NO 15/9-F-1 C,220.745,108.341,184.094,50.77311,36.650,50.370,8.027,314,"48,609",332
25-Oct-14,NO 15/9-F-1 C,220.862,108.338,184.273,50.78376,36.589,48.384,7.959,317,"49,209",334
26-Oct-14,NO 15/9-F-1 C,220.958,108.336,184.404,50.80040,36.554,47.288,7.918,333,"51,385",336
27-Oct-14,NO 15/9-F-1 C,219.964,108.360,182.967,50.77880,36.997,53.303,8.444,318,"49,191",333
28-Oct-14,NO 15/9-F-1 C,219.961,108.364,183.295,50.49807,36.666,53.394,8.209,315,"48,599",325
29-Oct-14,NO 15/9-F-1 C,220.718,108.345,184.641,50.49862,36.077,59.315,7.609,304,"46,729",320
30-Oct-14,NO 15/9-F-1 C,221.120,108.333,185.252,51.03952,35.868,57.796,7.245,318,"48,777",331
31-Oct-14,NO 15/9-F-1 C,219.495,108.372,182.653,51.30979,36.842,58.456,8.234,323,"50,070",330
01-Nov-14,NO 15/9-F-1 C,219.785,108.362,183.329,50.91824,36.455,51.984,7.833,317,"49,048",324
02-Nov-14,NO 15/9-F-1 C,220.066,108.353,183.840,50.90594,36.225,50.972,7.588,321,"49,772",330
03-Nov-14,NO 15/9-F-1 C,220.343,108.345,184.315,50.93085,36.028,54.662,7.380,295,"45,686",328
04-Nov-14,NO 15/9-F-1 C,220.487,108.341,184.594,50.89229,35.892,58.738,7.242,291,"45,094",305
05-Nov-14,NO 15/9-F-1 C,221.788,108.303,186.691,51.13204,35.096,58.079,6.446,288,"44,832",307
06-Nov-14,NO 15/9-F-1 C,221.686,108.294,186.544,51.63975,35.142,54.915,6.485,292,"45,410",310
07-Nov-14,NO 15/9-F-1 C,220.011,108.358,183.528,50.84322,36.483,56.356,7.916,293,"45,241",303
08-Nov-14,NO 15/9-F-1 C,219.993,108.357,183.717,50.80817,36.276,53.551,7.821,292,"45,657",322
09-Nov-14,NO 15/9-F-1 C,220.479,108.343,184.670,50.80079,35.810,53.341,7.390,290,"45,639",326
10-Nov-14,NO 15/9-F-1 C,222.466,108.289,188.077,51.70000,34.390,54.089,5.838,283,"46,088",324
11-Nov-14,NO 15/9-F-1 C,219.979,108.352,183.488,51.69625,36.491,60.338,8.044,295,"46,629",332
12-Nov-14,NO 15/9-F-1 C,219.184,108.379,182.740,51.63631,36.444,59.227,7.997,295,"46,218",318
13-Nov-14,NO 15/9-F-1 C,220.275,108.350,184.883,51.60535,35.392,58.757,6.955,291,"45,666",312
14-Nov-14,NO 15/9-F-1 C,220.879,108.328,185.650,51.58440,35.229,58.249,6.792,290,"45,494",312
15-Nov-14,NO 15/9-F-1 C,220.069,108.353,184.409,51.59682,35.660,57.996,7.220,293,"45,840",311
16-Nov-14,NO 15/9-F-1 C,221.136,108.320,186.351,52.04163,34.785,56.501,6.347,293,"45,756",319
17-Nov-14,NO 15/9-F-1 C,222.146,108.280,188.302,52.62032,33.844,56.004,5.412,293,"45,039",330
18-Nov-14,NO 15/9-F-1 C,220.412,108.351,184.329,50.94922,36.082,59.361,7.655,289,"44,152",313
19-Nov-14,NO 15/9-F-1 C,221.504,108.309,186.181,50.93181,35.323,58.972,6.896,282,"43,107",306
20-Nov-14,NO 15/9-F-1 C,220.000,108.343,183.561,50.94328,36.438,60.767,8.017,285,"43,755",303
21-Nov-14,NO 15/9-F-1 C,220.101,108.332,184.113,50.92782,35.988,59.959,7.572,284,"43,676",301
22-Nov-14,NO 15/9-F-1 C,219.919,108.327,183.985,50.92714,35.934,57.612,7.507,283,"43,477",300
23-Nov-14,NO 15/9-F-1 C,221.057,108.185,186.408,50.84676,34.649,56.576,6.222,273,"42,663",299
24-Nov-14,NO 15/9-F-1 C,229.950,107.679,201.569,26.52950,28.380,45.770,9.300,0,0,0
25-Nov-14,NO 15/9-F-1 C,244.406,104.076,195.300,0.00000,49.105,13.758,48.356,0,0,0
26-Nov-14,NO 15/9-F-1 C,246.393,102.491,177.736,0.26037,68.657,11.027,68.107,0,0,0
27-Nov-14,NO 15/9-F-1 C,252.373,102.350,245.195,7.32565,7.178,9.218,6.763,0,0,0
28-Nov-14,NO 15/9-F-1 C,264.578,102.348,218.700,0.04934,45.878,9.076,45.828,0,0,0
29-Nov-14,NO 15/9-F-1 C,268.789,102.093,187.634,0.04686,81.154,7.862,81.105,0,0,0
