DATEPRD,WELL_BORE_CODE,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
07-Aug-14,NO 15/9-F-14 H,260.757,99.899,229.574,97.91667,31.183,89.147,2.150,334,"49,638","3,386"
08-Aug-14,NO 15/9-F-14 H,260.785,99.899,229.598,97.91667,31.187,89.426,2.142,332,"49,355","3,424"
09-Aug-14,NO 15/9-F-14 H,260.849,99.891,229.722,100.00000,31.128,87.680,2.068,331,"49,392","3,495"
10-Aug-14,NO 15/9-F-14 H,260.926,99.888,229.804,97.91667,31.122,87.679,2.057,326,"48,669","3,490"
11-Aug-14,NO 15/9-F-14 H,261.070,99.887,229.963,97.91667,31.107,86.602,2.035,337,"50,734","3,493"
12-Aug-14,NO 15/9-F-14 H,260.952,99.887,229.819,100.00000,31.133,87.027,2.060,341,"53,216","3,526"
13-Aug-14,NO 15/9-F-14 H,260.907,99.888,229.790,100.00000,31.117,88.288,2.052,339,"53,960","3,538"
14-Aug-14,NO 15/9-F-14 H,260.929,99.888,229.737,100.00000,31.192,89.208,2.130,341,"54,025","3,532"
15-Aug-14,NO 15/9-F-14 H,260.801,99.885,229.656,100.00000,31.145,89.139,2.106,342,"53,466","3,525"
16-Aug-14,NO 15/9-F-14 H,260.762,99.879,229.635,100.00000,31.127,88.278,2.083,341,"50,847","3,503"
17-Aug-14,NO 15/9-F-14 H,260.754,99.879,229.682,100.00000,31.073,88.346,2.095,341,"50,907","3,514"
18-Aug-14,NO 15/9-F-14 H,260.702,99.877,229.682,100.00000,31.021,88.775,2.092,338,"50,853","3,520"
19-Aug-14,NO 15/9-F-14 H,265.717,99.887,234.310,11.01119,31.408,87.964,6.071,4,"1,030",56
20-Aug-14,NO 15/9-F-14 H,302.098,98.769,301.756,1.23111,0.342,14.390,0.248,0,0,0
21-Aug-14,NO 15/9-F-14 H,302.464,98.940,302.110,1.28336,0.355,19.788,0.063,0,0,0
22-Aug-14,NO 15/9-F-14 H,302.464,98.940,302.110,1.28336,0.355,19.788,0.063,0,0,0
23-Aug-14,NO 15/9-F-14 H,302.464,98.940,302.110,1.28336,0.355,19.788,0.063,0,0,0
24-Aug-14,NO 15/9-F-14 H,302.464,98.940,302.110,1.28336,0.355,19.788,0.063,0,0,0
25-Aug-14,NO 15/9-F-14 H,267.621,99.875,232.526,51.86662,35.095,82.229,6.282,156,"26,303","2,117"
26-Aug-14,NO 15/9-F-14 H,260.410,99.529,229.013,91.70580,31.397,88.365,2.384,333,"58,014","3,031"
27-Aug-14,NO 15/9-F-14 H,260.281,99.548,229.360,99.80907,30.920,88.592,2.033,358,"63,995","3,081"
28-Aug-14,NO 15/9-F-14 H,164.074,62.441,130.258,76.42802,33.816,85.062,5.779,290,"50,596","2,400"
29-Aug-14,NO 15/9-F-14 H,177.674,68.206,146.860,99.29056,30.814,86.924,2.018,374,"67,084","3,096"
30-Aug-14,NO 15/9-F-14 H,260.126,99.750,229.229,99.99927,30.897,87.673,1.985,369,"66,086","3,082"
31-Aug-14,NO 15/9-F-14 H,259.814,99.818,228.933,100.00000,30.881,88.506,2.064,377,"67,664","3,219"
01-Sep-14,NO 15/9-F-14 H,259.728,99.867,228.700,100.00000,31.028,88.027,2.071,370,"66,721","3,455"
02-Sep-14,NO 15/9-F-14 H,259.916,99.868,228.755,100.00000,31.161,88.980,2.147,419,"71,817","3,462"
03-Sep-14,NO 15/9-F-14 H,263.528,99.825,230.346,76.38904,33.182,87.115,3.944,306,"49,871","2,707"
04-Sep-14,NO 15/9-F-14 H,260.825,99.864,229.377,96.03764,31.448,88.407,2.203,327,"52,286","3,299"
05-Sep-14,NO 15/9-F-14 H,260.559,99.867,229.465,100.00000,31.094,88.680,2.111,335,"54,505","3,330"
06-Sep-14,NO 15/9-F-14 H,260.564,99.873,229.405,97.91667,31.159,88.980,2.157,334,"54,344","3,337"
07-Sep-14,NO 15/9-F-14 H,260.468,99.878,229.325,100.00000,31.143,88.624,2.131,334,"54,398","3,367"
08-Sep-14,NO 15/9-F-14 H,260.328,99.879,229.165,100.00000,31.163,88.848,2.152,333,"54,175","3,375"
09-Sep-14,NO 15/9-F-14 H,260.259,99.875,229.087,100.00000,31.172,88.823,2.177,332,"53,774","3,344"
10-Sep-14,NO 15/9-F-14 H,260.236,99.868,229.034,100.00000,31.202,89.146,2.193,332,"53,988","3,323"
11-Sep-14,NO 15/9-F-14 H,260.265,99.859,229.066,100.00000,31.199,89.200,2.199,327,"52,391","3,472"
12-Sep-14,NO 15/9-F-14 H,260.322,99.853,229.117,100.00000,31.206,89.109,2.203,338,"49,321","3,467"
13-Sep-14,NO 15/9-F-14 H,260.386,99.846,229.189,100.00000,31.197,89.136,2.216,337,"49,118","3,492"
14-Sep-14,NO 15/9-F-14 H,260.468,99.839,229.262,100.00000,31.206,89.036,2.213,332,"48,875","3,441"
15-Sep-14,NO 15/9-F-14 H,260.530,99.828,229.362,100.00000,31.168,88.695,2.178,339,"50,554","3,430"
16-Sep-14,NO 15/9-F-14 H,260.720,99.818,229.533,100.00000,31.187,86.847,2.081,336,"50,481","3,427"
17-Sep-14,NO 15/9-F-14 H,260.681,99.808,229.589,97.91667,31.092,86.805,2.087,333,"50,234","3,415"
18-Sep-14,NO 15/9-F-14 H,260.753,99.800,229.663,97.91667,31.090,86.988,2.087,333,"49,690","3,469"
19-Sep-14,NO 15/9-F-14 H,260.852,99.793,229.740,97.91667,31.112,88.396,2.115,331,"49,848","3,464"
20-Sep-14,NO 15/9-F-14 H,260.921,99.787,229.727,97.91667,31.194,89.044,2.195,340,"50,907","3,468"
21-Sep-14,NO 15/9-F-14 H,261.043,99.778,229.880,97.91667,31.162,88.801,2.154,333,"50,107","3,485"
22-Sep-14,NO 15/9-F-14 H,261.119,99.772,229.922,97.91667,31.197,88.997,2.181,333,"50,058","3,536"
23-Sep-14,NO 15/9-F-14 H,261.180,99.768,229.980,100.00000,31.200,88.959,2.182,339,"50,994","3,577"
24-Sep-14,NO 15/9-F-14 H,261.191,99.757,229.993,100.00000,31.198,89.059,2.163,338,"51,266","3,621"
25-Sep-14,NO 15/9-F-14 H,261.200,99.748,230.036,100.00000,31.164,88.325,2.152,339,"51,463","3,622"
26-Sep-14,NO 15/9-F-14 H,261.214,99.740,230.093,100.00000,31.121,87.881,2.116,339,"51,493","3,604"
27-Sep-14,NO 15/9-F-14 H,261.264,99.734,230.125,100.00000,31.139,87.633,2.133,336,"51,349","3,614"
28-Sep-14,NO 15/9-F-14 H,261.286,99.728,230.149,100.00000,31.137,88.033,2.130,335,"51,081","3,587"
29-Sep-14,NO 15/9-F-14 H,269.570,99.718,236.661,10.41123,32.910,88.115,4.406,5,"1,236",66
30-Sep-14,NO 15/9-F-14 H,267.470,99.663,232.714,43.94482,34.756,82.783,6.075,158,"40,359","1,687"
01-Oct-14,NO 15/9-F-14 H,261.340,99.671,230.300,100.00000,31.041,87.900,2.341,323,"52,469","3,603"
02-Oct-14,NO 15/9-F-14 H,261.680,99.678,230.622,100.00000,31.057,88.218,2.371,341,"54,409","3,563"
03-Oct-14,NO 15/9-F-14 H,262.317,99.641,230.866,100.00000,31.451,86.944,2.280,311,"48,638","3,466"
04-Oct-14,NO 15/9-F-14 H,261.483,99.647,230.411,100.00000,31.072,87.380,2.373,326,"49,961","3,511"
05-Oct-14,NO 15/9-F-14 H,261.664,99.648,230.505,100.00000,31.160,88.133,2.403,322,"49,370","3,556"
06-Oct-14,NO 15/9-F-14 H,261.723,99.660,230.661,100.00000,31.062,85.538,2.348,321,"49,050","3,541"
07-Oct-14,NO 15/9-F-14 H,261.427,99.684,230.399,100.00000,31.027,85.609,2.329,324,"48,374","3,404"
08-Oct-14,NO 15/9-F-14 H,261.532,99.689,230.436,100.00000,31.096,87.603,2.354,320,"49,995","3,493"
09-Oct-14,NO 15/9-F-14 H,261.362,99.684,230.285,100.00000,31.077,87.579,2.336,327,"50,615","3,486"
10-Oct-14,NO 15/9-F-14 H,261.264,99.680,230.194,100.00000,31.069,87.746,2.342,331,"51,158","3,326"
11-Oct-14,NO 15/9-F-14 H,261.349,99.680,230.312,100.00000,31.036,88.105,2.342,327,"50,458","3,320"
12-Oct-14,NO 15/9-F-14 H,261.391,99.678,230.316,100.00000,31.075,88.369,2.369,326,"50,216","3,318"
13-Oct-14,NO 15/9-F-14 H,261.266,99.680,230.188,100.00000,31.078,88.864,2.371,323,"50,002","3,424"
14-Oct-14,NO 15/9-F-14 H,261.326,99.680,230.242,100.00000,31.084,88.789,2.399,323,"49,963","3,443"
15-Oct-14,NO 15/9-F-14 H,261.418,99.680,230.325,100.00000,31.092,88.921,2.382,323,"49,844","3,400"
16-Oct-14,NO 15/9-F-14 H,261.389,99.680,230.355,100.00000,31.034,88.267,2.334,321,"49,474","3,342"
17-Oct-14,NO 15/9-F-14 H,261.406,99.679,230.399,100.00000,31.008,87.201,2.304,320,"49,469","3,331"
18-Oct-14,NO 15/9-F-14 H,261.423,99.670,230.454,100.00000,30.969,86.424,2.266,322,"49,812","3,328"
19-Oct-14,NO 15/9-F-14 H,261.445,99.668,230.444,100.00000,31.001,86.875,2.288,323,"50,014","3,321"
20-Oct-14,NO 15/9-F-14 H,261.455,99.667,230.403,100.00000,31.052,88.164,2.331,320,"49,667","3,316"
21-Oct-14,NO 15/9-F-14 H,261.474,99.660,230.455,100.00000,31.019,87.279,2.300,326,"50,121","3,308"
22-Oct-14,NO 15/9-F-14 H,261.493,99.659,230.440,100.00000,31.053,87.985,2.331,325,"50,144","3,368"
23-Oct-14,NO 15/9-F-14 H,261.536,99.654,230.511,100.00000,31.025,87.203,2.323,325,"50,321","3,314"
24-Oct-14,NO 15/9-F-14 H,261.567,99.650,230.491,100.00000,31.076,87.434,2.347,326,"50,374","3,342"
25-Oct-14,NO 15/9-F-14 H,261.572,99.650,230.568,100.00000,31.003,86.497,2.299,329,"50,981","3,359"
26-Oct-14,NO 15/9-F-14 H,261.603,99.645,230.602,100.00000,31.001,85.646,2.291,345,"53,208","3,380"
27-Oct-14,NO 15/9-F-14 H,261.927,99.635,230.652,100.00000,31.274,87.140,2.305,330,"50,969","3,348"
28-Oct-14,NO 15/9-F-14 H,262.409,99.629,230.770,100.00000,31.639,87.230,2.243,329,"50,778","3,302"
29-Oct-14,NO 15/9-F-14 H,262.071,99.632,231.277,100.00000,30.794,88.581,2.304,318,"48,823","3,250"
30-Oct-14,NO 15/9-F-14 H,261.291,99.631,230.328,100.00000,30.963,87.368,2.276,327,"50,154","3,304"
31-Oct-14,NO 15/9-F-14 H,261.222,99.629,230.305,97.91667,30.917,87.283,2.237,322,"49,963","3,197"
01-Nov-14,NO 15/9-F-14 H,261.205,99.629,230.285,100.00000,30.920,86.914,2.223,327,"50,612","3,244"
02-Nov-14,NO 15/9-F-14 H,261.203,99.629,230.290,97.91667,30.913,86.627,2.207,324,"50,256","3,235"
03-Nov-14,NO 15/9-F-14 H,261.235,99.621,230.329,100.00000,30.906,87.455,2.193,341,"52,747","3,400"
04-Nov-14,NO 15/9-F-14 H,261.272,99.618,230.281,100.00000,30.991,88.270,2.272,336,"52,115","3,421"
05-Nov-14,NO 15/9-F-14 H,261.292,99.618,230.308,100.00000,30.984,88.402,2.280,331,"51,498","3,421"
06-Nov-14,NO 15/9-F-14 H,261.321,99.613,230.439,100.00000,30.882,86.726,2.181,331,"51,499","3,419"
07-Nov-14,NO 15/9-F-14 H,261.127,99.612,230.428,100.00000,30.698,84.961,2.172,339,"52,351","3,411"
08-Nov-14,NO 15/9-F-14 H,259.119,99.641,230.020,100.00000,29.099,86.966,2.350,339,"52,879","3,619"
09-Nov-14,NO 15/9-F-14 H,258.694,99.641,230.028,100.00000,28.666,87.226,2.350,336,"52,868","3,664"
10-Nov-14,NO 15/9-F-14 H,258.914,99.636,230.061,100.00000,28.853,88.105,2.387,349,"56,794","3,879"
11-Nov-14,NO 15/9-F-14 H,258.752,99.638,230.106,100.00000,28.646,86.733,2.380,363,"57,466","3,969"
12-Nov-14,NO 15/9-F-14 H,258.818,99.637,230.179,100.00000,28.640,84.826,2.366,364,"57,046","3,812"
13-Nov-14,NO 15/9-F-14 H,258.987,99.629,230.293,100.00000,28.694,85.850,2.411,359,"56,408","3,742"
14-Nov-14,NO 15/9-F-14 H,258.938,99.629,230.279,100.00000,28.659,84.942,2.387,359,"56,225","3,743"
15-Nov-14,NO 15/9-F-14 H,258.963,99.626,230.305,100.00000,28.657,85.529,2.382,363,"56,635","3,729"
16-Nov-14,NO 15/9-F-14 H,258.949,99.622,230.268,100.00000,28.681,86.874,2.402,358,"55,908","3,787"
17-Nov-14,NO 15/9-F-14 H,258.777,99.613,230.108,100.00000,28.669,87.058,2.396,353,"54,255","3,863"
18-Nov-14,NO 15/9-F-14 H,258.511,99.599,229.931,100.00000,28.580,86.934,2.354,363,"55,449","3,821"
19-Nov-14,NO 15/9-F-14 H,260.268,99.554,230.178,100.00000,30.090,86.703,2.172,354,"54,160","3,733"
20-Nov-14,NO 15/9-F-14 H,260.305,99.540,230.026,100.00000,30.279,87.032,2.125,358,"54,959","3,691"
21-Nov-14,NO 15/9-F-14 H,259.316,99.537,229.792,100.00000,29.524,87.126,2.147,356,"54,880","3,670"
22-Nov-14,NO 15/9-F-14 H,259.365,99.529,229.901,100.00000,29.464,84.641,2.078,356,"54,632","3,668"
23-Nov-14,NO 15/9-F-14 H,259.213,99.408,229.650,100.00000,29.563,88.178,2.149,344,"53,719","3,663"
24-Nov-14,NO 15/9-F-14 H,260.321,99.509,230.067,100.00000,30.254,88.159,2.139,357,"54,391","3,860"
25-Nov-14,NO 15/9-F-14 H,260.959,99.423,230.208,100.00000,30.751,88.010,2.098,340,"50,270","3,331"
26-Nov-14,NO 15/9-F-14 H,261.056,98.965,229.562,100.00000,31.494,86.915,1.954,305,"56,252","3,253"
27-Nov-14,NO 15/9-F-14 H,261.899,99.478,230.427,100.00000,31.472,84.063,1.921,321,"54,040","3,257"
28-Nov-14,NO 15/9-F-14 H,266.176,99.438,231.132,70.64551,35.044,82.469,5.545,401,"62,459","2,280"
29-Nov-14,NO 15/9-F-14 H,273.241,99.378,234.695,45.25967,38.546,69.733,9.029,336,"56,293",762
30-Nov-14,NO 15/9-F-14 H,266.427,99.423,231.435,70.68659,34.992,83.632,5.387,322,"64,024","3,038"
01-Dec-14,NO 15/9-F-14 H,263.723,99.458,230.555,82.46092,33.168,85.676,3.459,198,"42,635","2,938"
02-Dec-14,NO 15/9-F-14 H,262.048,99.488,230.360,100.00000,31.688,87.609,1.939,253,"49,673","3,188"
03-Dec-14,NO 15/9-F-14 H,261.984,99.478,230.269,100.00000,31.715,87.731,1.957,263,"51,378","3,189"
04-Dec-14,NO 15/9-F-14 H,267.564,99.442,231.145,72.49158,36.419,84.954,6.326,282,"47,108","2,937"
05-Dec-14,NO 15/9-F-14 H,265.190,99.458,230.356,73.69037,34.834,87.048,5.048,484,"76,810","3,203"
06-Dec-14,NO 15/9-F-14 H,261.700,99.510,229.946,100.00000,31.754,86.613,1.910,339,"55,290","3,270"
07-Dec-14,NO 15/9-F-14 H,261.790,99.531,230.023,100.00000,31.767,87.054,1.903,310,"50,567","3,197"
08-Dec-14,NO 15/9-F-14 H,261.781,99.554,229.992,100.00000,31.789,87.534,1.923,295,"48,161","3,201"
09-Dec-14,NO 15/9-F-14 H,261.736,99.568,229.981,100.00000,31.755,86.469,1.896,303,"49,353","3,220"
10-Dec-14,NO 15/9-F-14 H,261.693,99.574,229.926,100.00000,31.767,85.646,1.895,314,"51,178","3,237"
11-Dec-14,NO 15/9-F-14 H,261.679,99.581,229.893,100.00000,31.786,86.087,1.899,282,"45,921","3,199"
12-Dec-14,NO 15/9-F-14 H,261.510,99.582,229.716,97.91667,31.794,86.970,1.911,332,"54,061","2,911"
13-Dec-14,NO 15/9-F-14 H,261.513,99.590,229.718,97.91667,31.794,87.423,1.916,278,"45,253","2,816"
14-Dec-14,NO 15/9-F-14 H,261.470,99.599,229.736,97.91667,31.733,85.271,1.868,328,"53,522","3,276"
15-Dec-14,NO 15/9-F-14 H,261.468,99.606,229.662,97.91667,31.806,86.863,1.932,307,"49,980","3,368"
16-Dec-14,NO 15/9-F-14 H,261.488,99.609,229.680,100.00000,31.809,87.385,1.939,325,"52,885","3,341"
17-Dec-14,NO 15/9-F-14 H,261.525,99.609,229.727,100.00000,31.797,86.970,1.923,334,"54,460","3,318"
18-Dec-14,NO 15/9-F-14 H,264.648,99.575,230.581,75.48932,34.067,85.031,4.148,279,"45,424","2,952"
19-Dec-14,NO 15/9-F-14 H,264.441,99.588,230.301,80.43119,34.140,84.583,3.967,279,"45,470","3,071"
20-Dec-14,NO 15/9-F-14 H,261.622,99.609,229.729,97.91667,31.893,87.167,2.254,329,"53,685","3,334"
21-Dec-14,NO 15/9-F-14 H,261.669,99.615,229.766,100.00000,31.903,86.290,2.284,320,"52,118","3,316"
22-Dec-14,NO 15/9-F-14 H,261.728,99.618,229.844,97.91667,31.884,86.267,2.252,305,"49,815","3,300"
23-Dec-14,NO 15/9-F-14 H,261.728,99.618,229.823,100.00000,31.905,86.763,2.272,313,"51,013","3,315"
24-Dec-14,NO 15/9-F-14 H,261.759,99.620,229.789,100.00000,31.971,87.606,2.339,313,"50,967","3,326"
25-Dec-14,NO 15/9-F-14 H,261.792,99.627,229.796,100.00000,31.995,88.034,2.385,319,"51,915","3,343"
26-Dec-14,NO 15/9-F-14 H,261.844,99.629,229.849,100.00000,31.995,87.800,2.368,327,"53,257","3,332"
27-Dec-14,NO 15/9-F-14 H,261.914,99.629,230.001,100.00000,31.913,86.913,2.310,314,"51,228","3,380"
28-Dec-14,NO 15/9-F-14 H,262.020,99.631,230.020,100.00000,32.000,87.985,2.376,320,"52,095","3,423"
29-Dec-14,NO 15/9-F-14 H,265.045,99.582,230.956,83.28402,34.089,87.924,4.257,293,"47,696","3,323"
30-Dec-14,NO 15/9-F-14 H,262.766,99.569,230.656,100.00000,32.110,87.387,2.471,376,"61,316","3,549"
31-Dec-14,NO 15/9-F-14 H,262.468,99.556,230.446,100.00000,32.022,86.643,2.394,354,"57,718","3,483"
01-Jan-15,NO 15/9-F-14 H,262.292,99.563,230.505,100.00000,31.787,86.280,2.376,488,"87,151","3,289"
02-Jan-15,NO 15/9-F-14 H,261.933,99.573,230.625,100.00000,31.308,86.837,2.443,325,"48,849","3,365"
03-Jan-15,NO 15/9-F-14 H,262.428,99.568,230.855,100.00000,31.573,87.562,2.449,344,"55,748","3,367"
04-Jan-15,NO 15/9-F-14 H,262.334,99.568,230.964,100.00000,31.370,87.546,2.470,338,"49,465","3,367"
05-Jan-15,NO 15/9-F-14 H,262.629,99.562,231.119,100.00000,31.510,87.789,2.455,331,"48,419","3,339"
06-Jan-15,NO 15/9-F-14 H,262.443,99.568,231.245,100.00000,31.198,87.325,2.400,324,"47,160","3,346"
07-Jan-15,NO 15/9-F-14 H,262.630,99.569,231.373,100.00000,31.257,86.729,2.365,334,"48,860","3,316"
08-Jan-15,NO 15/9-F-14 H,262.838,99.567,231.460,100.00000,31.378,86.399,2.352,322,"46,760","3,262"
09-Jan-15,NO 15/9-F-14 H,267.462,99.511,233.035,56.21967,34.428,82.559,5.149,189,"27,488","2,285"
10-Jan-15,NO 15/9-F-14 H,268.064,99.494,232.168,65.13958,35.896,81.985,5.152,231,"33,497","2,583"
11-Jan-15,NO 15/9-F-14 H,264.864,99.535,231.899,84.24666,32.965,86.586,3.140,282,"40,768","3,228"
12-Jan-15,NO 15/9-F-14 H,264.006,99.549,232.064,100.00000,31.942,85.259,2.073,313,"45,323","3,324"
13-Jan-15,NO 15/9-F-14 H,263.736,99.549,232.035,100.00000,31.702,85.688,2.085,316,"45,929","3,337"
14-Jan-15,NO 15/9-F-14 H,263.920,99.535,232.059,100.00000,31.861,85.878,2.149,282,"41,373","3,227"
15-Jan-15,NO 15/9-F-14 H,263.912,99.522,232.153,100.00000,31.759,85.533,2.111,301,"43,717","3,267"
16-Jan-15,NO 15/9-F-14 H,263.867,99.519,232.081,100.00000,31.785,85.485,2.133,305,"43,380","3,140"
17-Jan-15,NO 15/9-F-14 H,263.861,99.519,232.071,100.00000,31.790,85.423,2.154,282,"41,463","2,991"
18-Jan-15,NO 15/9-F-14 H,263.861,99.519,232.071,100.00000,31.790,85.423,2.154,298,"43,575","2,992"
19-Jan-15,NO 15/9-F-14 H,263.861,99.519,232.071,100.00000,31.790,85.423,2.154,301,"43,942","3,020"
20-Jan-15,NO 15/9-F-14 H,268.366,99.464,233.389,69.24397,34.978,84.512,5.394,215,"31,473","2,601"
21-Jan-15,NO 15/9-F-14 H,263.144,99.505,232.029,91.83016,31.115,86.546,2.357,299,"43,829","3,328"
22-Jan-15,NO 15/9-F-14 H,262.878,99.499,232.087,100.00000,30.791,86.807,2.048,314,"46,464","3,335"
23-Jan-15,NO 15/9-F-14 H,262.870,99.501,232.085,100.00000,30.784,86.249,2.005,310,"45,952","3,246"
24-Jan-15,NO 15/9-F-14 H,262.791,99.498,231.983,100.00000,30.809,87.613,2.026,308,"45,481","3,211"
25-Jan-15,NO 15/9-F-14 H,262.706,99.493,231.926,100.00000,30.779,87.063,1.975,304,"45,263","3,208"
26-Jan-15,NO 15/9-F-14 H,263.718,99.480,232.504,100.00000,31.215,87.735,1.983,277,"41,261","2,913"
27-Jan-15,NO 15/9-F-14 H,266.668,99.444,233.263,53.83705,33.404,83.282,4.420,119,"17,462","1,575"
28-Jan-15,NO 15/9-F-14 H,263.124,99.466,231.801,100.00000,31.324,86.603,2.064,310,"45,590","3,117"
29-Jan-15,NO 15/9-F-14 H,263.262,99.468,231.944,100.00000,31.317,87.417,2.013,309,"45,810","3,100"
30-Jan-15,NO 15/9-F-14 H,263.207,99.476,231.929,100.00000,31.278,87.462,2.011,278,"40,899","3,120"
31-Jan-15,NO 15/9-F-14 H,265.061,99.451,233.003,77.32078,32.057,85.532,3.169,170,"24,782","2,224"
01-Feb-15,NO 15/9-F-14 H,264.845,99.446,232.544,72.40304,32.301,84.959,3.284,184,"27,129","2,391"
02-Feb-15,NO 15/9-F-14 H,262.527,99.450,231.432,100.00000,31.095,87.361,1.926,270,"39,885","3,093"
03-Feb-15,NO 15/9-F-14 H,262.964,99.452,231.863,76.40842,31.101,87.583,2.086,140,"20,706","2,730"
04-Feb-15,NO 15/9-F-14 H,265.605,99.426,233.022,56.67801,32.583,82.390,3.607,107,"17,013","2,064"
05-Feb-15,NO 15/9-F-14 H,261.749,99.432,230.868,100.00000,30.881,87.107,1.861,338,"55,893","3,071"
06-Feb-15,NO 15/9-F-14 H,261.075,99.436,230.683,100.00000,30.392,87.501,1.921,207,"31,370","2,964"
07-Feb-15,NO 15/9-F-14 H,261.628,99.466,231.204,100.00000,30.424,87.342,1.959,249,"38,557","3,096"
08-Feb-15,NO 15/9-F-14 H,262.094,99.474,231.486,100.00000,30.608,87.376,2.001,256,"41,048","3,157"
09-Feb-15,NO 15/9-F-14 H,261.794,99.472,231.232,100.00000,30.563,87.658,2.023,294,"47,989","3,179"
10-Feb-15,NO 15/9-F-14 H,262.199,99.496,231.550,100.00000,30.648,87.725,2.140,251,"38,569","3,173"
11-Feb-15,NO 15/9-F-14 H,262.623,99.520,231.889,100.00000,30.734,86.903,2.184,273,"41,698","3,266"
12-Feb-15,NO 15/9-F-14 H,262.994,99.542,232.180,100.00000,30.815,87.556,2.242,268,"40,884","3,227"
13-Feb-15,NO 15/9-F-14 H,261.052,98.705,230.464,98.46566,30.588,86.265,2.223,272,"41,432","3,232"
14-Feb-15,NO 15/9-F-14 H,263.464,99.595,232.616,100.00000,30.848,85.793,2.299,271,"41,178","3,290"
15-Feb-15,NO 15/9-F-14 H,261.683,98.814,231.031,97.91179,30.652,84.152,2.338,270,"40,943","3,267"
16-Feb-15,NO 15/9-F-14 H,264.084,99.640,233.119,100.00000,30.965,85.864,2.385,270,"40,965","3,546"
17-Feb-15,NO 15/9-F-14 H,264.400,99.659,233.259,93.47826,31.142,86.745,2.503,261,"40,026","3,553"
18-Feb-15,NO 15/9-F-14 H,264.504,99.668,233.373,100.00000,31.130,86.174,2.502,275,"41,094","3,435"
19-Feb-15,NO 15/9-F-14 H,264.422,99.668,233.324,100.00000,31.098,86.251,2.464,278,"41,360","3,502"
20-Feb-15,NO 15/9-F-14 H,264.504,99.659,233.209,100.00000,31.295,87.317,2.428,272,"40,594","3,971"
21-Feb-15,NO 15/9-F-14 H,264.161,99.657,233.090,100.00000,31.071,88.257,2.438,266,"39,656","3,798"
22-Feb-15,NO 15/9-F-14 H,264.239,99.659,233.252,100.00000,30.987,87.195,2.367,276,"41,180","3,724"
23-Feb-15,NO 15/9-F-14 H,264.307,99.659,233.340,100.00000,30.968,86.423,2.337,276,"41,455","3,503"
24-Feb-15,NO 15/9-F-14 H,264.613,99.655,233.446,100.00000,31.166,87.298,2.337,270,"40,049","3,588"
25-Feb-15,NO 15/9-F-14 H,264.518,99.656,233.456,100.00000,31.062,88.241,2.397,272,"39,870","3,620"
26-Feb-15,NO 15/9-F-14 H,264.481,99.651,233.535,100.00000,30.946,86.620,2.319,272,"39,911","3,299"
27-Feb-15,NO 15/9-F-14 H,264.451,99.650,233.490,100.00000,30.961,86.535,2.365,273,"40,631","3,557"
28-Feb-15,NO 15/9-F-14 H,264.497,99.649,233.648,100.00000,30.849,86.513,2.284,272,"41,484","3,547"
01-Mar-15,NO 15/9-F-14 H,264.839,99.642,233.736,100.00000,31.103,86.404,2.248,272,"41,265","3,513"
02-Mar-15,NO 15/9-F-14 H,265.349,99.636,233.784,100.00000,31.565,88.224,2.250,270,"40,979","3,495"
03-Mar-15,NO 15/9-F-14 H,265.305,99.638,233.750,100.00000,31.554,87.471,2.255,271,"40,881","3,459"
04-Mar-15,NO 15/9-F-14 H,263.490,98.806,232.181,100.00000,31.308,87.711,2.251,283,"42,712","3,514"
05-Mar-15,NO 15/9-F-14 H,264.986,99.645,233.810,100.00000,31.176,87.179,2.284,270,"40,909","3,476"
06-Mar-15,NO 15/9-F-14 H,264.731,99.650,233.907,100.00000,30.825,87.223,2.261,262,"39,443","3,473"
07-Mar-15,NO 15/9-F-14 H,264.800,99.650,234.008,100.00000,30.792,85.593,2.202,260,"39,391","3,475"
08-Mar-15,NO 15/9-F-14 H,264.841,99.650,233.978,97.91667,30.864,87.547,2.273,259,"39,158","3,463"
09-Mar-15,NO 15/9-F-14 H,264.895,99.650,234.103,100.00000,30.792,86.661,2.202,263,"39,567","3,489"
10-Mar-15,NO 15/9-F-14 H,264.933,99.653,234.110,100.00000,30.823,87.178,2.248,262,"38,864","3,474"
11-Mar-15,NO 15/9-F-14 H,264.982,99.656,234.231,100.00000,30.751,86.807,2.201,261,"38,706","3,486"
12-Mar-15,NO 15/9-F-14 H,264.926,99.654,234.158,100.00000,30.768,87.105,2.229,261,"38,671","3,589"
13-Mar-15,NO 15/9-F-14 H,264.943,99.650,234.234,100.00000,30.708,86.802,2.168,257,"38,618","3,476"
14-Mar-15,NO 15/9-F-14 H,265.002,99.650,234.281,100.00000,30.721,86.858,2.197,259,"38,584","3,478"
15-Mar-15,NO 15/9-F-14 H,265.066,99.653,234.323,100.00000,30.742,87.155,2.204,257,"37,868","3,486"
16-Mar-15,NO 15/9-F-14 H,265.104,99.654,234.399,100.00000,30.705,86.388,2.169,259,"38,086","3,540"
17-Mar-15,NO 15/9-F-14 H,265.181,99.650,234.498,100.00000,30.683,85.552,2.137,262,"38,191","3,461"
