DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
12-Feb-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5266.61,injection,WI
13-Feb-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5437.00,injection,WI
14-Feb-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5418.10,injection,WI
15-Feb-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,4469.30,injection,WI
16-Feb-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,4356.91,injection,WI
17-Feb-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,4360.00,injection,WI
18-Feb-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5337.62,injection,WI
19-Feb-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5742.13,injection,WI
20-Feb-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5670.65,injection,WI
21-Feb-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,4793.88,injection,WI
22-Feb-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,4426.89,injection,WI
23-Feb-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,4407.11,injection,WI
24-Feb-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,4431.21,injection,WI
25-Feb-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,4440.38,injection,WI
26-Feb-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5216.91,injection,WI
27-Feb-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5804.00,injection,WI
28-Feb-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5641.78,injection,WI
01-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,16.19,,,,,,,,,0.00,,,,3526.32,injection,WI
02-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,23.64,,,,,,,,,0.00,,,,5786.30,injection,WI
03-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5850.68,injection,WI
04-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5729.54,injection,WI
05-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5051.00,injection,WI
06-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5100.03,injection,WI
07-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,1.86,,,,,,,,,0.00,,,,342.67,injection,WI
08-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,0.00,injection,WI
09-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,0.00,injection,WI
10-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,8.14,,,,,,,,,0.00,,,,1378.15,injection,WI
11-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,15.19,,,,,,,,,0.00,,,,3448.90,injection,WI
12-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,0.00,injection,WI
13-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,13.81,,,,,,,,,0.00,,,,1887.90,injection,WI
14-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,15.36,,,,,,,,,0.00,,,,2061.14,injection,WI
15-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,16.98,,,,,,,,,0.00,,,,2790.98,injection,WI
16-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,11.36,,,,,,,,,0.00,,,,1550.90,injection,WI
17-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,9.64,,,,,,,,,0.00,,,,1439.11,injection,WI
18-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,3784.81,injection,WI
19-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,3806.24,injection,WI
20-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,1.41,,,,,,,,,0.00,,,,253.36,injection,WI
21-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,0.00,injection,WI
22-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,6.64,,,,,,,,,0.00,,,,940.00,injection,WI
23-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,3799.00,injection,WI
24-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,3655.00,injection,WI
25-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,9.80,,,,,,,,,0.00,,,,2545.00,injection,WI
26-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5950.50,injection,WI
27-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5920.40,injection,WI
28-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,22.33,,,,,,,,,0.00,,,,3260.14,injection,WI
29-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5073.98,injection,WI
30-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,6054.90,injection,WI
31-Mar-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,23.00,,,,,,,,,0.00,,,,5673.00,injection,WI
01-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,23.17,,,,,,,,,0.00,,,,3947.62,injection,WI
02-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,0.00,injection,WI
03-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,17.00,,,,,,,,,0.00,,,,1765.75,injection,WI
04-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,3258.37,injection,WI
05-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,20.69,,,,,,,,,0.00,,,,2169.32,injection,WI
06-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,0.00,injection,WI
07-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,0.00,injection,WI
08-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,0.00,injection,WI
09-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,0.00,injection,WI
10-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,6.31,,,,,,,,,0.00,,,,938.82,injection,WI
11-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5910.10,injection,WI
12-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5875.63,injection,WI
13-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,6045.37,injection,WI
14-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,6042.45,injection,WI
15-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,4661.54,injection,WI
16-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,22.00,,,,,,,,,0.00,,,,3861.81,injection,WI
17-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,23.17,,,,,,,,,0.00,,,,4180.80,injection,WI
18-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5387.28,injection,WI
19-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5966.51,injection,WI
20-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,6040.00,injection,WI
21-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5980.70,injection,WI
22-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5970.04,injection,WI
23-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5908.23,injection,WI
24-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,4380.14,injection,WI
25-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,4339.50,injection,WI
26-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,4977.61,injection,WI
27-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5538.43,injection,WI
28-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,4627.27,injection,WI
29-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,3502.92,injection,WI
30-Apr-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,19.17,,,,,,,,,0.00,,,,4752.00,injection,WI
01-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5848.00,injection,WI
02-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5806.00,injection,WI
03-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5629.00,injection,WI
04-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5046.00,injection,WI
05-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5166.00,injection,WI
06-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5300.00,injection,WI
07-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5303.30,injection,WI
08-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5351.40,injection,WI
09-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5362.30,injection,WI
10-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5370.90,injection,WI
11-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5329.84,injection,WI
12-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5351.56,injection,WI
13-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5246.22,injection,WI
14-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,15.17,,,,,,,,,0.00,,,,3245.41,injection,WI
15-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,4523.87,injection,WI
16-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5220.50,injection,WI
17-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,21.83,,,,,,,,,0.00,,,,3934.57,injection,WI
18-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,4509.06,injection,WI
19-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,4371.98,injection,WI
20-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5320.60,injection,WI
21-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,18.06,,,,,,,,,0.00,,,,4710.27,injection,WI
22-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,0.00,injection,WI
23-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,2.74,,,,,,,,,0.00,,,,676.10,injection,WI
24-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,6096.77,injection,WI
25-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,6204.31,injection,WI
26-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,6330.41,injection,WI
27-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,6490.49,injection,WI
28-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,6446.20,injection,WI
29-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,6259.38,injection,WI
30-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5989.84,injection,WI
31-May-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,6094.76,injection,WI
01-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5998.96,injection,WI
02-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,6104.74,injection,WI
03-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5259.70,injection,WI
04-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5953.11,injection,WI
05-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,9.01,,,,,,,,,0.00,,,,2009.77,injection,WI
06-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,9.49,,,,,,,,,0.00,,,,2632.12,injection,WI
07-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,6440.28,injection,WI
08-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,6331.53,injection,WI
09-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,18.68,,,,,,,,,0.00,,,,4825.00,injection,WI
10-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,18.99,,,,,,,,,0.00,,,,5382.37,injection,WI
11-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,6341.00,injection,WI
12-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5410.00,injection,WI
13-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5396.00,injection,WI
14-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5327.00,injection,WI
15-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5239.00,injection,WI
16-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5292.00,injection,WI
17-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,4865.00,injection,WI
18-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,4587.60,injection,WI
19-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,4805.99,injection,WI
20-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5969.69,injection,WI
21-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,20.34,,,,,,,,,0.00,,,,4868.45,injection,WI
22-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,0.00,injection,WI
23-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,0.00,injection,WI
24-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,0.00,injection,WI
25-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,2.41,,,,,,,,,0.00,,,,299.49,injection,WI
26-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5314.66,injection,WI
27-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,17.19,,,,,,,,,0.00,,,,3322.35,injection,WI
28-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,21.23,,,,,,,,,0.00,,,,3644.24,injection,WI
29-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5508.74,injection,WI
30-Jun-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5033.62,injection,WI
01-Jul-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,4507.49,injection,WI
02-Jul-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5602.71,injection,WI
03-Jul-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5721.98,injection,WI
04-Jul-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,16.01,,,,,,,,,0.00,,,,3834.00,injection,WI
05-Jul-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,6.41,,,,,,,,,0.00,,,,1602.56,injection,WI
06-Jul-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,17.67,,,,,,,,,0.00,,,,3228.22,injection,WI
07-Jul-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5186.55,injection,WI
08-Jul-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,6015.45,injection,WI
09-Jul-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5860.62,injection,WI
10-Jul-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5719.27,injection,WI
11-Jul-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5257.18,injection,WI
12-Jul-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5239.96,injection,WI
13-Jul-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5242.64,injection,WI
14-Jul-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5217.20,injection,WI
15-Jul-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,5357.17,injection,WI
